,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
"                   How old are you, Lorenzo?",,,,,,,,
,,,,,,,,
                               LORENZO JR.,,,,,,,,
                   8.,,,,,,,,
,,,,,,,,
     Lorenzo Jr. shifts his attention from the cartoons and stares,,,,,,,,
     Ben in the face-,,,,,,,,
,,,,,,,,
                               LORENZO JR. (CONT'D),,,,,,,,
                   Do you work in the department store?                     ,,,,,,,,
,,,,,,,,
                               BEN,,,,,,,,
                   I do now.,,,,,,,,
,,,,,,,,
                                 LORENZO JR.,,,,,,,,
                   Grandpa says there are ghosts in the,,,,,,,,
                   store... Is that true?,,,,,,,,
,,,,,,,,
     Ben smiles.,,,,,,,,
,,,,,,,,
                               BEN,,,,,,,,
                   I think your grandpa just wants to,,,,,,,,
                   scare you a little.,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
                                                              (CONTINUED),,,,,,,,
,,,,,,,,
                                                               13.,,,,,,,,
16   CONTINUED:                                                       16,,,,,,,,
,,,,,,,,
,,,,,,,,
"     Lorenzo Senior has changed clothes, and returns with a uniform,",,,,,,,,
     which he hands over to Ben-,,,,,,,,
,,,,,,,,
                                LORENZO,,,,,,,,
"                  Here, this should fit you. Lorenzo,",,,,,,,,
                  put your coat on... We are already late.                  ,,,,,,,,
"                      (to Ben, on the sly)",,,,,,,,
                  There's a drop of Jack Daniel's in the                    ,,,,,,,,
                  cupboard... To keep yourself warm.,,,,,,,,
,,,,,,,,
     Lorenzo hands over the keys-,,,,,,,,
,,,,,,,,
                              LORENZO (CONT'D),,,,,,,,
"                  Well, Ben, the place is all yours.",,,,,,,,
,,,,,,,,
     He's about to leave when-,,,,,,,,
,,,,,,,,
                                LORENZO (CONT'D),,,,,,,,
                  Oh! I forgot the most important                           ,,,,,,,,
                  thing... the flashlights! You'll be                       ,,,,,,,,
                  needing one of these at night. We've,,,,,,,,
                  got two of them. They run on,,,,,,,,
                  batteries. Don't forget to charge,,,,,,,,
"                  them... See you in the morning, Ben.",,,,,,,,
,,,,,,,,
                              BEN,,,,,,,,
                  See you tomorrow.                                         ,,,,,,,,
,,,,,,,,
"     Lorenzo and Lorenzo Jr. exit the trailer. Through the window,",,,,,,,,
     Ben sees them walk out to the street.,,,,,,,,
,,,,,,,,
"     Ben inspects the trailer- scattered with knickknacks, the",,,,,,,,
     decoration of the place corresponds well with Lorenzo's,,,,,,,,
     personality - warmhearted and humble.,,,,,,,,
,,,,,,,,
     The clock on the wall shows 7 p.m.... A long night lies ahead.,,,,,,,,
,,,,,,,,
     Ben grabs a flashlight and turns it on. The beam of light is,,,,,,,,
     dazzling-,,,,,,,,
,,,,,,,,
                                                             CUT TO:,,,,,,,,
,,,,,,,,
,,,,,,,,
17   INT. NIGHT - MAYFLOWER - A FEW HOURS LATER                        17,,,,,,,,
,,,,,,,,
     The flashlight sweeps across the dark entrance hall.,,,,,,,,
,,,,,,,,
     Wearing the security guard's uniform marked with an embroidered,,,,,,,,
"     ""M"", Ben makes his first round of the store.",,,,,,,,
,,,,,,,,
     The pigeons perched on the roof seem to observe him.,,,,,,,,
,,,,,,,,
     Ben proceeds slowly up the stairs.,,,,,,,,
,,,,,,,,
                                                                14.,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
18    - SECOND FLOOR -                                                18,,,,,,,,
,,,,,,,,
"      In the Men's department, Ben's flashlight is a mere luminous",,,,,,,,
      spot twirling in the night.,,,,,,,,
,,,,,,,,
      The ever-present mirrors magnify the space to infinity.,,,,,,,,
,,,,,,,,
,,,,,,,,
19    - THIRD FLOOR -                                                 19,,,,,,,,
,,,,,,,,
      Ben walks through the different sections of the Ladies',,,,,,,,
      department. He examines the remains of the charred garments,,,,,,,,
      sagging on the hangers.,,,,,,,,
,,,,,,,,
      The silhouettes of the burnt mannequins emerge in the gloom of,,,,,,,,
      the night.,,,,,,,,
,,,,,,,,
      STRANGE AND DISTURBING SHAPES REFLECT OFF THE MIRRORS.                ,,,,,,,,
,,,,,,,,
,,,,,,,,
19A   EXT. NIGHT - MAYFLOWER                                          19A   ,,,,,,,,
,,,,,,,,
      Wide exterior shot-                                                   ,,,,,,,,
,,,,,,,,
"      By night, the department store's ornate facade takes on an            ",,,,,,,,
"      entirely different appearance - more menacing, almost evil.           ",,,,,,,,
,,,,,,,,
,,,,,,,,
19B   INT. NIGHT - MAYFLOWER                                          19B   ,,,,,,,,
,,,,,,,,
      Ben continues his rounds.                                             ,,,,,,,,
,,,,,,,,
      We follow his path through reflections in the mirrors-                ,,,,,,,,
,,,,,,,,
      AS IF HE WAS BEING WATCHED...                                         ,,,,,,,,
,,,,,,,,
      Then-                                                                 ,,,,,,,,
,,,,,,,,
"      For the first time, we discover another perspective, another POV      ",,,,,,,,
"      FROM WITHIN THE MIRRORS. It feels ominous, slightly detached.         ",,,,,,,,
      The sound is muted.                                                   ,,,,,,,,
,,,,,,,,
      Ben crosses back the third floor-                                     ,,,,,,,,
,,,,,,,,
      The second floor...                                                   ,,,,,,,,
,,,,,,,,
,,,,,,,,
20    OMITTED                                                         20    ,,,,,,,,
,,,,,,,,
,,,,,,,,
21    OMITTED                                                         21    ,,,,,,,,
,,,,,,,,
,,,,,,,,
22    OMITTED                                                         22    ,,,,,,,,
,,,,,,,,
                                                                15.,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
23   - ENTRANCE HALL GROUND FLOOR -                                   23   ,,,,,,,,
,,,,,,,,
     In the reflection of one of the grand mirrors in the entrance,,,,,,,,
"     hall, we see Ben come down the stairs. He stops for a moment,",,,,,,,,
     facing his reflection in the mirror.,,,,,,,,
,,,,,,,,
     He fixes his collar and looks at himself in his new clothes- Not,,,,,,,,
     quite an NYPD uniform...,,,,,,,,
,,,,,,,,
"     Suddenly, his eyes freeze. Intrigued, he comes closer to the",,,,,,,,
     mirror and leans forward-,,,,,,,,
,,,,,,,,
"     A HANDPRINT, BARELY VISIBLE, ON THE ICE COLD SURFACE.",,,,,,,,
,,,,,,,,
     He touches it with the tip of his fingers and tries to rub it,,,,,,,,
"     off, unsuccessfully. He picks up a rag from the ground, spits on",,,,,,,,
"     the mirror, and rubs the mark fervently. The print remains. This",,,,,,,,
     confirms his hunch-,,,,,,,,
,,,,,,,,
     THE HANDPRINT IS INSIDE THE MIRROR...,,,,,,,,
,,,,,,,,
"     By angling the flashlight, another handprint is revealed.",,,,,,,,
,,,,,,,,
     Another. And yet another-,,,,,,,,
,,,,,,,,
"     THE ENTIRE MIRROR IS COVERED WITH HANDPRINTS, JUST AS IF A CROWD",,,,,,,,
     OF PEOPLE ON THE OTHER SIDE HAD PRESSED ITSELF AGAINST THE GLASS,,,,,,,,
     TO GET OUT...                                                         ,,,,,,,,
,,,,,,,,
     As he looks back up in the mirror he sees- THE ACCESS DOOR TO         ,,,,,,,,
     THE BASEMENT OPENING...                                               ,,,,,,,,
,,,,,,,,
     Ben turns around. His gaze freezes- THE ACCESS DOOR TO THE            ,,,,,,,,
     BASEMENT IS CLOSED!                                                   ,,,,,,,,
,,,,,,,,
"     YET, IN THE MIRROR, IT CONTINUES TO SLOWLY SCREECH OPEN!              ",,,,,,,,
,,,,,,,,
"     Ben swings his head back and forth, between the shut door in          ",,,,,,,,
     reality and the opened door in the mirror. What is happening? Is      ,,,,,,,,
     he dreaming or hallucinating?                                         ,,,,,,,,
,,,,,,,,
"     Ben walks backwards towards the basement door, keeping his eyes       ",,,,,,,,
"     fixed on the mirror. As he goes to reach for the handle, he sees      ",,,,,,,,
     his reflection reaching for the handle of an invisible door!          ,,,,,,,,
,,,,,,,,
     Ben opens it-                                                         ,,,,,,,,
,,,,,,,,
     THE SYNCHRONICITY BETWEEN THE REAL WORLD AND THE ONE REFLECTED        ,,,,,,,,
     IN THE MIRROR HAS BEEN RESTORED. Ben tries to reenact the             ,,,,,,,,
"     phenomenon. He opens and closes the door over and over, while         ",,,,,,,,
"     observing his reflection, but the mirror is no longer deceitful.      ",,,,,,,,
,,,,,,,,
     The staircase leading to the basement vanishes into the dark.         ,,,,,,,,
     Ben hesitates.                                                        ,,,,,,,,
,,,,,,,,
                                                                16.,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
24    OMITTED                                                         24    ,,,,,,,,
,,,,,,,,
,,,,,,,,
25    OMITTED                                                         25    ,,,,,,,,
,,,,,,,,
,,,,,,,,
26    OMITTED                                                         26    ,,,,,,,,
,,,,,,,,
,,,,,,,,
27    OMITTED                                                         27    ,,,,,,,,
,,,,,,,,
,,,,,,,,
28    OMITTED                                                         28    ,,,,,,,,
,,,,,,,,
,,,,,,,,
29    OMITTED                                                         29    ,,,,,,,,
,,,,,,,,
,,,,,,,,
30    OMITTED                                                         30    ,,,,,,,,
,,,,,,,,
,,,,,,,,
31    OMITTED                                                         31    ,,,,,,,,
,,,,,,,,
,,,,,,,,
31A   OMITTED                                                         31A   ,,,,,,,,
,,,,,,,,
,,,,,,,,
32    OMITTED                                                         32    ,,,,,,,,
,,,,,,,,
,,,,,,,,
33    OMITTED                                                         33    ,,,,,,,,
,,,,,,,,
,,,,,,,,
34    OMITTED                                                         34    ,,,,,,,,
,,,,,,,,
,,,,,,,,
35    OMITTED                                                         35    ,,,,,,,,
,,,,,,,,
,,,,,,,,
36    INT. NIGHT - BASEMENT CORRIDOR MAYFLOWER - CONTINUITY           36    ,,,,,,,,
,,,,,,,,
"      Ben walks down the stairs, step-by-step, lighting his way with a",,,,,,,,
"      flashlight. The beam of light dims, the battery is almost dead.",,,,,,,,
      He gives it a few taps to make the light reappear.,,,,,,,,
,,,,,,,,
      Last step-,,,,,,,,
,,,,,,,,
      HIS FOOT LANDS IN WATER!,,,,,,,,
,,,,,,,,
                             BEN,,,,,,,,
                   Fuck...                                                  ,,,,,,,,
,,,,,,,,
      A few inches of water cover the basement floor. One of the water,,,,,,,,
      pipes must have burst due to the cold.,,,,,,,,
,,,,,,,,
,,,,,,,,
                                                              (CONTINUED),,,,,,,,
,,,,,,,,
                                                                17.,,,,,,,,
36   CONTINUED:                                                       36,,,,,,,,
,,,,,,,,
,,,,,,,,
"     The light flickers back for a moment, revealing before him-        the",,,,,,,,
     narrow subterranean corridors of the department store.                   ,,,,,,,,
,,,,,,,,
"     Along a wall, Ben finds a fuse box and pushes some of the                ",,,,,,,,
"     switches. Further down in the corridor, a couple of fluorescent          ",,,,,,,,
     lights flicker to life- two tiny sources deep inside the                 ,,,,,,,,
     darkness.,,,,,,,,
,,,,,,,,
"     AS BEN DISCOVERS HIS SURROUNDINGS, THE CAMERA PULLS BACK SLOWLY,         ",,,,,,,,
"     UP ALONG THE STAIRS, THROUGH THE OPEN DOOR, IT ACCELERATES AND           ",,,,,,,,
