,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
,,,,,,,,
37   INT. HOPE HOUSE - BASEMENT - RESUMING                             37,,,,,,,,
,,,,,,,,
     Mackelway stares... at a record of his deepest wound. But what,,,,,,,,
     the hell is it doing in the locker of a transient?,,,,,,,,
,,,,,,,,
                                                       CUT TO:,,,,,,,,
,,,,,,,,
"38   INT. HOPE HOUSE - ""O'RYAN'S ROOM"" - MOMENTS LATER                 38",,,,,,,,
,,,,,,,,
"     Mackelway leans in, looking around. A bed. A small end-table.",,,,,,,,
     Bathroom. A window without bars.,,,,,,,,
,,,,,,,,
                                                               29.,,,,,,,,
,,,,,,,,
,,,,,,,,
"     From down the hall we hear the sound of a PHONE RINGING, then",,,,,,,,
     a FAX transmission. An old fax machine begins to whine,,,,,,,,
"     noisily, creaking. It's a distraction.",,,,,,,,
,,,,,,,,
     But Mackelway's focus is in this room. The walls have been newly,,,,,,,,
     painted. But there's a hint of barely-perceptible color,,,,,,,,
     beneath one of them. Rain from a LEAKY ROOF is causing some of,,,,,,,,
     the new paint to peel a bit.,,,,,,,,
,,,,,,,,
     A BUCKET collects drops in the center of the room. The feeling,,,,,,,,
"     in here is damp, mildewy, creepy. Mackelway remains in the",,,,,,,,
     doorway... then backs out.,,,,,,,,
,,,,,,,,
                          DYSON (O.S.),,,,,,,,
                I guess you fellas're never unaccounted,,,,,,,,
"                for, huh?",,,,,,,,
,,,,,,,,
39   INT. HALLWAY - CONTINUING                                       39,,,,,,,,
,,,,,,,,
"     Mackelway turns, a bit startled. Dyson is approaching, FAX in",,,,,,,,
     hand.,,,,,,,,
,,,,,,,,
                            MACKELWAY,,,,,,,,
                Huh?,,,,,,,,
,,,,,,,,
"     Dyson extends six pages. On the TOP-SHEET, written by hand,",,,,,,,,
"     are the words: ""Agent Thomas Mackelway, C/O Mr. David Dyson,",,,,,,,,
"     Hope House"" with a street address.",,,,,,,,
,,,,,,,,
     And under that top sheet? Five more pages.,,,,,,,,
,,,,,,,,
"     Mackelway sighs, takes them from Dyson. Sure enough, he's",,,,,,,,
"     staring at five more faces, five more fact sheets. Five more",,,,,,,,
     HAVE YOU SEEN ME's.,,,,,,,,
,,,,,,,,
     But how would anyone know to send them here?,,,,,,,,
,,,,,,,,
                          DYSON,,,,,,,,
                Anything urgent?,,,,,,,,
,,,,,,,,
                            MACKELWAY,,,,,,,,
                      (doesn't look up),,,,,,,,
                No.,,,,,,,,
,,,,,,,,
     Dyson is glad to hear it.,,,,,,,,
,,,,,,,,
                                                     CUT TO:,,,,,,,,
,,,,,,,,
40   INT. HOPE HOUSE - FOYER - MOMENTS LATER                         40,,,,,,,,
,,,,,,,,
"     Mackelway descends, having had quite enough of this place.",,,,,,,,
"     Piper is where we left him, watching VH1 in the TV Room.",,,,,,,,
,,,,,,,,
                                                         30.,,,,,,,,
,,,,,,,,
,,,,,,,,
"Mackelway passes, eyeing those newly-faxed pages: five more",,,,,,,,
HAVE YOU SEEN ME'S... He reaches the door.,,,,,,,,
,,,,,,,,
                        PIPER,,,,,,,,
              Ever seen a fifty-foot shark?,,,,,,,,
,,,,,,,,
"Mackelway stops, turns.",,,,,,,,
,,,,,,,,
                        MACKELWAY,,,,,,,,
              I'm sorry?,,,,,,,,
,,,,,,,,
                        PIPER,,,,,,,,
              Fifty-foot shark. Ever seen one?,,,,,,,,
,,,,,,,,
                        MACKELWAY,,,,,,,,
              No.,,,,,,,,
,,,,,,,,
                        PIPER,,,,,,,,
              Doesn't mean there aren't any.,,,,,,,,
,,,,,,,,
Great. Mackelway reaches for the front door again. Then he,,,,,,,,
halts. Maybe this guy can be helpful. Mackelway turns:,,,,,,,,
,,,,,,,,
                     MACKELWAY,,,,,,,,
           Did you know him?,,,,,,,,
               (Piper's silent),,,,,,,,
           The guy who used to stay upstairs.,,,,,,,,
"           ""O'Ryan."" Did you know him?",,,,,,,,
,,,,,,,,
                     PIPER,,,,,,,,
           Why? Is he dead?,,,,,,,,
,,,,,,,,
                       MACKELWAY,,,,,,,,
           I don't...,,,,,,,,
,,,,,,,,
                     PIPER,,,,,,,,
"           You said ""Did."" Is he dead?",,,,,,,,
,,,,,,,,
                     MACKELWAY,,,,,,,,
"           Oh. I mis-spoke. No, he's not dead...",,,,,,,,
               (a beat),,,,,,,,
           You know him?,,,,,,,,
,,,,,,,,
Piper nods.,,,,,,,,
,,,,,,,,
"Mackelway eyes him, then approaches, holding up a copy of that",,,,,,,,
image: the circle-with-slash-through-it.,,,,,,,,
,,,,,,,,
                        MACKELWAY (CONT'D),,,,,,,,
              He ever talk about this? A circle with a,,,,,,,,
              slash through it?,,,,,,,,
,,,,,,,,
                                                                 31.,,,,,,,,
,,,,,,,,
,,,,,,,,
"     Piper rises, crosses to us... leaning in unnecessarily close.",,,,,,,,
     It's unsettling.,,,,,,,,
,,,,,,,,
                          PIPER,,,,,,,,
                That's not a circle. It's a zero.,,,,,,,,
,,,,,,,,
                          MACKELWAY,,,,,,,,
                Oh. How do you know?,,,,,,,,
,,,,,,,,
     Piper doesn't answer. Instead he simply starts whistling.,,,,,,,,
,,,,,,,,
     But it's not a tune coming out of his mouth. It's that same,,,,,,,,
"     sound that O'Ryan made: A WHISTLING WIND, blowing through a",,,,,,,,
"     ghost town... Building, then falling again.",,,,,,,,
,,,,,,,,
"     Piper smiles, backing away, enjoying the theatricality of it,",,,,,,,,
     stifling a giggle...,,,,,,,,
,,,,,,,,
"     Then, suddenly, everything turns GRAINY, CHOPPY...",,,,,,,,
,,,,,,,,
"     We've jumped into a distorted, REMOTE POV of this same scene -",,,,,,,,
"     as if watching it through a crystal ball, or a broken lens, or",,,,,,,,
     a distance of time and space...,,,,,,,,
,,,,,,,,
"     We see images, fragments: Piper, the tv, the sofa, Mackelway's",,,,,,,,
"     face. Then all sound breaks up, and we are...",,,,,,,,
,,,,,,,,
"41   INT. MOTEL ROOM - SLEEPER, MISSOURI - CONTINUING                  41",,,,,,,,
,,,,,,,,
     Start on O'Ryan's EYES. Then a pad of paper. The spasm of a,,,,,,,,
"     pen, scrawling a LIST on to it: ""Piper. TV. Whistling."" We're",,,,,,,,
     in another non-descript MOTEL ROOM. $29 a night.,,,,,,,,
,,,,,,,,
     He holds down the point of his pen on a wavy line beside that,,,,,,,,
"     list of words, keeping it there for a few seconds, as if",,,,,,,,
     expecting to receive some kind of pulse from it.,,,,,,,,
,,,,,,,,
"     No more pulse. He has lost the ""connection"" that had somehow",,,,,,,,
     transported him. He notes his watch. Jots down the exact time.,,,,,,,,
"     Slips the pad into that FOLDER: ""Mackelway.""",,,,,,,,
,,,,,,,,
     Then he starts to DRAW - a hurried but accurate sketch of,,,,,,,,
"     Mackelway and Piper, just as they stood during that",,,,,,,,
     conversation. The geography is fairly accurate.,,,,,,,,
,,,,,,,,
"     O'Ryan continues to draw. We CRANE OUT of this motel room, to",,,,,,,,
"     find, on the street below:",,,,,,,,
,,,,,,,,
"42   EXT. A BAR - SLEEPER, MISSOURI - CONTINUING                       42",,,,,,,,
,,,,,,,,
"     A typical honky-tonk in a town called Sleeper, Missouri. Just",,,,,,,,
     across the street from O'Ryan's cheap motel...,,,,,,,,
,,,,,,,,
                                                                32.,,,,,,,,
,,,,,,,,
,,,,,,,,
"43   INT. BAR - SLEEPER, MISSOURI - CONTINUING                        43",,,,,,,,
,,,,,,,,
"     Low-lights, dust on the floor. Pool tables.",,,,,,,,
,,,,,,,,
"     LORETTA is a pretty 19-year-old who stands at the jukebox,",,,,,,,,
"     weighing her choices. She's got a thick curtain of hair, which",,,,,,,,
     she wrangles with a CHIP-CLIP. It's a habit.,,,,,,,,
,,,,,,,,
"     She chooses a country-rock tune, then heads for the bar,",,,,,,,,
     walking to the beat. It's fun being 19 and beautiful.,,,,,,,,
,,,,,,,,
44   AT THE BAR - CONTINUING                                          44,,,,,,,,
,,,,,,,,
     The BARTENDER'S a stocky guy with a broad smile.,,,,,,,,
,,,,,,,,
                          LORETTA,,,,,,,,
                    (re: song),,,,,,,,
                How's that?,,,,,,,,
,,,,,,,,
                          BARTENDER,,,,,,,,
"                Little cute for my taste, but I can stand",,,,,,,,
                three minutes of it.,,,,,,,,
,,,,,,,,
                          LORETTA,,,,,,,,
"                I'll have a seven and seven, please.",,,,,,,,
,,,,,,,,
                          BARTENDER,,,,,,,,
                Seven and seven. Got some i.d.?,,,,,,,,
,,,,,,,,
"     She half-laughs, as if she hasn't been carded in a decade, and",,,,,,,,
"     throws that curtain of hair from one side to the other, re-",,,,,,,,
     fastening that chip-clip. It's her best move.,,,,,,,,
,,,,,,,,
                          LORETTA,,,,,,,,
                It's in the car. No one's asked me for it,,,,,,,,
                for a couple years now.,,,,,,,,
,,,,,,,,
                          BARTENDER,,,,,,,,
"                If ya hurry, you'll still catch the end",,,,,,,,
                of the song.,,,,,,,,
,,,,,,,,
     She eyes him: are you really carding me? He smiles: nothing,,,,,,,,
"     personal, Sugar. So she heads for the door.",,,,,,,,
,,,,,,,,
"     ...on her way, she passes a booth. In it we find a familiar",,,,,,,,
     face - Virgil Ray Starkey...,,,,,,,,
,,,,,,,,
"     He remains still, as if he hadn't noticed her. But behind",,,,,,,,
"     his eyes, something primal just took place. He rises, heads",,,,,,,,
     for the door.,,,,,,,,
,,,,,,,,
                                                                 33.,,,,,,,,
,,,,,,,,
,,,,,,,,
45   EXT. BAR - MOMENTS LATER                                          45,,,,,,,,
,,,,,,,,
     Loretta walks to her VW Bug. Starkey exits the bar. She,,,,,,,,
     doesn't notice. We TILT UP: the lights are off in O'Ryan's,,,,,,,,
     motel room...,,,,,,,,
,,,,,,,,
46   EXT. AT LORETTA'S CAR - MOMENTS LATER                             46,,,,,,,,
,,,,,,,,
     It all happens pretty fast: That chip-clip hits the ground,,,,,,,,
"     beside the open VW door. A battered PICK-UP speeds away,",,,,,,,,
     kicking up gravel.,,,,,,,,
,,,,,,,,
                                                      CUT TO:,,,,,,,,
,,,,,,,,
"     ...Loretta's eyes, wide with terror and dread.",,,,,,,,
,,,,,,,,
47   INT. STARKEY'S PICK-UP - MINUTES LATER                            47,,,,,,,,
,,,,,,,,
     We're off-road. Missouri's woods can be seen through the,,,,,,,,
     windshield. And Starkey is staring at us. Pawing at us...,,,,,,,,
,,,,,,,,
                          LORETTA,,,,,,,,
"                Please, Mister...",,,,,,,,
,,,,,,,,
"     Starkey's hand shoots out, banging Loretta's head against the",,,,,,,,
"     window, hard. That makes things start to swim. Starkey tears",,,,,,,,
"     at her clothes, lowers himself on to her.",,,,,,,,
,,,,,,,,
     She whimpers. WE CARRY THE SOUND OF IT INTO:,,,,,,,,
,,,,,,,,
48   INT. MACKELWAY'S APARTMENT - SAME                                 48,,,,,,,,
,,,,,,,,
     This is where you go when you've just moved to Wichita Falls,,,,,,,,
"     and money's tight: spotty shag carpet, chipped Formica kitchen",,,,,,,,
"     table, scuffed blinds.",,,,,,,,
,,,,,,,,
"     ...and one sleepless agent, having one lousy night.",,,,,,,,
,,,,,,,,
