,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
"building, and the cleaners at work.",,,,,,,,
,,,,,,,,
ANGLE INT. THE BANK. One of the cleaners polishes the,,,,,,,,
counter in the bank. He wipes his brow and looks outside.,,,,,,,,
,,,,,,,,
"ANGLE HIS POV. A sedan at the curb. Beyond it, a man,",,,,,,,,
"smoking a cigarette, stands near the payphone.",,,,,,,,
,,,,,,,,
                                                             52.,,,,,,,,
,,,,,,,,
,,,,,,,,
"The man looks at his watch, looks around, throws away the",,,,,,,,
"cigarette, and continues to pace.",,,,,,,,
,,,,,,,,
"ANGLE, in the bank the ""Cleaner"" whispers into a lapel mike.",,,,,,,,
,,,,,,,,
EXT. BOSTON STREET. DAY.,,,,,,,,
,,,,,,,,
"Scott, in the backseat of a car, apparently asleep. Anton,",,,,,,,,
sitting in the front. Listening to the faint sounds from an,,,,,,,,
earwig.,,,,,,,,
,,,,,,,,
"ANGLE, XCU. Scott, his head tilted back, looking through",,,,,,,,
almost fully closed eyelids.,,,,,,,,
,,,,,,,,
                      SCOTT,,,,,,,,
            ...who's walking up on us...?,,,,,,,,
,,,,,,,,
"ANGLE, Anton, as he looks around, down at Scott, and then up,",,,,,,,,
"at a man in a suit, some thirty yards away, walking towards",,,,,,,,
the car.,,,,,,,,
,,,,,,,,
"Anton, as the man draws closer, looks down at Scott, as if",,,,,,,,
"to say ""How did you know""?",,,,,,,,
,,,,,,,,
                      SCOTT,,,,,,,,
                 (as he loosens his,,,,,,,,
"                 jacket, over his pistol)",,,,,,,,
            ...who is he?,,,,,,,,
,,,,,,,,
                      ANTON,,,,,,,,
            Boston. P.D.,,,,,,,,
,,,,,,,,
"We see Scott, relax for a moment. And then, putting Anton",,,,,,,,
out of his misery.,,,,,,,,
,,,,,,,,
                      SCOTT,,,,,,,,
            ...always a reflective surface...,,,,,,,,
"                 (then, to himself, as",,,,,,,,
                 if reciting a litany),,,,,,,,
"            ""...in the city, always a",,,,,,,,
            reflection. In the Woods. Always,,,,,,,,
"            a sound...""",,,,,,,,
,,,,,,,,
"HOLD. On Anton, as he digests this. BEAT.",,,,,,,,
,,,,,,,,
                      ANTON,,,,,,,,
            ...and in the Desert?,,,,,,,,
,,,,,,,,
                      SCOTT,,,,,,,,
            You don't want to go into the,,,,,,,,
            desert.,,,,,,,,
,,,,,,,,
"ANGLE, EXT. The Phonebooth in Copley Square. We hear the",,,,,,,,
phone begin to ring.,,,,,,,,
,,,,,,,,
                                                             53.,,,,,,,,
,,,,,,,,
,,,,,,,,
EXT. BOSTON STREET. DAY.,,,,,,,,
,,,,,,,,
"Scott and Anton, in the sedan. Anton listening on the",,,,,,,,
earpiece. Anton brightens.,,,,,,,,
,,,,,,,,
                      ANTON,,,,,,,,
            ...they're moving...,,,,,,,,
,,,,,,,,
"Anton starts to put the car in gear, an Agent comes jogging",,,,,,,,
"down the street, out of an alley, and motions Anton aside,",,,,,,,,
and gets into the car.,,,,,,,,
,,,,,,,,
EXT. BOSTON HIGHWAY. NIGHT.,,,,,,,,
,,,,,,,,
"A shot of the helicopter, flying over the highway.",,,,,,,,
,,,,,,,,
"ANGLE, the sedan speeding down the deserted highway, the",,,,,,,,
"city in the background. The helicopter, flying away overhead.",,,,,,,,
,,,,,,,,
INT. SCOTT'S CAR.,,,,,,,,
,,,,,,,,
"A Driver, Scott, and Anton. Listening to transmissions on",,,,,,,,
"the radio. As they drive Anton leans forward, his hands on",,,,,,,,
the seatback of the front seat. Scott picks up one of,,,,,,,,
"Anton's hands, and turns it over.",,,,,,,,
,,,,,,,,
                      SCOTT,,,,,,,,
                 (of the hand),,,,,,,,
            ...what is this...?,,,,,,,,
,,,,,,,,
                      ANTON,,,,,,,,
"                 (as he looks down, and",,,,,,,,
                 then realizes the,,,,,,,,
                 nature of the question),,,,,,,,
            ...it's a wedding ring.,,,,,,,,
,,,,,,,,
                      SCOTT,,,,,,,,
            ...take it off.,,,,,,,,
                 (pause. While Anton,,,,,,,,
"                 hesitates, not comprehending)",,,,,,,,
            ...the ring clicks against your,,,,,,,,
"            riflestock, some sonobitch hears",,,,,,,,
"            that noise, hundred yards out,",,,,,,,,
            and you're gonna get me killed.,,,,,,,,
,,,,,,,,
"Anton nods, and begins to work the ring off his finger.",,,,,,,,
,,,,,,,,
"ANGLE THEIR POV. Far ahead, the speeding sedan turns off the",,,,,,,,
"highway, onto a ""feeder"" road.",,,,,,,,
,,,,,,,,
Anton and Scott in the backseat. As we see Anton take out a,,,,,,,,
"machine pistol from his ""Go"" bag, and check it. Scott looks",,,,,,,,
"at him. A chatter comes over the radio, and Scott addresses",,,,,,,,
the two men in the front seat.,,,,,,,,
,,,,,,,,
                                                             54.,,,,,,,,
,,,,,,,,
,,,,,,,,
                      SCOTT,,,,,,,,
            ...where's he going...?,,,,,,,,
,,,,,,,,
"The Driver hands a printout to the shotgun man, who reads.",,,,,,,,
,,,,,,,,
                      AGENT,,,,,,,,
"            One Five Four Nine, Alpha Sierra,",,,,,,,,
            Mass Reg. William Barak.,,,,,,,,
"            Somerville, Mass...",,,,,,,,
,,,,,,,,
                      SCOTT,,,,,,,,
            That's where he's going?,,,,,,,,
,,,,,,,,
"The Agent shakes his head, looks down at the paper.",,,,,,,,
,,,,,,,,
                      AGENT,,,,,,,,
"            Also, owner of Record, In Essex...",,,,,,,,
,,,,,,,,
                      SCOTT,,,,,,,,
            Izzey going toward Essex?,,,,,,,,
                 (Agent nods),,,,,,,,
            ...what sort of place is it...?,,,,,,,,
,,,,,,,,
The Agent looks at the piece of paper.,,,,,,,,
,,,,,,,,
                      AGENT,,,,,,,,
            It...it'd be a Beach house...,,,,,,,,
,,,,,,,,
                      SCOTT,,,,,,,,
            Get me there.,,,,,,,,
                 (to the Driver),,,,,,,,
            Get on the net. Call 'em off.,,,,,,,,
            Everyone off. Just me.,,,,,,,,
                 (of Anton),,,,,,,,
            Just me and him.,,,,,,,,
,,,,,,,,
                        DRIVER,,,,,,,,
            ...sir...,,,,,,,,
,,,,,,,,
                       SCOTT,,,,,,,,
            Nobody out there...,,,,,,,,
                 (to Anton),,,,,,,,
            Just. Him.,,,,,,,,
                 (to the Driver),,,,,,,,
            You indicate that you heard me.,,,,,,,,
                 (beat. The Driver nods),,,,,,,,
            Put it out.,,,,,,,,
                 (the Driver begins to,,,,,,,,
"                 speak softly, relaying",,,,,,,,
                 his instructions on,,,,,,,,
                 the radio. Scott turns,,,,,,,,
                 to Anton. Softly),,,,,,,,
            How you doing bright eyes...?,,,,,,,,
"                 (Anton nods. Beat, as",,,,,,,,
                 Scott looks him over),,,,,,,,
,,,,,,,,
                                                            55.,,,,,,,,
,,,,,,,,
,,,,,,,,
                      SCOTT,,,,,,,,
            ...breathe through your nose.,,,,,,,,
,,,,,,,,
"Anton looks at Scott inquisitively, not sure he has heard right.",,,,,,,,
,,,,,,,,
                      SCOTT,,,,,,,,
            It stills the heartrate.,,,,,,,,
                 (pause),,,,,,,,
