,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
          APPLAUSE comes through the radio...and Christine is as pleased,,,,,,,,
          as if she'd just won herself.,,,,,,,,
          ,,,,,,,,
                               CHRISTINE,,,,,,,,
                         (calling out door),,,,,,,,
                     I knew it...I knew it!   I told you,,,,,,,,
                     so!,,,,,,,,
          ,,,,,,,,
          She's just about to go back to her work when the phone rings.,,,,,,,,
"          She picks it up, smiling.",,,,,,,,
          ,,,,,,,,
          CHANGELING A True Story                                  132.,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
                                 CHRISTINE,,,,,,,,
"                       Ben, it looks like dinner is on me,",,,,,,,,
                       I --,,,,,,,,
          ,,,,,,,,
          She stops.   It's not Ben on the phone.,,,,,,,,
          ,,,,,,,,
                                 CHRISTINE,,,,,,,,
"                       Yes, this is she. Mrs. Clay? No,",,,,,,,,
"                       of course I remember you, how are",,,,,,,,
                       you? Is everything --,,,,,,,,
          ,,,,,,,,
          She freezes at something she hears.,,,,,,,,
          ,,,,,,,,
                                  CHRISTINE,,,,,,,,
                       When? Where did they --,,,,,,,,
                           (beat),,,,,,,,
"                       No, of course...I'll be right there.",,,,,,,,
          ,,,,,,,,
"          She hangs up, grabs her coat, and races out the door.",,,,,,,,
          ,,,,,,,,
          EXT. POLICE STATION - NIGHT,,,,,,,,
          ,,,,,,,,
          Christine climbs out of a taxi and rushes into the station.,,,,,,,,
          ,,,,,,,,
          INT. INTERVIEW ROOM - VIEWING ROOM - MOMENTS LATER,,,,,,,,
          ,,,,,,,,
          Christine is ushered into a room with a long two-way mirror,,,,,,,,
          that looks out into an interview room. Mr. and Mrs. Clay are,,,,,,,,
"          already there. In the other room is Detective Ybarra, and a",,,,,,,,
"          young boy, DAVID, age 13. Mrs. Clay sees her, and they",,,,,,,,
          embrace.,,,,,,,,
          ,,,,,,,,
                                 MRS. CLAY,,,,,,,,
"                       I wanted to go to him right off,",,,,,,,,
                       but they said it was important to,,,,,,,,
                       talk to him alone first.,,,,,,,,
          ,,,,,,,,
                                 CHRISTINE,,,,,,,,
                       Are they sure it's --,,,,,,,,
          ,,,,,,,,
                                  MRS. CLAY,,,,,,,,
"                       They're sure, but more important,",,,,,,,,
                       I'm sure.,,,,,,,,
                           (beat),,,,,,,,
"                       It's my boy, all right...it's David.",,,,,,,,
"                       He's alive, Christine. They found",,,,,,,,
                       him up in Hysperia.,,,,,,,,
          ,,,,,,,,
                                    CHRISTINE,,,,,,,,
                       But how --,,,,,,,,
          ,,,,,,,,
          Mr. Clay motions for them to shush. They turn their attention,,,,,,,,
"          to the other room, where Ybarra looks up from making notes.",,,,,,,,
          ,,,,,,,,
          CHANGELING A True Story                                     133.,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
                               YBARRA,,,,,,,,
"                     All right, so after you got into",,,,,,,,
"                     the car, what happened next?",,,,,,,,
          ,,,,,,,,
                               DAVID,,,,,,,,
                     They drove me around for a long,,,,,,,,
"                     time, then we ended up at this ranch --",,,,,,,,
          ,,,,,,,,
          EXT. NORTHCOTT RANCH - FLASHBACK - NIGHT,,,,,,,,
          ,,,,,,,,
          David is shoved into the chicken coop. Several other BOYS,,,,,,,,
"          are already there, scared, crying. They lunge at the door,",,,,,,,,
"          trying to get out, but it slams shut in their faces.",,,,,,,,
          ,,,,,,,,
"          They scream, trying to get out.   Gordon SLAMS an arm against",,,,,,,,
"          the door, scaring them.",,,,,,,,
          ,,,,,,,,
                               GORDON,,,,,,,,
                     SHUT UP!,,,,,,,,
                         (grinning),,,,,,,,
                     I'll see you boys later....,,,,,,,,
          ,,,,,,,,
"          He laughs and moves off, Sanford accompanying him, looking",,,,,,,,
          very guilty.,,,,,,,,
          ,,,,,,,,
                               YBARRA (V.O.),,,,,,,,
                     Were there other boys present?,,,,,,,,
          ,,,,,,,,
                               DAVID (V.O.),,,,,,,,
"                     Yeah...six, I think. It was a long",,,,,,,,
                     time ago.,,,,,,,,
          ,,,,,,,,
                               YBARRA (V.O.),,,,,,,,
                     Did you speak to them? Do you,,,,,,,,
                     remember any of their names?,,,,,,,,
          ,,,,,,,,
          INT. CHICKEN COOP - LATER,,,,,,,,
"          PANNING the boys huddled against one wall, scared.",,,,,,,,
          ,,,,,,,,
                                DAVID (V.O.),,,,,,,,
"                     Yeah...two of them were brothers, I",,,,,,,,
"                     think their last name was Winslow,",,,,,,,,
                     something like that. The oldest,,,,,,,,
"                     was Jeffrey, I think he was around",,,,,,,,
                     eleven....,,,,,,,,
                         (beat),,,,,,,,
                     ...and Walter.,,,,,,,,
          ,,,,,,,,
"          We STOP PAN on the last kid...on Walter Collins, at last.",,,,,,,,
          ,,,,,,,,
          INT. INTERVIEW ROOM - VIEWING ROOM,,,,,,,,
          ,,,,,,,,
"          As Christine REACTS to this, her hand flying to her mouth.",,,,,,,,
          Not daring to breathe.,,,,,,,,
          ,,,,,,,,
          CHANGELING A True Story                                    134.,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
                                YBARRA,,,,,,,,
                     Walter.,,,,,,,,
          ,,,,,,,,
                                DAVID,,,,,,,,
                     Yeah.,,,,,,,,
          ,,,,,,,,
                               YBARRA,,,,,,,,
                     Do you remember his last name?,,,,,,,,
          ,,,,,,,,
                                DAVID,,,,,,,,
                     Collins.,,,,,,,,
          ,,,,,,,,
          Christine covers her face.     Can barely stand up.,,,,,,,,
          ,,,,,,,,
                               YBARRA,,,,,,,,
                     So if you only remember some of the,,,,,,,,
"                     names of the rest, how come you",,,,,,,,
                     remember his full name?,,,,,,,,
          ,,,,,,,,
                               DAVID,,,,,,,,
                     Because of what happened.,,,,,,,,
          ,,,,,,,,
          INT. CHICKEN COOP - NIGHT,,,,,,,,
          ,,,,,,,,
"          Two of the kids, Walter and Jeffrey, are sitting in a corner,",,,,,,,,
"          talking quietly, urgently.",,,,,,,,
          ,,,,,,,,
                               DAVID (V.O.),,,,,,,,
                     Walter and Jeffrey were talking,,,,,,,,
                     when everybody else was screaming.,,,,,,,,
"                     They were scared, same as the rest",,,,,,,,
"                     of us, but they weren't scared",,,,,,,,
                     stupid. They kept checking around,,,,,,,,
                     until they found a part of the coop,,,,,,,,
                     where the chicken wire was all messed,,,,,,,,
                     up.,,,,,,,,
          ,,,,,,,,
          They pull at the wiring.    Part of the roof weakens and dust,,,,,,,,
          sifts down.,,,,,,,,
          ,,,,,,,,
                               DAVID (V.O.),,,,,,,,
                     They figured we might be able to,,,,,,,,
                     yank the chicken wire and bring,,,,,,,,
"                     down the corner, maybe make enough",,,,,,,,
                     room to get out of there and run...,,,,,,,,
                     but it would make an awful lot of,,,,,,,,
"                     noise and if it wasn't wide enough,",,,,,,,,
                     we'd be stuck. It might even bring,,,,,,,,
                     the whole place down.,,,,,,,,
          ,,,,,,,,
                               WALTER,,,,,,,,
                     We gotta try it!,,,,,,,,
          ,,,,,,,,
                                FIRST WINSLOW BOY,,,,,,,,
                     No!   What he hears --,,,,,,,,
          ,,,,,,,,
          CHANGELING A True Story                                   135.,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
                               JEFFREY,,,,,,,,
                     We have to get out of here!,,,,,,,,
          ,,,,,,,,
                               FIRST WINSLOW BOY,,,,,,,,
                     I'm afraid!,,,,,,,,
          ,,,,,,,,
          And in an echo of what he told his mother the last time he,,,,,,,,
          saw her:,,,,,,,,
          ,,,,,,,,
                                WALTER,,,,,,,,
                     I'm not. I'm not afraid of,,,,,,,,
                     anything.,,,,,,,,
                         (beat),,,,,,,,
                     Don't you want to go home? Don't,,,,,,,,
                     you want to see your mom again?,,,,,,,,
          ,,,,,,,,
"          The Winslow kids nod, and start crying.   Jeffrey and Walter",,,,,,,,
          look to the rest.,,,,,,,,
          ,,,,,,,,
                               JEFFREY,,,,,,,,
                     Anybody else?,,,,,,,,
          ,,,,,,,,
          David holds up his hand.,,,,,,,,
          ,,,,,,,,
                               JEFFREY,,,,,,,,
                     Okay. Anybody who doesn't want to,,,,,,,,
"                     come, get over at that end in case",,,,,,,,
                     this comes down.,,,,,,,,
          ,,,,,,,,
