,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
"                                children, my wife cried, my oldest",,,,,,,,
                                son shook my hand for the first time,,,,,,,,
"                                in his whole life. So, why is it,",,,,,,,,
"                                Eli, that this vulgar little scene",,,,,,,,
"                                turns out to be so much...stronger,",,,,,,,,
                                more moving?,,,,,,,,
          ,,,,,,,,
                                               - 60 -,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
                                             ELI,,,,,,,,
                                     (touched),,,,,,,,
"                                  God knows, Sam. Maybe...because you",,,,,,,,
                                  get the feeling that the enemy might,,,,,,,,
                                  just be some poor horny slob like,,,,,,,,
"                                  you, lookin' for the nearest",,,,,,,,
                                  whorehouse.,,,,,,,,
                                     (putting his arm around,,,,,,,,
                                      Cameron),,,,,,,,
"                                  How about that, Lucky? When that",,,,,,,,
                                  stunt man's boob hit you in the,,,,,,,,
"                                  mouth, was it just another boob...or",,,,,,,,
                                  did it taste like kraut?,,,,,,,,
          ,,,,,,,,
                 The crew laughs and so does Nina.    Cameron feels humiliated by Eli's,,,,,,,,
                 patronizing tone.,,,,,,,,
          ,,,,,,,,
                                             CAMERON,,,,,,,,
                                  It tasted lousy. But what do I,,,,,,,,
"                                  know? You try it, Eli. You're the",,,,,,,,
                                  expert in bad taste.,,,,,,,,
          ,,,,,,,,
                                             ELI,,,,,,,,
                                     (for the group),,,,,,,,
"                                  Uh-oh, sounds like the soldier's got",,,,,,,,
                                  his feelings hurt.,,,,,,,,
          ,,,,,,,,
                                            CAMERON,,,,,,,,
"                                  Naw, naw. I just don't know about",,,,,,,,
                                  Germans. Where I was we only raped,,,,,,,,
                                  gooks.,,,,,,,,
          ,,,,,,,,
          100    INT.   HOTEL GARAGE - CLOSE ON ELI,,,,,,,,
          ,,,,,,,,
                 As though continuing previous dialogue.,,,,,,,,
          ,,,,,,,,
                                             ELI,,,,,,,,
                                     (genially),,,,,,,,
"                                  Oh, is that why the cops are after",,,,,,,,
                                  you? ...After all this time?,,,,,,,,
          ,,,,,,,,
                                            CAMERON,,,,,,,,
                                     (sarcastic),,,,,,,,
                                  Damn! You finally guessed it!,,,,,,,,
          100A   WIDER ANGLE,,,,,,,,
          ,,,,,,,,
                 Revealing Eli and Cameron walking through the hotel GARAGE toward a,,,,,,,,
                 replica of the lost Duesenberg which a MECHANIC works on.,,,,,,,,
          ,,,,,,,,
                                            ELI,,,,,,,,
          ,,,,,,,,
                                               - 61 -,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
                                  ...Really? Rape? No. I think,,,,,,,,
"                                  you're putting me on. Come on, now,",,,,,,,,
                                  no more hints.,,,,,,,,
                                     (he thinks),,,,,,,,
"                                  Let's see...Christ, could be",,,,,,,,
                                  anything. I know a guy in this,,,,,,,,
                                  state got 20 years for having,,,,,,,,
                                  cunnilingus with his wife.,,,,,,,,
                                     (studies Cameron),,,,,,,,
                                  No...I guess you're not the type.,,,,,,,,
                                  More likely some hideous crime of,,,,,,,,
                                  violence...,,,,,,,,
          ,,,,,,,,
                 Eli is getting under Cameron's skin.     They stop at car.,,,,,,,,
          ,,,,,,,,
                                             ELI,,,,,,,,
                                     (to mechanic),,,,,,,,
                                  Have you seen Harvey?,,,,,,,,
          ,,,,,,,,
                                             MECHANIC,,,,,,,,
                                  I think he's in there.,,,,,,,,
          ,,,,,,,,
                 Mechanic nods toward a door at the rear of the garage. Eli pats the,,,,,,,,
                 fender of the Duesenberg. Cameron views it with a strange sense of,,,,,,,,
"                 unease. Putting his arm around Cameron's shoulder, Eli leads him",,,,,,,,
                 toward the back door yelling to mechanic.,,,,,,,,
          ,,,,,,,,
                                             ELI,,,,,,,,
                                  You'll have it ready on time?,,,,,,,,
          ,,,,,,,,
                                             MECHANIC,,,,,,,,
"                                  Yeah, but don't look under the hood",,,,,,,,
                                  or you'll find a Chevy.,,,,,,,,
          ,,,,,,,,
"          100B   At the door, Eli can barely open it to squeeze through.",,,,,,,,
          ,,,,,,,,
          101    INT.   STORAGE ROOM,,,,,,,,
          ,,,,,,,,
                 An incredible number of people have wedged themselves into this tiny,,,,,,,,
"                 smoke-filled room, peering over each other's heads toward a lighted",,,,,,,,
                 area at the far end.,,,,,,,,
          ,,,,,,,,
                                             ELI,,,,,,,,
                                     (shouting),,,,,,,,
                                  Harvey in here?,,,,,,,,
          ,,,,,,,,
                                             - 62 -,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
                                           OFFSTAGE VOICE,,,,,,,,
                                   (yelling),,,,,,,,
                                Quiet. We're shooting.,,,,,,,,
                                   (then back to business),,,,,,,,
                                Come on...let me have a little more,,,,,,,,
                                face...a little more face!,,,,,,,,
          ,,,,,,,,
                Eli squats on his haunches peering between the legs of the onlookers,,,,,,,,
                and tugs on Cameron's sleeve to join him.,,,,,,,,
          ,,,,,,,,
          102   POV,,,,,,,,
          ,,,,,,,,
"                Hazily, through the restless shifting limbs, male and female, like",,,,,,,,
                the first rays of morning sun breaking through to the depths of the,,,,,,,,
"                forest, we glimpse Raymond and Gabe shooting their eight millimeter",,,,,,,,
                epic: Two people screwing in a rowboat. Raymond suddenly throws,,,,,,,,
                his hands up in despair.,,,,,,,,
          ,,,,,,,,
                                           RAYMOND,,,,,,,,
                                   (screaming),,,,,,,,
                                Cut!,,,,,,,,
                                   (indignantly),,,,,,,,
"                                Jesus, Kenneth. Great control. All",,,,,,,,
"                                right, who's doubling for Kenny on",,,,,,,,
                                the inserts?,,,,,,,,
          ,,,,,,,,
          103   ANGLE ON ELI AND CAMERON,,,,,,,,
          ,,,,,,,,
                Cameron and Eli rise to their feet.,,,,,,,,
          ,,,,,,,,
                                           ELI,,,,,,,,
                                Can you believe this? They spend,,,,,,,,
                                the whole day working in a,,,,,,,,
                                whorehouse and look how they relax?,,,,,,,,
                                That's dedication. You think sex,,,,,,,,
                                can save the world?,,,,,,,,
                                   (grins at Cameron),,,,,,,,
          ,,,,,,,,
                                           CAMERON,,,,,,,,
"                                That's not my bag, Eli.",,,,,,,,
          ,,,,,,,,
                                           ELI,,,,,,,,
"                                Sex, or saving the world?",,,,,,,,
          ,,,,,,,,
                                           CAMERON,,,,,,,,
"                                ...The world, that's your special",,,,,,,,
"                                job. And Jesus, are we all lucky to",,,,,,,,
                                have you around...,,,,,,,,
          ,,,,,,,,
                Suddenly Cameron is shoved backwards by the door as someone pushes,,,,,,,,
                against it to get in.,,,,,,,,
          ,,,,,,,,
                                              - 63 -,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
          104   ANOTHER ANGLE,,,,,,,,
          ,,,,,,,,
                It is Harvey standing in the doorway with Nina.,,,,,,,,
          ,,,,,,,,
                                            HARVEY,,,,,,,,
                                    (to Eli),,,,,,,,
"                                 Hey Chief, ya lookin' for me?",,,,,,,,
          ,,,,,,,,
"                Nina tries to peer over the heads of the crowd, pushing into the",,,,,,,,
                room. Cameron steps toward her without thinking. He wants her out,,,,,,,,
                of there.,,,,,,,,
          ,,,,,,,,
                                            NINA,,,,,,,,
                                 What's happening?   What's going on?,,,,,,,,
          ,,,,,,,,
                                            GABE,,,,,,,,
                                    (joking),,,,,,,,
"                                 Look who's here! Nina, we need you.",,,,,,,,
                                 Still got your makeup on?,,,,,,,,
          ,,,,,,,,
"                Nina, who by now has seen what's happening, laughs.",,,,,,,,
          ,,,,,,,,
                                            NINA,,,,,,,,
"                                 That's a daring touch, Raymond!    The",,,,,,,,
                                 rowboat. Terribly symbolic.,,,,,,,,
          ,,,,,,,,
"                There is general laughter, but not shared by Cameron. He",,,,,,,,
                surprisingly finds himself angry at Nina's presence here and,,,,,,,,
                everyone's easy familiarity toward her. She sees Cameron and Eli,,,,,,,,
                through the smokey dimness and works her way toward them smiling.,,,,,,,,
                Eli puts his arms about her shouting over the din.,,,,,,,,
          ,,,,,,,,
                                            ELI,,,,,,,,
                                    (kidding her),,,,,,,,
"                                 Just like the old days, huh kid?",,,,,,,,
                                 Remember the sunglasses and garter,,,,,,,,
                                 belts back when we got our start?,,,,,,,,
                                 Make you nostalgic?,,,,,,,,
          ,,,,,,,,
                More laughter.   Nina turns to Cameron.,,,,,,,,
          ,,,,,,,,
                                            NINA,,,,,,,,
                                 Hi Lancelot. What's a nice boy like,,,,,,,,
                                 you doing in a place like this?,,,,,,,,
                                 Going to rescue the maiden from the,,,,,,,,
                                 boat?,,,,,,,,
          ,,,,,,,,
                                            ELI,,,,,,,,
                                 He just asked if he could do the,,,,,,,,
"                                 rowing. Didn't you, kid?",,,,,,,,
          ,,,,,,,,
                                       - 64 -,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
                                     CAMERON,,,,,,,,
"                          Having fun with me, aren't you?",,,,,,,,
                          It's Eli's potty training class.,,,,,,,,
                          Show little Lucky the pretty lady.,,,,,,,,
