,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
"A couple of huge cameras are being prepared, some",,,,,,,,
"lights are being flown up into the grid, the LOADER is",,,,,,,,
preparing the Clapper Board. The Loader has created a,,,,,,,,
"slate: ITALIA, CLAUDIA JENSSEN, HAIR AND MAKEUP TESTS.",,,,,,,,
,,,,,,,,
"The gang enters. Guido says a brisk hello to the crew,",,,,,,,,
then leaves the set quickly. Finds the studio,,,,,,,,
telephone behind the flats. He dials.,,,,,,,,
,,,,,,,,
Guido waits. Luisa picks up the phone.,,,,,,,,
,,,,,,,,
                       LUISA,,,,,,,,
          Pronto.,,,,,,,,
,,,,,,,,
                       GUIDO,,,,,,,,
"          Luisa, it's me. Please don't hang up.",,,,,,,,
                 (she doesn't respond),,,,,,,,
          I want you to be with me in the,,,,,,,,
          screening room tonight. I want to talk,,,,,,,,
"          to you about the casting, about the",,,,,,,,
          script. Everything...,,,,,,,,
,,,,,,,,
,,,,,,,,
INT. INSERT STAGE/CONTINI HOME - LATE AFTERNOON,,,,,,,,
,,,,,,,,
"INTERCUT, LUISA at home, listening, inscrutable.",,,,,,,,
,,,,,,,,
                       GUIDO,,,,,,,,
"          Otherwise I won't be able to start, I",,,,,,,,
          won't know what I'm thinking...,,,,,,,,
,,,,,,,,
"Luisa listens. Pierpaolo appears again, always the",,,,,,,,
"same, needs him to start.",,,,,,,,
,,,,,,,,
                       PIERPAOLO,,,,,,,,
          Maestro.,,,,,,,,
,,,,,,,,
"Guido nods, waves him away.",,,,,,,,
,,,,,,,,
                       GUIDO,,,,,,,,
          Are you there? Luisa?,,,,,,,,
,,,,,,,,
                       LUISA,,,,,,,,
          Go on.,,,,,,,,
,,,,,,,,
                       GUIDO,,,,,,,,
          I'm not asking you to let me come,,,,,,,,
"          home, I just want you to come to the",,,,,,,,
"          screen test tonight. Not for me, but",,,,,,,,
"          for the movie. You always have, you",,,,,,,,
          always do.,,,,,,,,
,,,,,,,,
Luisa puts down the phone.,,,,,,,,
                                     p. 73,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Guido is in a mess.,,,,,,,,
,,,,,,,,
,,,,,,,,
INT. INSERT STAGE - EARLY EVENING,,,,,,,,
,,,,,,,,
"Guido walks forward and sits by the camera, as suddenly",,,,,,,,
"there's a commotion at the studio door, and Lilli and",,,,,,,,
"some of her assistants come through, silhouettes only,",,,,,,,,
"followed by a tall figure, who demands the space around",,,,,,,,
her. As the others walk towards a holding area with,,,,,,,,
"costumes, and wigs and all manner of items, the woman,",,,,,,,,
"who is CLAUDIA, of course, simply walks into the light,",,,,,,,,
"her home, and stands there waiting for Guido.",,,,,,,,
,,,,,,,,
She looks stunning and glamorous. The epitome of a,,,,,,,,
Sixties movie star. Guido gets up and approaches,,,,,,,,
Claudia.,,,,,,,,
,,,,,,,,
Pierpaolo acts as First Assistant Director.,,,,,,,,
,,,,,,,,
                       PIERPAOLO,,,,,,,,
          Silence please. Se gira. And we are,,,,,,,,
          rolling.,,,,,,,,
,,,,,,,,
Guido gets behind the camera and films Claudia's test.,,,,,,,,
,,,,,,,,
                       GUIDO,,,,,,,,
"          Could you turn to the right please,",,,,,,,,
          Claudia.,,,,,,,,
,,,,,,,,
                       CLAUDIA,,,,,,,,
"          Yes, I can turn to my right.",,,,,,,,
,,,,,,,,
                       GUIDO,,,,,,,,
          And can you turn to the left.,,,,,,,,
,,,,,,,,
                       CLAUDIA,,,,,,,,
"          Yes, I can turn to my left.",,,,,,,,
,,,,,,,,
                       GUIDO,,,,,,,,
          Now just one slow turn for us.,,,,,,,,
,,,,,,,,
                       CLAUDIA,,,,,,,,
                 (she turns around),,,,,,,,
"          Okay, one slow turn.",,,,,,,,
,,,,,,,,
                        GUIDO,,,,,,,,
          Bellissima.   Brava.   Cut.,,,,,,,,
,,,,,,,,
                       PIERPAOLO,,,,,,,,
          We've got it. Next costume please.,,,,,,,,
,,,,,,,,
Makeup artists and costume assistants immediately,,,,,,,,
"surround her, loosening her hair.",,,,,,,,
,,,,,,,,
Dante is thrilled. Fausto is also mesmerised.    She's a,,,,,,,,
"star, that's the long and short of it.",,,,,,,,
                                   p. 74,,,,,,,,
,,,,,,,,
,,,,,,,,
And she's warming up for a fight with her director.,,,,,,,,
"Another litany of jibes, half-joking, but dangerous.",,,,,,,,
,,,,,,,,
                       CLAUDIA,,,,,,,,
          Has anybody got a script? Script,,,,,,,,
"          missing, handsome reward.... Lost, one",,,,,,,,
"          script, title Italia. Can't make a",,,,,,,,
          film without it...,,,,,,,,
,,,,,,,,
"Lilli comes forward, puts a chinchilla fur coat on",,,,,,,,
"Claudia, adjusts her hair.",,,,,,,,
,,,,,,,,
                       CLAUDIA (CONT'D),,,,,,,,
          So interesting to do hair and makeup,,,,,,,,
          for a part when you don't know what,,,,,,,,
          the part is.,,,,,,,,
,,,,,,,,
"Guido adores her, her spirit, her feistiness.",,,,,,,,
,,,,,,,,
                       CLAUDIA (CONT'D),,,,,,,,
                 (shrugs off the coat),,,,,,,,
          No! I'm going back to my hotel now.,,,,,,,,
,,,,,,,,
                       PIERPAOLO,,,,,,,,
                 (anxious),,,,,,,,
"          But please, just a couple more",,,,,,,,
"          costumes, Claudia.",,,,,,,,
,,,,,,,,
                       CLAUDIA,,,,,,,,
                 (to Guido),,,,,,,,
"          I'm going back to my hotel now, my",,,,,,,,
"          darling, and when I there is a script,",,,,,,,,
          I'll read it and then we'll take it,,,,,,,,
          from there.,,,,,,,,
                 (calls over to Lilli),,,,,,,,
"          I love the costumes, Lilli. They are",,,,,,,,
          beautiful.,,,,,,,,
"                 (back to the guys,",,,,,,,,
                  sweetly),,,,,,,,
          Ciao Bello.,,,,,,,,
,,,,,,,,
                         GUIDO,,,,,,,,
          That's fair.,,,,,,,,
,,,,,,,,
                         DANTE,,,,,,,,
          Claudia!,,,,,,,,
,,,,,,,,
                       GUIDO,,,,,,,,
                 (to Dante),,,,,,,,
          That's fair.,,,,,,,,
,,,,,,,,
                         DANTE,,,,,,,,
          Fair?,,,,,,,,
,,,,,,,,
                       GUIDO,,,,,,,,
          I'll be back.,,,,,,,,
                                    p. 75,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
"Guido races after Claudia, taking the chinchilla coat",,,,,,,,
from Lilli with him. Opportunity for escape.,,,,,,,,
,,,,,,,,
                       DANTE,,,,,,,,
          (calling to Guido),,,,,,,,
"          You've got dailies, Guido.",,,,,,,,
,,,,,,,,
                       GUIDO,,,,,,,,
          I'll be right back.,,,,,,,,
,,,,,,,,
                       DANTE,,,,,,,,
          (shouting),,,,,,,,
          You've got meetings.,,,,,,,,
,,,,,,,,
,,,,,,,,
EXT. CINECITTA - NIGHT,,,,,,,,
,,,,,,,,
"Guido drives Claudia towards the gates, which swing",,,,,,,,
"open. The paparazzi are in waiting and swarm the car,",,,,,,,,
"flashbulbs popping, men clambering onto the car for a",,,,,,,,
picture of the Star driving away with her Director.,,,,,,,,
"Lots of shouting and pleas, lots of remonstration from",,,,,,,,
"Guido. They drive away, and are immediately followed",,,,,,,,
by a posse of photographers on their mopeds and Vespas,,,,,,,,
and little cars.,,,,,,,,
,,,,,,,,
,,,,,,,,
"INT. CAR, ROME OUTSKIRTS - NIGHT",,,,,,,,
,,,,,,,,
"Guido's Roadster roars away, the papparazzi posse",,,,,,,,
"following.   Guido glances at Claudia, loves having her",,,,,,,,
"in the car, she's such a class act. He's always",,,,,,,,
