,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
,,,,,,,,
                                                           (CONTINUED),,,,,,,,
,,,,,,,,
                                                                41.,,,,,,,,
                          WHITE KABLE SCRIPT - 9/19/2007,,,,,,,,
64   CONTINUED:                                                       64,,,,,,,,
,,,,,,,,
     KABLE turns to look. HACKMAN'S head is POKED OUT sideways,,,,,,,,
     from around the corner; he's maybe 20 feet away.,,,,,,,,
,,,,,,,,
                            KABLE,,,,,,,,
                  Not interested.,,,,,,,,
,,,,,,,,
                            HACKMAN,,,,,,,,
                  No. Wait. Look.,,,,,,,,
,,,,,,,,
     He brings his HANDS out where KABLE can see them - they are,,,,,,,,
     SLICK WITH FRESH BLOOD.,,,,,,,,
,,,,,,,,
                            HACKMAN (CONT'D) (cont'd),,,,,,,,
                  I just deleted someone.,,,,,,,,
,,,,,,,,
"     HACKMAN is almost GIGGLING, high on it.",,,,,,,,
,,,,,,,,
                            HACKMAN (CONT'D) (cont'd),,,,,,,,
                  This is the blood. Look.,,,,,,,,
,,,,,,,,
"     HACKMAN rubs his SLIPPERY HANDS together, relishing it; he",,,,,,,,
     nods his head toward the area behind the lockers... to call,,,,,,,,
     the situation CREEPY would be a serious understatement.,,,,,,,,
,,,,,,,,
                            HACKMAN (cont'd),,,,,,,,
                  He's back here. Want to see?,,,,,,,,
,,,,,,,,
                            KABLE,,,,,,,,
                  Your head ain't on straight.,,,,,,,,
,,,,,,,,
     HACKMAN cracks his neck. Maybe not. KABLE pulls on his,,,,,,,,
"     PRISON GREYS quickly, refusing to make EYE CONTACT.",,,,,,,,
,,,,,,,,
                            HACKMAN,,,,,,,,
                  I'm going to delete you too. On,,,,,,,,
                  Sunday.,,,,,,,,
,,,,,,,,
                            KABLE,,,,,,,,
"                  Yeah, probably.",,,,,,,,
,,,,,,,,
                            HACKMAN,,,,,,,,
                  That's why they put me here.,,,,,,,,
,,,,,,,,
     KABLE'S eyes narrow - What?,,,,,,,,
,,,,,,,,
     HACKMAN disappears; he starts to move along an ADJACENT ROW,,,,,,,,
"     OF LOCKERS, slamming the doors - SINGING fucking PINOCCHIO:",,,,,,,,
,,,,,,,,
                            HACKMAN (cont'd),,,,,,,,
                  I've got no strings... So I have,,,,,,,,
                  fun... I'm not tied up to anyone...,,,,,,,,
                  They've got strings,,,,,,,,
                  But you can see,,,,,,,,
                  There are no strings on me...,,,,,,,,
,,,,,,,,
                                                           (CONTINUED),,,,,,,,
,,,,,,,,
                                                                     42.,,,,,,,,
                        WHITE KABLE SCRIPT - 9/19/2007,,,,,,,,
64   CONTINUED: (2)                                                        64,,,,,,,,
,,,,,,,,
"     KABLE tenses up, ready for INSTANT VIOLENCE.",,,,,,,,
,,,,,,,,
                          HACKMAN (cont'd),,,,,,,,
"                You got two whores, Kable...",,,,,,,,
,,,,,,,,
"     If he didn't have KABLE'S attention before, THIS GOT IT.",,,,,,,,
,,,,,,,,
                          KABLE,,,,,,,,
                - the fuck did you say?,,,,,,,,
,,,,,,,,
                          HACKMAN,,,,,,,,
"                On the outside... oh, I'm sorry - I",,,,,,,,
                meant your pretty girls... You want,,,,,,,,
                to get back to them but I'm going,,,,,,,,
                to visit them first...,,,,,,,,
,,,,,,,,
     KABLE is instantly ALL BUSINESS - he's going to make HACKMAN,,,,,,,,
     disappear RIGHT THE FUCK NOW...,,,,,,,,
,,,,,,,,
     He JAMS around the corner but HACKMAN is NOWHERE TO BE,,,,,,,,
     SEEN... past another row of lockers - NOTHING... another...,,,,,,,,
     another... WHERE THE HELL IS HE?,,,,,,,,
,,,,,,,,
     NOWHERE.,,,,,,,,
,,,,,,,,
"     KABLE SLAMS a FIST into a locker, BUSTING it off it's hinges.",,,,,,,,
,,,,,,,,
                                                         TRANSITION TO:,,,,,,,,
,,,,,,,,
65   INT. CASTLE ESTATE - TIME INDETERMINATE                               65,,,,,,,,
,,,,,,,,
     The CAMERA ANGLE on HACKMAN begins to switch perspectives and,,,,,,,,
"     spin around, as though someone is manipulating it in three",,,,,,,,
     dimensions.,,,,,,,,
,,,,,,,,
                          CASTLE,,,,,,,,
                He's so perfect.,,,,,,,,
,,,,,,,,
     Snap out to reveal CASTLE in a dark lounge; the walls and,,,,,,,,
"     ceiling are pure black, making it impossible to tell the",,,,,,,,
"     dimensions of the room. Minimalist, expensive looking",,,,,,,,
     furniture is scattered around. THERE'S NO ONE ELSE IN THE,,,,,,,,
     ROOM.,,,,,,,,
,,,,,,,,
"     CASTLE is standing, bare feet on white shag carpet. He is",,,,,,,,
"     manipulating the image of HACKMAN in the air by pulling,",,,,,,,,
"     squeezing, twisting with his hands - the interface is similar",,,,,,,,
     to the one in SIMON'S room.,,,,,,,,
,,,,,,,,
"     CASTLE is as pumped as a kid on Christmas morning. Then, from",,,,,,,,
     behind him:,,,,,,,,
,,,,,,,,
                          CASTLE 2,,,,,,,,
                He's scary.,,,,,,,,
,,,,,,,,
                                                               (CONTINUED),,,,,,,,
,,,,,,,,
                                                                  43.,,,,,,,,
                            WHITE KABLE SCRIPT - 9/19/2007,,,,,,,,
65   CONTINUED:                                                         65,,,,,,,,
,,,,,,,,
     We see that a perfect double of CASTLE himself has appeared,,,,,,,,
     in the room behind him.,,,,,,,,
,,,,,,,,
                              CASTLE,,,,,,,,
                  Yeah...,,,,,,,,
,,,,,,,,
     He changes the angle on HACKMAN'S mug to give a better view -,,,,,,,,
     then turns to face his DOUBLE...,,,,,,,,
,,,,,,,,
                             CASTLE (cont'd),,,,,,,,
                      (proudly),,,,,,,,
                  The new face of Slayers. Pure,,,,,,,,
"                  crystallized horror, two stories",,,,,,,,
                  tall and covered in bloody red...,,,,,,,,
                      (beat),,,,,,,,
                  He's so what they want.,,,,,,,,
,,,,,,,,
                            CASTLE 2,,,,,,,,
                      (playing dumb),,,,,,,,
                  But they love Kable.,,,,,,,,
,,,,,,,,
     Another CASTLE appears to CASTLE'S left.,,,,,,,,
,,,,,,,,
                            CASTLE 3,,,,,,,,
                  He's right.,,,,,,,,
,,,,,,,,
     CASTLE faces them.,,,,,,,,
,,,,,,,,
                            CASTLE,,,,,,,,
                      (unaffected),,,,,,,,
                  They do now. But when my boy kills,,,,,,,,
                  their hero right there in front of,,,,,,,,
"                  their eyeballs, so vivid it's like",,,,,,,,
                  you can reach out and feel the wet,,,,,,,,
"                  flesh - Trust me, they'll change",,,,,,,,
                  their point of view.,,,,,,,,
,,,,,,,,
                            CASTLE 2,,,,,,,,
                  How can you be sure?,,,,,,,,
,,,,,,,,
                            CASTLE,,,,,,,,
                  It's human nature. They'll be,,,,,,,,
"                  seduced by the power, the",,,,,,,,
                  violence... the dominance...,,,,,,,,
,,,,,,,,
                            CASTLE 3,,,,,,,,
                      (shaking his head),,,,,,,,
                  Guess we never figured on Kable,,,,,,,,
                  blowing up as big as he did.,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
                                                             (CONTINUED),,,,,,,,
,,,,,,,,
                                                                  44.,,,,,,,,
                       WHITE KABLE SCRIPT - 9/19/2007,,,,,,,,
65   CONTINUED: (2)                                                     65,,,,,,,,
,,,,,,,,
                         CASTLE,,,,,,,,
               Bigger than the game? No. Then,,,,,,,,
"               again, who ever would've imagined a",,,,,,,,
               player could last over a dozen,,,,,,,,
               sessions with the same I-con...,,,,,,,,
,,,,,,,,
                         CASTLE 2,,,,,,,,
"               Tillman is a perfect soldier, a",,,,,,,,
               tactical killing computer - you,,,,,,,,
               dropped him in with common,,,,,,,,
               murderers. What did you expect?,,,,,,,,
,,,,,,,,
                         CASTLE 3,,,,,,,,
                   (musing),,,,,,,,
               His instincts give him an edge.,,,,,,,,
,,,,,,,,
                         CASTLE 2,,,,,,,,
               And in the hands of a talented,,,,,,,,
               player...,,,,,,,,
,,,,,,,,
                         CASTLE 3,,,,,,,,
               Of course we can never let him out.,,,,,,,,
               Not after what we did to him.,,,,,,,,
,,,,,,,,
                         CASTLE 2,,,,,,,,
               Tell me again why we don't just get,,,,,,,,
               rid of the problem...,,,,,,,,
                   (makes a throat slashing,,,,,,,,
                    motion),,,,,,,,
"               You know, off camera?",,,,,,,,
,,,,,,,,
     CASTLE pokes a finger at CASTLE 2.,,,,,,,,
,,,,,,,,
                         CASTLE,,,,,,,,
               YOU - lack a flair for marketing.,,,,,,,,
               The people would never accept that.,,,,,,,,
               They need to SEE their gladiators,,,,,,,,
               brought down.,,,,,,,,
,,,,,,,,
                         CASTLE 3,,,,,,,,
               One thing I know is what makes,,,,,,,,
               people tick.,,,,,,,,
,,,,,,,,
     Suddenly the room has gone dead silent. We swing the camera,,,,,,,,
     around to reveal that CASTLE 3 is all alone in the room. He,,,,,,,,
"     stares into the void, calm and utterly in control.",,,,,,,,
,,,,,,,,
     The CAMERA moves past his head into PURE BLACK...,,,,,,,,
,,,,,,,,
                                                        DISSOLVE TO:,,,,,,,,
,,,,,,,,
                                                                      45.,,,,,,,,
                       WHITE KABLE SCRIPT - 9/19/2007,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
66   INT. TUNNEL #2 - DAY                                                   66,,,,,,,,
,,,,,,,,
     The black of the underground tunnel... the TUNNEL LIGHTS,,,,,,,,
     streak past like vanishing stars... TRAIN TRACKS blur by...,,,,,,,,
,,,,,,,,
67   INT. TUNNEL #2 - DAY                                                   67,,,,,,,,
,,,,,,,,
     KABLE is SPRINTING down the TUNNEL towards DAYLIGHT.          The,,,,,,,,
     VOICE comes from the rear surrounds:,,,,,,,,
,,,,,,,,
                         VOICE (O.S.),,,,,,,,
"               Kable, dude. It's me.",,,,,,,,
,,,,,,,,
"     KABLE shakes his head, thinking he's HEARING THINGS.",,,,,,,,
,,,,,,,,
                            KABLE,,,,,,,,
               Who?,,,,,,,,
,,,,,,,,
                          SIMON (O.S.),,,,,,,,
               Simon.,,,,,,,,
                   (beat),,,,,,,,
"               I'm playing you, dummy.",,,,,,,,
,,,,,,,,
     KABLE knifes through the tunnel EXIT...,,,,,,,,
,,,,,,,,
68   EXT. SPAWN POINT #3 - CONTINUOUS                                       68,,,,,,,,
,,,,,,,,
     We are in the OVER-THE-SHOULDER POV of the FLY CAM as KABLE,,,,,,,,
     breaks daylight and slides down the hillside... superimposed,,,,,,,,
"     over the IMAGE: SIMON'S REFLECTED FACE... the CAMERA pans,",,,,,,,,
     centers and FOCUSES IN on the REFLECTION...,,,,,,,,
,,,,,,,,
"     SNIPER BULLETS whistle by; KABLE DUCKS, ROLLS... the CAMERA",,,,,,,,
     PULLS BACK... OUT OF THE SCREEN...,,,,,,,,
