,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
          ,,,,,,,,
                                 MELANIE,,,,,,,,
                    I'm sorry.,,,,,,,,
          ,,,,,,,,
          Melanie EXITS the car and runs down the street.,,,,,,,,
          ,,,,,,,,
                                                     CUT TO:,,,,,,,,
          EXT. GORGE PARK - DAY,,,,,,,,
          ,,,,,,,,
          Rick and the boys stop to rest. Kris throws a rock while Rick,,,,,,,,
          is looking away. Rick looks up to find Phillip picking up a,,,,,,,,
          stone.,,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
                    Put the stone down.,,,,,,,,
          ,,,,,,,,
                                 PHILLIP,,,,,,,,
                    But...,,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
                    No buts: Put the stone down.,,,,,,,,
          ,,,,,,,,
          Off Screen SFX: A huge thud and someone rolling down the,,,,,,,,
          hill.,,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
"                    I knew this was a hard climb,",,,,,,,,
                    but...,,,,,,,,
          A RESTING CLIMBER appears.,,,,,,,,
          ,,,,,,,,
                              RESTING CLIMBER,,,,,,,,
                    Long way up.,,,,,,,,
          ,,,,,,,,
                                 RICK,,,,,,,,
                    Yeah.,,,,,,,,
          ,,,,,,,,
                              RESTING CLIMBER,,,,,,,,
                    Long way down for that matter.,,,,,,,,
          ,,,,,,,,
                                 RICK,,,,,,,,
                    That too.,,,,,,,,
          ,,,,,,,,
          A beat.,,,,,,,,
          ,,,,,,,,
                                                               85.,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
"                    So, what's your point.",,,,,,,,
          ,,,,,,,,
                              RESTING CLIMBER,,,,,,,,
"                    No point, just an observation.",,,,,,,,
                    Drink?,,,,,,,,
          ,,,,,,,,
          The climber holds out a canteen.,,,,,,,,
          ,,,,,,,,
                                RICK,,,,,,,,
                    I'm okay.,,,,,,,,
          ,,,,,,,,
                              RESTING CLIMBER,,,,,,,,
                    For the boys.,,,,,,,,
          ,,,,,,,,
                              NICHOLAS,,,,,,,,
"                    Daddy, I'm thirsty. Rick studies",,,,,,,,
                    the climber for a moment.,,,,,,,,
          ,,,,,,,,
                                RICK,,,,,,,,
                    Go ahead.,,,,,,,,
          ,,,,,,,,
          The climber hands the boys the canteen.,,,,,,,,
          ,,,,,,,,
                              RESTING CLIMBER,,,,,,,,
"                    You know, if you stop here, halfway",,,,,,,,
                    between a long way up and a long,,,,,,,,
                    way down you really haven't,,,,,,,,
"                    accomplished much, have you?",,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
                    We're not stopping. We're just,,,,,,,,
                    resting.,,,,,,,,
          ,,,,,,,,
                              RESTING CLIMBER,,,,,,,,
"                    That's what I said, fourteen years",,,,,,,,
                    ago. Rick looks toward the top.,,,,,,,,
                              RICK,,,,,,,,
                    We can do this.,,,,,,,,
          ,,,,,,,,
                              RESTING CLIMBER,,,,,,,,
                    Yes you can.,,,,,,,,
          ,,,,,,,,
          A reinvigorated Rick hops to his feet.,,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
                    We can do this!,,,,,,,,
          ,,,,,,,,
                              BOYS IN UNISON,,,,,,,,
                    Yes we can!,,,,,,,,
          ,,,,,,,,
                                                     CUT TO:,,,,,,,,
          ,,,,,,,,
                                                             86.,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
          INT. THEATER,,,,,,,,
          ,,,,,,,,
          Rick is back on the stage. The audience is full.,,,,,,,,
          ,,,,,,,,
                              PROSECUTOR,,,,,,,,
                    What is so important Mr. Stevens,,,,,,,,
                    that you would burden this court,,,,,,,,
                    with convening today?,,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
                    I just needed clarification.,,,,,,,,
          ,,,,,,,,
                              PROSECUTOR,,,,,,,,
"                    On what, Mr. Stevens? On what?",,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
"                    I know if I have to, I can do this",,,,,,,,
"                    alone, but do I have to do this",,,,,,,,
                    alone? A hushed MURMUR rises in the,,,,,,,,
                    audience. The Judge RAPS his gavel,,,,,,,,
                    on the bench.,,,,,,,,
          ,,,,,,,,
                              JUDGE,,,,,,,,
                    Order in this court! A beat as,,,,,,,,
                    things quiet down.,,,,,,,,
          ,,,,,,,,
                              JUDGE (CONT'D),,,,,,,,
"                    Your inquiry, Mr. Stevens? Is it in",,,,,,,,
                    the best interest of the children,,,,,,,,
                    or in the best interest of you?,,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
                    I don't know.,,,,,,,,
          ,,,,,,,,
                              PROSECUTOR,,,,,,,,
                    He doesn't know. He just doesn't,,,,,,,,
                    know.,,,,,,,,
                              RICK,,,,,,,,
                    I don't know.,,,,,,,,
          ,,,,,,,,
                              JUDGE,,,,,,,,
                    Then this court sees no reason to,,,,,,,,
                    amend the original verdict. The,,,,,,,,
                    order stands.,,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
                    But...,,,,,,,,
          ,,,,,,,,
                              PROSECUTOR,,,,,,,,
"                    Tell it to someone who cares, Mr.",,,,,,,,
                    Stevens.,,,,,,,,
          ,,,,,,,,
                                                                 87.,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
          ,,,,,,,,
                              RICK,,,,,,,,
                    I have. I have laid my heart out on,,,,,,,,
"                    the line time and time again, only",,,,,,,,
                    to walk away empty handed. This,,,,,,,,
"                    love, this caring, this sharing of",,,,,,,,
"                    life, it's a sentence and my heart",,,,,,,,
                    has been condemned. It doesn't,,,,,,,,
"                    matter who I've told, what's in my",,,,,,,,
                    heart is never quite enough. The,,,,,,,,
                    people I have cared for most have,,,,,,,,
                    shunned me in life and in love.,,,,,,,,
                    Unanswered phone calls... Unnoticed,,,,,,,,
                    displays of affection... A rose,,,,,,,,
                    that withers on the doorstep... No,,,,,,,,
"                    matter what I do, it's never",,,,,,,,
"                    enough. Just once, just one fucking",,,,,,,,
"                    time, I want to be enough.",,,,,,,,
          ,,,,,,,,
                              PROSECUTOR,,,,,,,,
                    Your only condemnation is self-,,,,,,,,
                    pity. You have people that care all,,,,,,,,
"                    around you, but you're too blind to",,,,,,,,
                    see them. If you don't pull,,,,,,,,
"                    yourself together soon, my friend,",,,,,,,,
                    they soon will all be gone.,,,,,,,,
          ,,,,,,,,
                                                   CUT TO:,,,,,,,,
          ,,,,,,,,
          EXT. PARK - DAY,,,,,,,,
          ,,,,,,,,
          In B&W SLO-MO: Rick stands watching his sons play. The wind,,,,,,,,
          blows the leaves of a tree. The boys run further and further,,,,,,,,
