,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
                  BOB,,,,,,,,
        I want to be an actor.,,,,,,,,
,,,,,,,,
                  MARTIN,,,,,,,,
"        Then express yourself, Bob.",,,,,,,,
,,,,,,,,
"    Bob frowns, trying to think of a way to express himself.",,,,,,,,
,,,,,,,,
                  MARTIN,,,,,,,,
            (catching him),,,,,,,,
        Be honest...,,,,,,,,
,,,,,,,,
"    Bob backs up and lets out a huge, drunken caveman scream, ",,,,,,,,
"    then stops abruptly, and smiles.",,,,,,,,
,,,,,,,,
                  BOB,,,,,,,,
"        Later, Martin.",,,,,,,,
,,,,,,,,
    Bob backpedals down the hallway and out of sight. Martin ,,,,,,,,
    watches him stumble out of the hallway and bang through the ,,,,,,,,
"    doors of a stairwell, disappearing.",,,,,,,,
,,,,,,,,
    INT. STAIRWELL - CONTINUOUS,,,,,,,,
,,,,,,,,
    Bob slams through the doors and begins to stumble down the ,,,,,,,,
"    stairs. He encounters Debi, on her way up. He glances at her ",,,,,,,,
"    but does not break stride. Debi gives him wide berth, and ",,,,,,,,
    quickens her pace up the stairs...,,,,,,,,
,,,,,,,,
    INT. HALLWAY - CONTINUOUS,,,,,,,,
,,,,,,,,
    Martin watches the doors swing to a stop. He exhales and ,,,,,,,,
"    relaxes... AND THEN Spin-pivots on his right heel, as a BURST ",,,,,,,,
    from a silenced pistol pierces the space where his head was ,,,,,,,,
"    a split-second before/ As he spins around, his right hand ",,,,,,,,
"    withdraws Ken's give-away pen from his kerchief pocket, pops ",,,,,,,,
"    the cap off, and drive the pen up and through the throat of ",,,,,,,,
    his attacker--,,,,,,,,
,,,,,,,,
    FELIX,,,,,,,,
,,,,,,,,
"    impaled through the throat on the pen, his head snapped back.",,,,,,,,
,,,,,,,,
    MARTIN AND FELIX,,,,,,,,
,,,,,,,,
    are frozen for a moment. Blood runs quickly down the front ,,,,,,,,
"    of Felix's body, off of his shoes, and on to the floor. The ",,,,,,,,
    stairwell doors band open. Martin's head turns toward the ,,,,,,,,
    sound. His eyes lock onto,,,,,,,,
,,,,,,,,
    DEBI,,,,,,,,
,,,,,,,,
"    who is frozen, horrified for a moment. She flees.",,,,,,,,
,,,,,,,,
    MARTIN,,,,,,,,
,,,,,,,,
    looks back at,,,,,,,,
,,,,,,,,
    FELIX,,,,,,,,
,,,,,,,,
    Dead.,,,,,,,,
,,,,,,,,
    THE FLOOR,,,,,,,,
,,,,,,,,
    A growing pool of blood.,,,,,,,,
,,,,,,,,
    MARTIN,,,,,,,,
,,,,,,,,
"    Looks around wildly, holding Felix up against the lockers. ",,,,,,,,
    Above the lockers is a plastic banner proclaiming,,,,,,,,
,,,,,,,,
"         ""SPANISH CLUB FIESTA FUN-RAISER SATURDAY JUNE 1""",,,,,,,,
,,,,,,,,
    MARTIN,,,,,,,,
,,,,,,,,
"    rips it down from the wall with his free hand, wraps it around ",,,,,,,,
"    Felix, stuffs the body into his open locker, and slams it ",,,,,,,,
"    shut. He pulls off his shoes and socks, puts a sock over ",,,,,,,,
"    each hand like mittens, and wipes up the small pool of blood. ",,,,,,,,
"    He stuffs the socks into his pockets, takes off down the ",,,,,,,,
"    hall, and bangs through the doors.",,,,,,,,
,,,,,,,,
    INT. GYM - GRANDSTANDS - MOMENTS LATER,,,,,,,,
,,,,,,,,
    Martin blasts through the upstairs doors to the grandstands ,,,,,,,,
    looking for Debi below. She is nowhere to be found. He scans ,,,,,,,,
    the party in progress-- It is the same frame of image as the ,,,,,,,,
"    one in Oatman's office. In the middle of the floor, Terry ",,,,,,,,
    slowly turns up to meet Martin's eyes.,,,,,,,,
,,,,,,,,
    MARTIN,,,,,,,,
,,,,,,,,
"    pulls the doors shut, and takes off down the hall.",,,,,,,,
,,,,,,,,
    INT. HALLWAY - MINUTES LATER,,,,,,,,
,,,,,,,,
"    Martin opens his locker, withdraws the corpse, and hefts it ",,,,,,,,
    over his shoulder.,,,,,,,,
,,,,,,,,
    INT. STAIRWELL - A MINUTE LATER,,,,,,,,
,,,,,,,,
"    Brick-walled, darkly lit, and narrow. Martin bounds down the ",,,,,,,,
    steep steps with his load.,,,,,,,,
,,,,,,,,
    INT. BASEMENT LOCKER ROOM HALLWAY - MINUTE LATER,,,,,,,,
,,,,,,,,
    Martin hustles toward a cage door in front of him. He kicks ,,,,,,,,
    through it and dumps Felix into a canvas laundry cart on ,,,,,,,,
    casters and begins rolling.,,,,,,,,
,,,,,,,,
    INT. PUMP AND FURNACE ROOM - A MINUTE LATER,,,,,,,,
,,,,,,,,
    The door bangs open and light pours into the room from behind ,,,,,,,,
    Martin. He negotiates the cart over the dirt floor and stops ,,,,,,,,
    next to the furnace that heats the swimming pool. He pauses ,,,,,,,,
    and looks to the ceiling: the music from the reunion pulses ,,,,,,,,
    into the floor above him. Martin picks up a large metal bar ,,,,,,,,
    and works open the door on the hulking cast-iron furnace. A ,,,,,,,,
    white-hot blaze roars within.,,,,,,,,
,,,,,,,,
    INT. GYM - NIGHT,,,,,,,,
,,,,,,,,
    The party is winding down. A harried-looking Martin walks in ,,,,,,,,
    and looks around once more for Debi-- nothing.,,,,,,,,
,,,,,,,,
    MARTIN'S POV,,,,,,,,
,,,,,,,,
    of the Deejay booth. It is empty.,,,,,,,,
,,,,,,,,
    He moves over to the bar and joins Ken Aldridge. He motions ,,,,,,,,
    to the bartender who opens a beer for him.,,,,,,,,
,,,,,,,,
                  MARTIN,,,,,,,,
        Have you seen Debi Newberry?,,,,,,,,
,,,,,,,,
                  KEN,,,,,,,,
        Nope.,,,,,,,,
,,,,,,,,
    They both look around at the last of the reunion.,,,,,,,,
,,,,,,,,
                  KEN,,,,,,,,
"        The more things change, the more ",,,,,,,,
        they Goddamned well stay the same.,,,,,,,,
,,,,,,,,
                  MARTIN,,,,,,,,
        I guess.,,,,,,,,
,,,,,,,,
    Before Ken can get started again...,,,,,,,,
,,,,,,,,
                  MARTIN,,,,,,,,
"        Take care of yourself, Ken. Thanks ",,,,,,,,
        for the pen.,,,,,,,,
,,,,,,,,
    Martin walks out of the gym.,,,,,,,,
,,,,,,,,
    EXT. HIGH SCHOOL PARKING LOT - CONTINUOUS,,,,,,,,
,,,,,,,,
"    Paul is leaning against his Beemer, having a smoke.",,,,,,,,
,,,,,,,,
                  PAUL,,,,,,,,
        What the hell happened to you?,,,,,,,,
,,,,,,,,
                  MARTIN,,,,,,,,
        I was catching up with Bob Destephano.,,,,,,,,
,,,,,,,,
                  PAUL,,,,,,,,
        As long as you had a good time.,,,,,,,,
,,,,,,,,
    Beat. Martin scans the lot for sign of Debi.,,,,,,,,
,,,,,,,,
                  PAUL,,,,,,,,
        What now? Chase the girl?,,,,,,,,
,,,,,,,,
    There is a beat of silence. Nothing seems worth saying.,,,,,,,,
,,,,,,,,
                  MARTIN,,,,,,,,
        It didn't work out.,,,,,,,,
,,,,,,,,
                  PAUL,,,,,,,,
        That's too bad.,,,,,,,,
,,,,,,,,
                  MARTIN,,,,,,,,
        I have to get my head back into my ,,,,,,,,
        work.,,,,,,,,
,,,,,,,,
                  PAUL,,,,,,,,
        Work's good for the soul.,,,,,,,,
,,,,,,,,
    Martin gets up to leave.,,,,,,,,
,,,,,,,,
                  MARTIN,,,,,,,,
"        When you see Debi, tell her I'm sorry.",,,,,,,,
,,,,,,,,
                  PAUL,,,,,,,,
        See you in ten years.,,,,,,,,
,,,,,,,,
"    Paul watches him leave. He almost stops him, but thinks better ",,,,,,,,
    of it.,,,,,,,,
,,,,,,,,
    INT. MARTIN'S SUITE - NIGHT,,,,,,,,
,,,,,,,,
    Martin hunches over his briefcase that lays open on the bed.,,,,,,,,
,,,,,,,,
    MARTIN PULLS,,,,,,,,
,,,,,,,,
"    THE DOSSIER from the briefcase. It's seal is broken, but the ",,,,,,,,
    contents remain enclosed... He withdraws the package and ,,,,,,,,
    dumps the contents on the bed. His face registers muted shock.,,,,,,,,
,,,,,,,,
                  MARTIN,,,,,,,,
        Dumb fucking luck...,,,,,,,,
,,,,,,,,
    THE CONTENTS,,,,,,,,
,,,,,,,,
"    include various photos of MR. NEWBERRY, Mr. Newberry with ",,,,,,,,
"    Debi, and the house. The photos are mingled with official-",,,,,,,,
"    looking papers including credit reports, medical records, ",,,,,,,,
    etc... Newberry's life.,,,,,,,,
,,,,,,,,
    He cocks his head toward the door anticipating a... KNOCK. ,,,,,,,,
"    He freezes, then plucks a gun tapped under a desk, and moves ",,,,,,,,
"    toward the door, pointing. Halfway to the door, his face and ",,,,,,,,
    body slacken. He lobs the gun onto the bed. With everything ,,,,,,,,
"    gone wrong, there is nothing left to defend. He goes to the ",,,,,,,,
"    door and opens it, body relaxed, expecting a bullet...",,,,,,,,
,,,,,,,,
    Debi moves past him into the room. She is completely calm.,,,,,,,,
,,,,,,,,
                  DEBI,,,,,,,,
"        He was trying to kill you, right!",,,,,,,,
,,,,,,,,
                  MARTIN,,,,,,,,
        Yes.,,,,,,,,
,,,,,,,,
                  DEBI,,,,,,,,
        Not the other way around...?,,,,,,,,
,,,,,,,,
                  MARTIN,,,,,,,,
        No.,,,,,,,,
,,,,,,,,
