,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
           those crews out there? They expect,,,,,,,,
           a statement.,,,,,,,,
           (noticing Booth's ragged,,,,,,,,
                          APPEARANCE),,,,,,,,
"           Jesus, what happened to you?",,,,,,,,
                         ,,,,,,,,
                          BENZ,,,,,,,,
           Nothing. Just had a little talk,,,,,,,,
           with a priest.,,,,,,,,
                         ,,,,,,,,
                          MCLAUGHLIN,,,,,,,,
"           Well, what am I going to tell `em?",,,,,,,,
                         ,,,,,,,,
                          BENZ,,,,,,,,
"           Whatever you tell them, I'm sure",,,,,,,,
           it'll be golden.,,,,,,,,
           (off McLaughlin's blank,,,,,,,,
                          LOOK),,,,,,,,
           Just feed them the line about,,,,,,,,
           standing steadfast in the face of,,,,,,,,
"           terrorism, continuing the fight.",,,,,,,,
           You know it by heart.,,,,,,,,
                         ,,,,,,,,
          McLaughlin looks relieved.,,,,,,,,
                         ,,,,,,,,
                          MCLAUGHLIN,,,,,,,,
"           I do. All right. Once this is done,",,,,,,,,
           you need to take a vacation. You,,,,,,,,
           need some air.,,,,,,,,
                         ,,,,,,,,
                          BENZ,,,,,,,,
           Maybe.,,,,,,,,
                         ,,,,,,,,
                          MCLAUGHLIN,,,,,,,,
           No doubt about it. You're losing,,,,,,,,
"           your marbles, Booth.",,,,,,,,
                         ,,,,,,,,
"          The girl finishes the makeup and hair job, and smiles at",,,,,,,,
          McLaughlin.,,,,,,,,
           RNewman / Endeavor Draft 75.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
                          MCLAUGHLIN (CONT'D),,,,,,,,
           It's showtime.,,,,,,,,
                         ,,,,,,,,
"          McLaughlin stands and exits, Booth right behind them. As they",,,,,,,,
"          leave, we focus on the TV set in McLaughlin's room, showing",,,,,,,,
          the front of the hospital and the news crews outside.,,,,,,,,
          Suddenly the ticker shows BREAKING NEWS... SHOOTOUT AT LOCAL,,,,,,,,
          CHURCH RELATED TO MCLAUGHLIN ASSASSINATION ATTEMPT? EXCLUSIVE,,,,,,,,
          VIDEO... DEVELOPING...,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
          EXT. CHURCH - DAY,,,,,,,,
                         ,,,,,,,,
          Yellow police tape around the perimeter.,,,,,,,,
                         ,,,,,,,,
"          Torrez watches from a distance, looking around.",,,,,,,,
                         ,,,,,,,,
          Torrez sees Elektra's car drive by. He hops into his rental,,,,,,,,
          and follows her.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
          EXT. HOSPITAL - DAY,,,,,,,,
                         ,,,,,,,,
          McLaughlin and Booth exit the hospital to face the throng of,,,,,,,,
          reporters. McLaughlin approaches a makeshift lectern of,,,,,,,,
          microphones.,,,,,,,,
                         ,,,,,,,,
                          MCLAUGHLIN,,,,,,,,
           I'd just like to thank the all of,,,,,,,,
           you for your support during this,,,,,,,,
           difficult time.,,,,,,,,
                         ,,,,,,,,
"          McLaughlin's supporters cheer and hold up pro-McLaughlin,",,,,,,,,
          anti-immigration signs.,,,,,,,,
                         ,,,,,,,,
                          MCLAUGHLIN (CONT'D),,,,,,,,
           My will to fight has only just,,,,,,,,
           begun. We must not let the,,,,,,,,
           terrorists win this battle for our,,,,,,,,
"           land, our America! Thank you.",,,,,,,,
                         ,,,,,,,,
          More cheers.,,,,,,,,
                         ,,,,,,,,
          One of the reporters steps up.,,,,,,,,
                         ,,,,,,,,
                          REPORTER,,,,,,,,
"           Congressman, there are reports",,,,,,,,
           implicating your advisors as having,,,,,,,,
           orchestrated the shooting. Would,,,,,,,,
           you care to comment?,,,,,,,,
                         ,,,,,,,,
          The cheers fizzle. McLaughlin looks stunned.,,,,,,,,
           RNewman / Endeavor Draft 76.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
                          MCLAUGHLIN,,,,,,,,
           Do what now?,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
          INSET: TV SCREEN,,,,,,,,
                         ,,,,,,,,
          Webcam footage plays of Booth in the church.,,,,,,,,
                         ,,,,,,,,
                          BENZ,,,,,,,,
           You want to be a martyr? I'm good,,,,,,,,
           at making martyrs.,,,,,,,,
                         ,,,,,,,,
                          PADRE,,,,,,,,
           Like McLaughlin?,,,,,,,,
                         ,,,,,,,,
                          BENZ,,,,,,,,
           That's right.,,,,,,,,
                         ,,,,,,,,
          He slams another nail into Padre's other hand.,,,,,,,,
                         ,,,,,,,,
                          PADRE,,,,,,,,
"           You're so drunk with power, you",,,,,,,,
           ordered the hit on your own boss.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
                         INSET ENDS,,,,,,,,
                         ,,,,,,,,
"          McLaughlin looks to Booth, but Booth is GONE.",,,,,,,,
                         ,,,,,,,,
                          MCLAUGHLIN,,,,,,,,
           No further comment. Thank you.,,,,,,,,
                         ,,,,,,,,
          McLaughlin ducks back inside.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
          INT. HOSPITAL HALLWAY,,,,,,,,
                         ,,,,,,,,
          McLaughlin stumbling.,,,,,,,,
                         ,,,,,,,,
                          MCLAUGHLIN,,,,,,,,
           Could somebody fucking help me? I,,,,,,,,
           think I'm having a heart attack.,,,,,,,,
                         ,,,,,,,,
          Booth takes hold of him and ushers him out the back door.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
          EXT. COUNTRY CLUB HOSPITAL - DAY,,,,,,,,
                         ,,,,,,,,
          Outside McLaughlin's supporters are dazed and confused.,,,,,,,,
           RNewman / Endeavor Draft 77.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
"          INT. LIMOUSINE, MOVING",,,,,,,,
                         ,,,,,,,,
          Booth drives. McLaughlin pops vicodins with a bottle of,,,,,,,,
          Maker's Mark.,,,,,,,,
                         ,,,,,,,,
                          MCLAUGHLIN,,,,,,,,
"           What did you do, Booth? You",,,,,,,,
           jeopardized my career with that,,,,,,,,
           wetback! He could have fucking,,,,,,,,
           killed me!,,,,,,,,
                         ,,,,,,,,
                          BENZ,,,,,,,,
           Not with that scope.,,,,,,,,
                         ,,,,,,,,
                          MCLAUGHLIN,,,,,,,,
           You stupid sonofabitch. You pull,,,,,,,,
"           something like this, without",,,,,,,,
           consulting me?! You fucked me. You,,,,,,,,
           are a stupid sonofabitch. The press,,,,,,,,
           is going to demand answers! You got,,,,,,,,
           another brilliant solution for,,,,,,,,
           that?,,,,,,,,
                         ,,,,,,,,
          They stop.,,,,,,,,
                         ,,,,,,,,
"          Suddenly, MACHETE is standing on top of the limo. He's",,,,,,,,
          throwing knives into the open sunroof.,,,,,,,,
                         ,,,,,,,,
          McLaughlin is pinned to the seat.,,,,,,,,
                         ,,,,,,,,
          Booth exits the vehicle and hightails it. Machete pursues.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
          EXT. ALLEYWAY,,,,,,,,
                         ,,,,,,,,
"          Booth and Machete on the run, after each other. Fistfight in",,,,,,,,
          the street.,,,,,,,,
                         ,,,,,,,,
          Booth scrambles up a fire escape.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
          EXT. BACK ALLEYWAY,,,,,,,,
                         ,,,,,,,,
          A group of men are standing around a pitbull pit where two,,,,,,,,
          pit bulls are going at it.,,,,,,,,
                         ,,,,,,,,
          The men place bets excitedly on which dog will be the victor.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
          EXT. ROOF,,,,,,,,
                         ,,,,,,,,
          Machete and Booth fight on the roof.,,,,,,,,
           RNewman / Endeavor Draft 78.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
          EXT. BACK ALLEYWAY,,,,,,,,
                         ,,,,,,,,
          Machete and Booth roll off a roof and tumble into the pitbull,,,,,,,,
"          pit, fighting each other as the dogs fight. The men around",,,,,,,,
          them start placing bets on Machete and Booth.,,,,,,,,
                         ,,,,,,,,
          Booth cuts one of the men and the pitbulls go after him.,,,,,,,,
                         ,,,,,,,,
          Booth escapes from the circle and carjacks a woman.,,,,,,,,
                         ,,,,,,,,
          He kicks her out of the car and speeds towards the Armory.,,,,,,,,
                         ,,,,,,,,
                          BENZ,,,,,,,,
                          (DIALING PHONE),,,,,,,,
           Von! Von!,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
          EXT. STREET,,,,,,,,
                         ,,,,,,,,
          Machete comes out of the alleyway. His buddies in their Road,,,,,,,,
          Warrior rides swing by and pick him up.,,,,,,,,
                         ,,,,,,,,
                          MACHETE,,,,,,,,
           Follow him.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
"          INT. ARMORY, MAKESHIFT INFIRMARY/INT. STOLEN CAR, MOVING",,,,,,,,
                         ,,,,,,,,
          Von's phone rings. Von sits on a couch watching the news.,,,,,,,,
          Booth's mug fills the screen. Von makes no sudden move to,,,,,,,,
          answer.,,,,,,,,
                         ,,,,,,,,
                          MAN,,,,,,,,
           Shouldn't you--?,,,,,,,,
                         ,,,,,,,,
                          VON,,,,,,,,
           Let him stew awhile.,,,,,,,,
                         ,,,,,,,,
"          Von mutes the TV, answers the phone.",,,,,,,,
                         ,,,,,,,,
                          VON (CONT'D),,,,,,,,
           Von here.,,,,,,,,
                         ,,,,,,,,
          Benz drives.,,,,,,,,
                         ,,,,,,,,
                          BENZ,,,,,,,,
"           Where are you, goddamnit!? I'm",,,,,,,,
           bringing him up.,,,,,,,,
                         ,,,,,,,,
                          VON,,,,,,,,
           Up? Up where?,,,,,,,,
                         ,,,,,,,,
                          BENZ,,,,,,,,
"           Up your fat, fishbelly ass!",,,,,,,,
           RNewman / Endeavor Draft 79.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
                          VON,,,,,,,,
           Fine. Bring him here. Papa Von's,,,,,,,,
           got a big surprise a-waiting.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
          EXT. ELEKTRA'S BUNGALOW,,,,,,,,
                         ,,,,,,,,
          Elektra enters. Place looks deserted again.,,,,,,,,
                         ,,,,,,,,
