,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
                            BEN,,,,,,,,
             Oh.   He must have been young.,,,,,,,,
                           MELANIE,,,,,,,,
             Fifteen years difference. He too,,,,,,,,
             protected me like Dad. Then one,,,,,,,,
             day I visited Dorothy in Alexandra,,,,,,,,
             and saw her home and the appalling,,,,,,,,
             conditions in that township. I,,,,,,,,
"             was shocked, Ben, and ashamed.",,,,,,,,
                           BEN,,,,,,,,
             Go on.,,,,,,,,
Melanie pours him another mug of coffee and starts to,,,,,,,,
wipe up.,,,,,,,,
                           MELANIE,,,,,,,,
             That made me think that I was a,,,,,,,,
"             parasite, something white and",,,,,,,,
             maggot-like... just a thing... a,,,,,,,,
             sweet and ineffectual thing. I,,,,,,,,
             felt more and more claustrophobic.,,,,,,,,
"             Poor Brian, who loved and pampered",,,,,,,,
             me. Had no idea what was,,,,,,,,
             happening. I left him for a whole,,,,,,,,
             year and we divorced.,,,,,,,,
,,,,,,,,
                           BEN,,,,,,,,
             And then you became a journalist?,,,,,,,,
,,,,,,,,
"Melanie goes to the living room, as she passes Ben she",,,,,,,,
touches his arm and continues talking.,,,,,,,,
                                              (CONTINUED),,,,,,,,
,,,,,,,,
                                                           138.,,,,,,,,
,,,,,,,,
      CONTINUED:,,,,,,,,
                                 MELANIE (O.S.),,,,,,,,
"                   I thought it would force me, or",,,,,,,,
"                   help me, to expose myself. To",,,,,,,,
                   force me to see and to take,,,,,,,,
                   notice of what was happening,,,,,,,,
                   around me.,,,,,,,,
,,,,,,,,
                                  BEN,,,,,,,,
                   Did it work?,,,,,,,,
      She returns to the kitchen with a cigarette.,,,,,,,,
,,,,,,,,
                               MELANIE,,,,,,,,
                 I wish I could give you a straight,,,,,,,,
                 answer. What did help me was my,,,,,,,,
wanderings in Africa.,,,,,,,,
,,,,,,,,
                                 BEN,,,,,,,,
                   How did you manage that on a,,,,,,,,
                   South African passport? We South,,,,,,,,
                   Africans are white devils in,,,,,,,,
                   Africa.,,,,,,,,
                                 MELANIE,,,,,,,,
"                   My mother was English, remember?",,,,,,,,
                   So I get a British passport. It,,,,,,,,
                   comes in handy even for the paper.,,,,,,,,
                                 BEN,,,,,,,,
                   You really are your father's,,,,,,,,
                   daughter!,,,,,,,,
                                 MELANIE,,,,,,,,
                   I wonder what he's doing right,,,,,,,,
                   now. Most likely standing on a,,,,,,,,
"                   rock, looking through his old",,,,,,,,
                   binoculars at springbok or a lion,,,,,,,,
                   or whatever.,,,,,,,,
"      One of the two large CATS approaches them, tail in the",,,,,,,,
"      air, and goes to Melanie, drubbing against her legs,",,,,,,,,
      PURRING luxuriously. She picks it up into her arms.,,,,,,,,
                                 BEN,,,,,,,,
                   How often does he go on these trips,,,,,,,,
                   to the veldt?,,,,,,,,
,,,,,,,,
                                 MELANIE,,,,,,,,
                   It depends --,,,,,,,,
                          (approaching Ben with,,,,,,,,
                           cat),,,,,,,,
"                   -- Bonjour, Ben. I'm Porto and my",,,,,,,,
                   friend is Bello!,,,,,,,,
      Ben smiles and starts to caress Porto in Melanie's arms.,,,,,,,,
,,,,,,,,
                                                     139.,,,,,,,,
,,,,,,,,
EXT. SOWETO - EMILY'S HOUSE - MID-MORNING,,,,,,,,
Parked outside the house is a municipality truck already,,,,,,,,
half-laden with Emily's furniture and possessions. Four,,,,,,,,
Africans in khaki overalls are loading the truck -- super-,,,,,,,,
"vising the eviction of Emily are a white Soweto official,",,,,,,,,
"Captain Stolz and Lt. Venter. In the b.g., a hundred yards",,,,,,,,
