,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
"Burt, swinging a pass key on a chain, leads Leonard along the",,,,,,,,
"GROUND FLOOR to room 21, then unlocks it.",,,,,,,,
,,,,,,,,
34   INT. DISCOUNT INN ROOM 21 - DAY <>        34 *,,,,,,,,
,,,,,,,,
Leonard enters and SCANS the room. Burt picks his nails in,,,,,,,,
the doorway. Leonard moves to the unmade bed. There is a pile,,,,,,,,
of BLOODSTAINED TISSUES. On the bedside table is an ICE,,,,,,,,
BUCKET. Next to it is a DISPOSABLE RAZOR and a can of SHAVING,,,,,,,,
FOAM.,,,,,,,,
,,,,,,,,
                LEONARD,,,,,,,,
        I don't see my key.,,,,,,,,
,,,,,,,,
Burt looks up. He REALIZES something.,,,,,,,,
,,,,,,,,
                BURT,,,,,,,,
        Shit. Wrong room.,,,,,,,,
,,,,,,,,
                LEONARD,,,,,,,,
        What?,,,,,,,,
,,,,,,,,
Burt tries to SHEPHERD Leonard out of the room.,,,,,,,,
,,,,,,,,
,,,,,,,,
                            (CONTINUED),,,,,,,,
,,,,,,,,
MEMENTO Blue Revisions - 8/27/99,,,,,,,,
                            24.,,,,,,,,
,,,,,,,,
34   CONTINUED:                             34,,,,,,,,
,,,,,,,,
                BURT,,,,,,,,
        This isn't your room. You're in 304. I,,,,,,,,
        Fucked up.,,,,,,,,
,,,,,,,,
                LEONARD,,,,,,,,
        This isn't my room?,,,,,,,,
,,,,,,,,
                BURT,,,,,,,,
"        No, let's go.",,,,,,,,
,,,,,,,,
                LEONARD,,,,,,,,
        Then why is this my handwriting?,,,,,,,,
,,,,,,,,
Leonard picks a WHITE PAPER BAG up off the floor. Handwritten,,,,,,,,
on the side is a message:,,,,,,,,
,,,,,,,,
"""SHAVE THIGH""",,,,,,,,
,,,,,,,,
                LEONARD (cont'd),,,,,,,,
        Better tell me what the fuck's going on.,,,,,,,,
,,,,,,,,
Burt looks uncomfortable.,,,,,,,,
,,,,,,,,
                BURT,,,,,,,,
        This was your room. You're up in 304 now.,,,,,,,,
,,,,,,,,
                LEONARD,,,,,,,,
        When was I in here?,,,,,,,,
,,,,,,,,
                BURT,,,,,,,,
        Last week. Then I rented you another one,,,,,,,,
        On top of this.,,,,,,,,
,,,,,,,,
                LEONARD,,,,,,,,
        Why?,,,,,,,,
,,,,,,,,
                BURT,,,,,,,,
        Business is slow. I told my boss about,,,,,,,,
"        You, about your condition. He told me to",,,,,,,,
        Try and rent you another room.,,,,,,,,
,,,,,,,,
                LEONARD,,,,,,,,
        Why didn't you clean it out?                     *,,,,,,,,
,,,,,,,,
                BURT,,,,,,,,
            (shrugs),,,,,,,,
        You're still paying for it. It's still,,,,,,,,
        Your room.,,,,,,,,
,,,,,,,,
"Leonard shakes his head, smiling.",,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
                                (CONTINUED),,,,,,,,
,,,,,,,,
MEMENTO Blue Revisions - 8/27/99,,,,,,,,
                            25.,,,,,,,,
,,,,,,,,
34   CONTINUED: (2)                              34,,,,,,,,
,,,,,,,,
                LEONARD,,,,,,,,
        So how many rooms am I checked into in,,,,,,,,
        this dump?,,,,,,,,
,,,,,,,,
                BURT,,,,,,,,
        Just two. So far.                              *,,,,,,,,
,,,,,,,,
Leonard walks out past Burt.,,,,,,,,
,,,,,,,,
                LEONARD,,,,,,,,
"        Well, at least you're being honest about",,,,,,,,
        cheating me.,,,,,,,,
,,,,,,,,
                BURT,,,,,,,,
"        Yeah, well you're not gonna remember,",,,,,,,,
        anyway.,,,,,,,,
,,,,,,,,
                LEONARD,,,,,,,,
"        You don't have to be that honest, Burt.",,,,,,,,
,,,,,,,,
                BURT,,,,,,,,
        Leonard.,,,,,,,,
,,,,,,,,
Leonard turns. Burt grins.,,,,,,,,
,,,,,,,,
                BURT (cont'd),,,,,,,,
        Always get a receipt.,,,,,,,,
,,,,,,,,
                LEONARD,,,,,,,,
        I'm gonna write that down.,,,,,,,,
,,,,,,,,
Leonard fishes a piece of paper out of his pocket. There is a,,,,,,,,
message on it which he reads. It says:,,,,,,,,
,,,,,,,,
"""CITY GRILL, MAIN ST. THURSDAY, 1:00PM MEET NATALIE FOR",,,,,,,,
"INFO""",,,,,,,,
,,,,,,,,
Leonard looks up at Burt.,,,,,,,,
,,,,,,,,
                LEONARD (cont'd),,,,,,,,
         What time is it?,,,,,,,,
,,,,,,,,
35   EXT. ROAD - DAY <>                     35,,,,,,,,
,,,,,,,,
The Jaguar speeds along.,,,,,,,,
                         ,,,,,,,,
36   EXT. THE CITY GRILL ON MAIN STREET - DAY <> 36,,,,,,,,
,,,,,,,,
Leonard checks the restaurant name against the note. He gets,,,,,,,,
"out his Polaroids, FLIPPING through them until he finds the",,,,,,,,
one of Natalie.,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
MEMENTO Blue Revisions - 8/27/99 ,,,,,,,,
                            26.,,,,,,,,
,,,,,,,,
37   INT. THE CITY GRILL ON MAIN STREET - DAY <> 37,,,,,,,,
,,,,,,,,
"Leonard walks through the restaurant, checking the patrons.",,,,,,,,
"He makes eye contact with Natalie, but walks past her table.",,,,,,,,
She sighs and grabs the back of his jacket.,,,,,,,,
,,,,,,,,
                            CUT TO:,,,,,,,,
,,,,,,,,
38   INT. MOTEL ROOM 21 - DAY ##BLACK AND WHITE SEQUENCE##       38,,,,,,,,
,,,,,,,,
"Leonard (in boxers, bandaged arm) SHAVES his thigh, talking    *",,,,,,,,
on the phone.,,,,,,,,
,,,,,,,,
                LEONARD,,,,,,,,
        I'd just become an investigator when I,,,,,,,,
        came across Sammy. Mr Samuel R. Jankis -,,,,,,,,
"        strangest case ever. Guy's 58, semi-",,,,,,,,
        retired accountant. He and his wife had,,,,,,,,
        been in this car accident... nothing too,,,,,,,,
"        serious, but he's acting funny - he",,,,,,,,
        can't get a handle on what's going on.,,,,,,,,
,,,,,,,,
39   INT. A DOCTOR'S OFFICE - DAY ##BLACK AND WHITE SEQUENCE##    39,,,,,,,,
,,,,,,,,
A DOCTOR examines SAMMY'S head. SAMMY'S WIFE looks on.,,,,,,,,
,,,,,,,,
                LEONARD(V.O.),,,,,,,,
        The doctors find some possible damaqe to,,,,,,,,
"        the hippocampus, nothing conclusive. But",,,,,,,,
        Sammy can't remember anything for more,,,,,,,,
"        than a couple minutes. He can't work,",,,,,,,,
"        can't do shit, medical bills pile up,",,,,,,,,
        his wife calls the insurance company and,,,,,,,,
        I get sent in.,,,,,,,,
,,,,,,,,
40   INT. JANKIS HOUSE - MESSY SUBURBAN LIVING ROOM - DAY ##BLACK 40,,,,,,,,
AND WHITE SEQUENCE##,,,,,,,,
,,,,,,,,
"SAMMY sits smoking, smiling at Leonard (CHEAP SUIT and TIE).",,,,,,,,
,,,,,,,,
                LEONARD (V.0.),,,,,,,,
        My first big claims investigation - I,,,,,,,,
        really check into it. Sammy can think,,,,,,,,
"        just fine, but he can't make any new",,,,,,,,
"        memories, he can only remember things",,,,,,,,
        for a few minutes.,,,,,,,,
,,,,,,,,
Sammy watches a commercial on T.V.,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
                            (CONTINUED),,,,,,,,
,,,,,,,,
MEMENTO Pink Revisions - 9/7/99,,,,,,,,
                            27.,,,,,,,,
,,,,,,,,
40   CONTINUED:                             40,,,,,,,,
,,,,,,,,
                LEONARD (V.0.) (CONT'D),,,,,,,,
"        He'd watch T.V., but anything longer than",,,,,,,,
"        a couple of minutes was too confusing,",,,,,,,,
        he couldn't remember how it began. He,,,,,,,,
        liked commercials. They were short.,,,,,,,,
                                *,,,,,,,,
,,,,,,,,
Sammy rolls a small GLASS BOTTLE between the palms of his,,,,,,,,
hands. Mrs. Jankis rolls up her sleeve. Leonard watches as,,,,,,,,
Sammy takes a SYRINGE and pushes the needle through the,,,,,,,,
"rubber of the bottle. The label is marked ""INSULIN"".",,,,,,,,
,,,,,,,,
                LEONARD (V.O.)(cont'd),,,,,,,,
        The crazy part was that this guy who,,,,,,,,
"        couldn't follow the plot of ""Green",,,,,,,,
"        Acres"" could do the most complicated",,,,,,,,
        things as long as he had learned them,,,,,,,,
        before the accident...,,,,,,,,
,,,,,,,,
"Sammy INVERTS the bottle and syringe, DRAWS the insulin into",,,,,,,,
"the syringe, withdraws the needle, holds it up to check for",,,,,,,,
"bubbles, TAPPING it delicately.",,,,,,,,
,,,,,,,,
                LEONARD (V.0.) (CONT'D),,,,,,,,
        ... and as long as he kept his mind on,,,,,,,,
        what he was doing.,,,,,,,,
,,,,,,,,
"Sammy wipes a spot on Mrs. Jankis' arm with a swab, then",,,,,,,,
gently PINCHES the skin and confidently INSERTS the needle.    *,,,,,,,,
Mrs Jankis winces.                             *,,,,,,,,
,,,,,,,,
                MRS JANKIS                            *,,,,,,,,
        Gentle.                              *,,,,,,,,
,,,,,,,,
"Sammy looks up, worried. Mrs Jankis smiles at him. Sammy pushes *",,,,,,,,
"the plunger, withdraws the needle and presses the swab against  *",,,,,,,,
