,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
"looks at it, peering closely.",,,,,,,,
                      RACHEL,,,,,,,,
"         You some kind of a samurai, too?",,,,,,,,
,,,,,,,,
Frank smiles.,,,,,,,,
                      RACHEL,,,,,,,,
         They said you were in the Secret,,,,,,,,
         Service. What made you get out?,,,,,,,,
Frank moves away and sits on a sofa against the wall.,,,,,,,,
                        FRANK,,,,,,,,
         Money.,,,,,,,,
Rachel looks around at Frank's modest home.,,,,,,,,
                      RACHEL,,,,,,,,
         I can see your tastes are,,,,,,,,
         extravagant.,,,,,,,,
She looks at Frank and then back at the sword.   She,,,,,,,,
reaches out to touch it.,,,,,,,,
                        RACHEL,,,,,,,,
         May I?,,,,,,,,
"Frank nods. Rachel takes it off its mount carefully,",,,,,,,,
unhooks the scabbard and begins to slide it off.,,,,,,,,
                      FRANK,,,,,,,,
         Watch yourself.,,,,,,,,
Rachel slides the scabbard off. The naked blade is,,,,,,,,
breathtaking. Rachel holds the sword out before her.,,,,,,,,
"She walks toward Frank, then stops and looks over the",,,,,,,,
blade at him.,,,,,,,,
                      RACHEL,,,,,,,,
"         You're a hard one to figure, Frank",,,,,,,,
         Farmer.,,,,,,,,
"He stares at her. She steps closer, so the blade is only",,,,,,,,
about a foot from his face.,,,,,,,,
,,,,,,,,
                                                                      68.,,,,,,,,
,,,,,,,,
                           RACHEL,,,,,,,,
              It seems to me a bodyguard must,,,,,,,,
              know little peace.,,,,,,,,
     Frank stands up so that the point of the sword is only,,,,,,,,
     about an inch from his chest. He reaches out over the,,,,,,,,
     blade to Rachel's neck and unties the silk scarf she is,,,,,,,,
     wearing there. One hand draws the scarf away. The other,,,,,,,,
"     hand lingers for a moment on her neck, then lifts away.",,,,,,,,
                            FRANK,,,,,,,,
              Watch this.,,,,,,,,
"     He has raised the scarf over his head, in   the space",,,,,,,,
     between them. With two hands he spreads    it out and then,,,,,,,,
"     lets it go. Slowly, billowing, the scarf    floats down",,,,,,,,
     over the blade and is cut in two. These    two pieces float,,,,,,,,
     slowly to the floor.,,,,,,,,
     Frank takes Rachel's wrist and moves the sword away to,,,,,,,,
     the side. They are both holding it as Rachel presses her,,,,,,,,
     body against Frank's and they begin to kiss.,,,,,,,,
,,,,,,,,
90   INT. FRANK'S HOUSE - BEDROOM - NIGHT                        90,,,,,,,,
     Their lovemaking is INTERCUT with SLOW MOTION black and,,,,,,,,
"     white images of Samurai warriors from the movie,",,,,,,,,
     Yojimbo.,,,,,,,,
,,,,,,,,
91   INT. FRANK'S HOUSE - BEDROOM - LATER                        91,,,,,,,,
     They lie nude under a sheet.,,,,,,,,
                           RACHEL,,,,,,,,
              I've never been this safe before.,,,,,,,,
     Frank smiles.,,,,,,,,
                           RACHEL,,,,,,,,
              No one could get by you.,,,,,,,,
                           FRANK,,,,,,,,
              Right now it might not be so hard.,,,,,,,,
"     Rachel laughs, kisses him and buries her head down into",,,,,,,,
     his shoulder. Frank stares across the bed at the samurai,,,,,,,,
     sword lying on the floor. Some of Rachel's clothing is,,,,,,,,
     draped in a heap across it. The torn pieces of her scarf,,,,,,,,
     lie nearby. HOLD ON Frank's look.,,,,,,,,
                                                 SHOCK CUT TO:,,,,,,,,
92   INT. FRANK'S BEDROOM - NEXT MORNING                         92,,,,,,,,
"     The roller-blind is raised with a sharp, snapping sound.",,,,,,,,
"     Frank is moving around the room, getting dressed. Rachel",,,,,,,,
,,,,,,,,
                                                            69.,,,,,,,,
,,,,,,,,
"is still in the bed behind him, woken by the noise of his",,,,,,,,
activity.,,,,,,,,
                     RACHEL,,,,,,,,
         What? What is it? What are you,,,,,,,,
         doing?,,,,,,,,
,,,,,,,,
"Frank keeps moving, looking for his shoes.",,,,,,,,
                         RACHEL,,,,,,,,
         Frank?,,,,,,,,
                      FRANK,,,,,,,,
"         Rachel, I don't want to get",,,,,,,,
         confused about what I'm doing,,,,,,,,
         here.,,,,,,,,
,,,,,,,,
                      RACHEL,,,,,,,,
         I'm not confused.,,,,,,,,
Frank finds his shoes.,,,,,,,,
                      FRANK,,,,,,,,
"         You pay me to protect you, that's",,,,,,,,
         what I do.,,,,,,,,
Rachel sits up.,,,,,,,,
                     RACHEL,,,,,,,,
         What? Have I done something,,,,,,,,
         wrong?,,,,,,,,
                         FRANK,,,,,,,,
"         No, nothing.",,,,,,,,
                      RACHEL,,,,,,,,
         Then what is it?,,,,,,,,
She lifts the sheet seductively and looks over the top,,,,,,,,
of it.,,,,,,,,
                      RACHEL,,,,,,,,
         Do you want me to beg?,,,,,,,,
                      FRANK,,,,,,,,
"         No, I want you to do without.",,,,,,,,
She stops.,,,,,,,,
                      RACHEL,,,,,,,,
"         What's going on, Frank?",,,,,,,,
                      FRANK,,,,,,,,
         I want to keep it straight in my,,,,,,,,
         head what job I'm doing.,,,,,,,,
