,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
           39 Continued,,,,,,,,
,,,,,,,,
          ARCHIE,,,,,,,,
          It m not really hungry.,,,,,,,,
,,,,,,,,
          PETULIA,,,,,,,,
          I'm starving.,,,,,,,,
,,,,,,,,
          ARCHIE,,,,,,,,
          Am I being punished?,,,,,,,,
,,,,,,,,
          PETULIA,,,,,,,,
          Loganberry jam ... we'll have a case.,,,,,,,,
,,,,,,,,
          ARCHIE,,,,,,,,
          I'd rather have a new plastic raincoat.,,,,,,,,
,,,,,,,,
          PETULIA,,,,,,,,
          You don't save anything on plastic raincoats.,,,,,,,,
,,,,,,,,
          ARCHIE,,,,,,,,
          Shall I get another cart? Polo can fill,,,,,,,,
          three or four when she really puts her,,,,,,,,
          mind to it.,,,,,,,,
          Petulia gets the point and instantly takes her place,,,,,,,,
,,,,,,,,
          0,,,,,,,,
          in the long line before the cashier.,,,,,,,,
,,,,,,,,
          WOMAN SHOPPER,,,,,,,,
          (as if it's Petulia's fault),,,,,,,,
          You know what time it is? It's after fivB.,,,,,,,,
,,,,,,,,
          PETULIA,,,,,,,,
          Ilia sorry.,,,,,,,,
,,,,,,,,
          WOMAN SHOPPER,,,,,,,,
          I want to go to bed.,,,,,,,,
,,,,,,,,
          PETULIA,,,,,,,,
          So do we.,,,,,,,,
,,,,,,,,
          40 EXT. SUPERMARKET,,,,,,,,
,,,,,,,,
          Petulia and Archie leave the supermarket with their rolling,,,,,,,,
          basket of groceries. There is no one else on the street.,,,,,,,,
          In front of the market is a clown on a pedestal gesticu-,,,,,,,,
"          lating with arms and mouth at people who are not there,",,,,,,,,
          but making no sound. Petulia quizzically looks up at the,,,,,,,,
"          silent violent clown, while Archie waits for her at the",,,,,,,,
          car. Finally he taps the horn and she turns and looks at,,,,,,,,
