,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
"much fuckin' with the Sicilian women, they changed the blood-line for ever, ",,,,,,,,
from blond hair and blue eyes to black hair and dark skin. I find it ,,,,,,,,
"absolutely amazing to think that to this day, hundreds of years later, ",,,,,,,,
Sicilians still carry that nigger gene. I'm just quotin' history. It's a ,,,,,,,,
"fact. It's written. Your ancestors were niggers. Your great, great, great, ",,,,,,,,
"great, great-grandmother was fucked by a nigger, and had a half-nigger kid. ",,,,,,,,
"That is a fact. Now tell me, am I lyin'?",,,,,,,,
,,,,,,,,
"Coccotti looks at him for a moment then jumps up, whips out an automatic, grabs hold of Cliff's hair, puts the barrel to his temple, and pumps three bullets through Cliff's head.",,,,,,,,
,,,,,,,,
"He pushes the body violently aside. Coccotti pauses. Unable to express his feelings and frustrated by the blood in his hands, he simply drops his weapon, and turns to his men.",,,,,,,,
,,,,,,,,
COCCOTTI,,,,,,,,
I haven't killed anybody since 1974. Goddamn his soul to burn for eternity ,,,,,,,,
in fuckin' hell for makin' me spill blood on my hands! Go to this ,,,,,,,,
comedian's son's apartment and come back with somethin' that tells me where ,,,,,,,,
that asshole went so I can wipe this egg off of my face and fix this ,,,,,,,,
fucked-up family for good.,,,,,,,,
,,,,,,,,
"Tooth-pick Vic taps Frankie's shoulder and, in Italianm asks him what that was all about.",,,,,,,,
,,,,,,,,
"Lenny, who has been going through Cliff's refridgerator, has found a beer. When he closes the refridgerator door he finds a note held on by a ceramic banana magnet that says: ""Clarence in L.A.: Dick Ritchie (number and address)"".",,,,,,,,
,,,,,,,,
LENNY,,,,,,,,
"Boss, get ready to get happy.",,,,,,,,
,,,,,,,,
"TITLE CARD: ""CLARENCE AND ALABAMA HIT L.A.""",,,,,,,,
,,,,,,,,
,,,,,,,,
INT. DICK'S APARTMENT- MORNING,,,,,,,,
,,,,,,,,
Dick's asleep in a recliner. He's wearing his clothes from the night before. His room-mate FLOYD is lying on the sofa watching TV.,,,,,,,,
,,,,,,,,
"The sound of our hands knocking on his door wakes Dick up. He shakes the bats out of his belfry, opens the door, and finds the cutest couple in Los Angeles standing in his doorway.",,,,,,,,
,,,,,,,,
"Clarence and Alabama immediately start singing ""Hello My Baby"" like the frog in the old Chuck Jones cartoon.",,,,,,,,
,,,,,,,,
CLARENCE/ALABAMA,,,,,,,,
"Hello my baby,",,,,,,,,
"Hello my honey,",,,,,,,,
Hello my ragtime gal -,,,,,,,,
,,,,,,,,
DICK,,,,,,,,
Hi guys.,,,,,,,,
,,,,,,,,
"Alabama throws her arms around Dick, and gives him a quick kiss. After she breaks, Clarence does the same. Clarence and Alabama walk right past Dick and into his apartment.",,,,,,,,
,,,,,,,,
CLARENCE,,,,,,,,
Wow. Neat place.,,,,,,,,
,,,,,,,,
,,,,,,,,
INT. PINK'S HOT-DOG STAND - DAY,,,,,,,,
,,,,,,,,
The Pink's employees work like skilled Benihana chefs as they assemble the ultimate masterpiece hot-dog.,,,,,,,,
,,,,,,,,
,,,,,,,,
EXT. PINK'S HOT-DOG STAND - PATIO - DAY,,,,,,,,
,,,,,,,,
"Clarence, Alabama, and Dick are sitting at an outdoor table chowing down on chili dogs. Alabama is in the middle of a story.",,,,,,,,
,,,,,,,,
ALABAMA,,,,,,,,
"... when my mom went into labor, my dad panicked. He never had a kid ",,,,,,,,
"before, and crashed the car. Now, picture this: their car's demolished, ",,,,,,,,
"crowd is starting to gather, my mom is yelling, going into contractions, ",,,,,,,,
"and my dad, who was losing it before, is now completely screaming yellow ",,,,,,,,
"zonkers. Then, out of nowhere, as if from thin air, this big giant bus ",,,,,,,,
"appears, and the bus-driver says, ""Get her in here."". He forgot all about ",,,,,,,,
"his route and just drove straight to the hospital. So, because he was such ",,,,,,,,
"a nice guy, they wanted to name the baby after him, as a sign of gratitude. ",,,,,,,,
"Well, his name was Waldo, and no matter how grateful they were, even if ",,,,,,,,
"I'da been a boy, they would't call me Waldo. So they asked Waldo where he ",,,,,,,,
"was from. And, so there you go.",,,,,,,,
,,,,,,,,
CLARENCE,,,,,,,,
And here we are.,,,,,,,,
,,,,,,,,
DICK,,,,,,,,
That's a pretty amazing story.,,,,,,,,
,,,,,,,,
CLARENCE,,,,,,,,
"Well, she's a pretty amazing girl. What are women like out here?",,,,,,,,
,,,,,,,,
DICK,,,,,,,,
"Just like in Detroit, only skinnier.",,,,,,,,
,,,,,,,,
CLARENCE,,,,,,,,
You goin' out?,,,,,,,,
,,,,,,,,
DICK,,,,,,,,
"Well, for the past couple of years I've been goin' out with girls from my ",,,,,,,,
acting class.,,,,,,,,
,,,,,,,,
CLARENCE,,,,,,,,
Good for you.,,,,,,,,
,,,,,,,,
DICK,,,,,,,,
What's so fuckin' good about it? Actresses are the most fucked-in-the-head ,,,,,,,,
bunch of women in the world. It's like they gotta pass a test of emotional ,,,,,,,,
"instability before they can get their SAG card. Oh, guess what? I had a ",,,,,,,,
"really good reading for ""T.J. Hooker"" the other day.",,,,,,,,
,,,,,,,,
ALABAMA,,,,,,,,
"You're gonna be on ""T.J. Hooker""?",,,,,,,,
,,,,,,,,
DICK,,,,,,,,
Knock wood.,,,,,,,,
,,,,,,,,
He knocks the table and then looks at it.,,,,,,,,
,,,,,,,,
DICK,,,,,,,,
... formica. I did real well. I think she liked me.,,,,,,,,
,,,,,,,,
CLARENCE,,,,,,,,
Did you meet Captain Kirk?,,,,,,,,
,,,,,,,,
DICK,,,,,,,,
"You don't meet him in the audition. That comes later. Hope, hope.",,,,,,,,
,,,,,,,,
ALABAMA,,,,,,,,
(finishing her hot-dog),,,,,,,,
That was so good I am gonna have another.,,,,,,,,
,,,,,,,,
DICK,,,,,,,,
You can't have just one.,,,,,,,,
,,,,,,,,
Alabama leaves to get another hot-dog. Clarence never takes his eyes off her.,,,,,,,,
,,,,,,,,
DICK,,,,,,,,
How much of that letter was on the up and up?,,,,,,,,
,,,,,,,,
CLARENCE,,,,,,,,
Every word of it.,,,,,,,,
,,,,,,,,
Dick sees where Clarence's attention is.,,,,,,,,
,,,,,,,,
DICK,,,,,,,,
"You're really in love, aren't you?",,,,,,,,
,,,,,,,,
CLARENCE,,,,,,,,
For the very first time in my life.,,,,,,,,
(pause),,,,,,,,
Do you know what that's like?,,,,,,,,
,,,,,,,,
Clarence is so intense Dick doesn't know how to answer.,,,,,,,,
,,,,,,,,
DICK,,,,,,,,
(regretfully),,,,,,,,
"No, I don't",,,,,,,,
(he looks at Alabama),,,,,,,,
How did you two meet?,,,,,,,,
,,,,,,,,
Clarence leans back thoughtfully and takes a sip from his Hebrew cream soda.,,,,,,,,
,,,,,,,,
CLARENCE,,,,,,,,
Do you remember The Lyric?,,,,,,,,
,,,,,,,,
,,,,,,,,
INT. THE LYRIC THEATER - NIGHT,,,,,,,,
,,,,,,,,
"Sonny Chiba, as ""Streetfighter"" Terry Surki, drives into a group of guys, fists and feet flying and whips ass on the silver screen.",,,,,,,,
,,,,,,,,
"Clarence sits, legs over the back of the chair in front of him, nibbling on popcorn, eyes big as sourcers, and a big smile on his face.",,,,,,,,
,,,,,,,,
,,,,,,,,
EXT. THE LYRIC THEATER - NIGHT,,,,,,,,
,,,,,,,,
"A cab pulls up to the outside of The Lyric. The marquee carries the names of the triple feature: ""The Streetfighter"", ""Return of the Streetfighter"" and ""Sister Streetfighter"". Alabama steps out of the taxi cab and walks up to the box office.",,,,,,,,
,,,,,,,,
A box office girl reading comic looks at her.,,,,,,,,
,,,,,,,,
ALABAMA,,,,,,,,
One please.,,,,,,,,
,,,,,,,,
BOX OFFICE GIRL,,,,,,,,
Ninety-nine cents.,,,,,,,,
,,,,,,,,
ALABAMA,,,,,,,,
Which one is on now?,,,,,,,,
,,,,,,,,
BOX OFFICE GIRL,,,,,,,,
"""Return of the Streetfighter"". It's been on about forty-five minutes.",,,,,,,,
,,,,,,,,
,,,,,,,,
INT. THE LYRIC THEATER - LOBBY - NIGHT,,,,,,,,
,,,,,,,,
Alabama walks into the lobby and goes over to the concession stand. A young usher takes care of her.,,,,,,,,
,,,,,,,,
ALABAMA,,,,,,,,
"Can I have a medium popcorn? A super-large Mr. Pibb, and a box of Goobers.",,,,,,,,
,,,,,,,,
,,,,,,,,
INT.  THE LYRIC THEATER - NIGHT,,,,,,,,
,,,,,,,,
It's still assholes and elbows on the screen with Sonny Chiba taking on all-comers.,,,,,,,,
,,,,,,,,
Alabama walks through the doors with her bounty of food. She makes a quick scan of the theater. Not many people are there. She makes a beeline for the front whick happens to be Clarence's area of choice. She picks the row of seats just behind Clarence and starts asking her way down it.,,,,,,,,
,,,,,,,,
"Clarence turns and sees this beautiful girl all alone moving towards him. He turns his attention back to the screen, trying not to be so obvious.",,,,,,,,
,,,,,,,,
"When Alabama gets right behind Clarence, her foot thunks a discarded wine bottle, causing her to trip and spill her popcorn over Clarence.",,,,,,,,
,,,,,,,,
ALABAMA,,,,,,,,
"Oh, look what happened. Oh god, I'm so sorry. Are you OK?",,,,,,,,
,,,,,,,,
CLARENCE,,,,,,,,
Yeah. I'm fine. It didn't hurt.,,,,,,,,
,,,,,,,,
ALABAMA,,,,,,,,
I'm the clumsiest person in the world.,,,,,,,,
,,,,,,,,
CLARENCE,,,,,,,,
(picking popcorn out of his hair),,,,,,,,
It's OK. Don't worry about it. Accidents happen.,,,,,,,,
,,,,,,,,
ALABAMA,,,,,,,,
(picking popcorn out of his hair),,,,,,,,
What a wonderful philosophy. Thanks for being such a sweetheart. You could ,,,,,,,,
have been a real dick.,,,,,,,,
,,,,,,,,
Alabama sits back in her seat to watch the movie.,,,,,,,,
,,,,,,,,
"Clarence tries to wipe her out of his mind, which isn't easy, and get back into the movie.",,,,,,,,
,,,,,,,,
"They both watch the screen for a moment. Then, Alabama leans forward and taps Clarence on the shoulder.",,,,,,,,
,,,,,,,,
ALABAMA,,,,,,,,
Excuse me... I hate to bother you again. Would you mind too terribly ,,,,,,,,
filling me in on what I missed?,,,,,,,,
,,,,,,,,
Jumping on this opportunity.,,,,,,,,
,,,,,,,,
CLARENCE,,,,,,,,
"Not at all. I, this guy here, he's Sonny Chiba.",,,,,,,,
,,,,,,,,
ALABAMA,,,,,,,,
The oriental.,,,,,,,,
,,,,,,,,
CLARENCE,,,,,,,,
"The oriental in black. He's an assasin. Now, at the beginning he was hired ",,,,,,,,
to kill this guy the cops had. So he got himself arrested. They take him ,,,,,,,,
"into the police station. And he starts kickin' all the cops' asses. Now, ",,,,,,,,
"while keepin' them at bay, he finds the guy he was supposed to kill. Does a ",,,,,,,,
number on him. Kicks the cops' asses some more. Kicks the bars out of the ,,,,,,,,
window. And jumps out into a getaway car that was waiting for him.,,,,,,,,
,,,,,,,,
ALABAMA,,,,,,,,
Want some Goobers?,,,,,,,,
,,,,,,,,
CLARENCE,,,,,,,,
Thanks a lot.,,,,,,,,
,,,,,,,,
ALABAMA,,,,,,,,
I thought Sonny was the good guy.,,,,,,,,
,,,,,,,,
CLARENCE,,,,,,,,
He ain't so much good guy as he's just a bad motherfucker. Sonny don't be ,,,,,,,,
"bullshittin'. He fucks dudes up for life. Hold on, a fight scene's coming ",,,,,,,,
up.,,,,,,,,
,,,,,,,,
"They both watch, eyes wide, as Sonny Chiba kicks asses.",,,,,,,,
,,,,,,,,
