,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
                    playing gin rummy in the evenings.,,,,,,,,
"                    And did he cheat? Oh, he was",,,,,,,,
                    horrible!,,,,,,,,
,,,,,,,,
          ,,,,,,,,
          Muntz and Carl LAUGH.   Alpha interrupts.,,,,,,,,
,,,,,,,,
                              ALPHA,,,,,,,,
                        (high-pitched voice),,,,,,,,
"                    Master, dinner is ready.",,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
"                    Oh dear, broken translator.   It's",,,,,,,,
                    that loose wire again.,,,,,,,,
"                        (leans down, fixes it)",,,,,,,,
                    There you go big fella.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              ALPHA,,,,,,,,
                        (deep scary voice),,,,,,,,
                    Thank you Master.,,,,,,,,
          Russell reacts.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              RUSSELL,,,,,,,,
                    I liked his other voice.,,,,,,,,
          Muntz LAUGHS.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
"                    Well, dinner is served!    Right this",,,,,,,,
                    way.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                                                                    66.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
"          INT. DIRIGIBLE, DINING ROOM",,,,,,,,
,,,,,,,,
,,,,,,,,
          ,,,,,,,,
          Muntz leads Carl and Russell into the dining room and up to a,,,,,,,,
          large table.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
                    So how are things stateside?,,,,,,,,
                    Almost tempted to go back a few,,,,,,,,
"                    times, but I have unfinished work",,,,,,,,
                    here... Please.,,,,,,,,
          Dogs pull back chairs for them.   They sit.   Dog waiters place,,,,,,,,
          napkins on their laps.,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
                    I hope you're hungry because,,,,,,,,
                    Epsilon is the finest chef I've,,,,,,,,
                    ever had.,,,,,,,,
"          Dogs bring out covered plates, look at each other, and remove",,,,,,,,
          the silver plate covers at the same time. The meals look,,,,,,,,
          delicious.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
"                    Oh, Epsilon, you've done it again!",,,,,,,,
,,,,,,,,
                              RUSSELL,,,,,,,,
                    Yes!!,,,,,,,,
          Russell is served a hot dog.   His waiter can't resist and,,,,,,,,
          eats a bite.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              RUSSELL,,,,,,,,
                    Hey!,,,,,,,,
,,,,,,,,
          ,,,,,,,,
          Another dog pours some juice then takes a big slurp from his,,,,,,,,
          glass.,,,,,,,,
,,,,,,,,
                              RUSSELL,,,,,,,,
                    Hey!,,,,,,,,
,,,,,,,,
          ,,,,,,,,
"          Carl looks around, still enthralled.",,,,,,,,
,,,,,,,,
                              CARL,,,,,,,,
                    Oh my Ellie would have loved all,,,,,,,,
"                    this. You know, it's because of",,,,,,,,
                    you she had this dream to come down,,,,,,,,
                    here and live by Paradise Falls.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
"          He gestures toward HIS HOUSE, tethered outside the porthole",,,,,,,,
          window.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                                                                    67.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
                    I'm honored. And now you've made,,,,,,,,
                    it!,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              CARL,,,,,,,,
                    You're sure we're not a bother?,,,,,,,,
                    I'd hate to impose.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
                    No no! It's a pleasure to have,,,,,,,,
                    guests -- a real treat.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
          The dogs erupt into excited barking.,,,,,,,,
,,,,,,,,
                               DOG WALLA,,,,,,,,
                    Treat?!   Treat! I want a treat!,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
"                    No no, quiet! Calm down.     Calm",,,,,,,,
                    down...,,,,,,,,
          In the excitement a dog swipes the rest of Russell's hot dog.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                               RUSSELL,,,,,,,,
                    Hey!,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
,,,,,,,,
                        (CONT'D),,,,,,,,
                    Shouldn't've used that word...,,,,,,,,
                    Having guests is a delight. More,,,,,,,,
"                    often I get thieves, come to steal",,,,,,,,
                    what's rightfully mine.,,,,,,,,
,,,,,,,,
                               CARL,,,,,,,,
                    No!,,,,,,,,
,,,,,,,,
          ,,,,,,,,
          Muntz picks up a lantern and walks to the back of the room.,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
"                    They called me a fraud, those...",,,,,,,,
                    dah! But once I bring back this,,,,,,,,
"                    creature, my name will be cleared.",,,,,,,,
"          The lantern illuminates photographs, drawings, samples,",,,,,,,,
          feathers. Hundreds of them... all of THE BIRD. Kevin.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
          This is Muntz's obsession. He looks over to a full size,,,,,,,,
          skeleton.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
"                    Beautiful, isn't it? I've spent a",,,,,,,,
                    lifetime tracking it. Sometimes,,,,,,,,
                    years go by between sightings...,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                               (MORE),,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                                                                   68.,,,,,,,,
                              MUNTZ (cont'd),,,,,,,,
                    I've tried to smoke it out of that,,,,,,,,
                    deathly labyrinth where it lives...,,,,,,,,
"                    Can't go in after it. Once in,",,,,,,,,
                    there's no way out. Lost so many,,,,,,,,
                    dogs...,,,,,,,,
          Muntz is lost in reverie.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
"                    And here they come, these bandits,",,,,,,,,
                    and think the bird is theirs to,,,,,,,,
                    take! But they soon find that this,,,,,,,,
                    mountain is a very dangerous,,,,,,,,
                    place.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
          Distracted Russell finally notices the skeleton.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              RUSSELL,,,,,,,,
"                    Hey, that looks like Kevin!",,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                                 MUNTZ,,,,,,,,
"                    ""Kevin?""",,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                             RUSSELL,,,,,,,,
                    Yeah! That's my new giant bird,,,,,,,,
                    pet. I trained it to follow us.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
          Muntz and Alpha exchange glances.,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
                    Follow you? Impossible.      How?,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              RUSSELL,,,,,,,,
                    She likes chocolate.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
          Russell holds up a chocolate bar to show Muntz.,,,,,,,,
,,,,,,,,
                                 MUNTZ,,,,,,,,
                    Chocolate?,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              RUSSELL,,,,,,,,
"                    Yeah, I gave her some of my",,,,,,,,
                    chocolate. She goes ga-ga for it.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
          Carl swipes the chocolate from Russell and pockets it.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              CARL,,,,,,,,
                    But it ran off!      It's gone now.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
          Muntz stares.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
          He walks to a table full of flight helmets.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                                                                   69.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
"                    You know, Carl. These people who",,,,,,,,
"                    pass through here, they all tell",,,,,,,,
"                    pretty good stories. A ""Surveyor""",,,,,,,,
                    making a map.,,,,,,,,
"          Using his cane, Muntz topples a helmet from the table.   It",,,,,,,,
          rolls across the floor.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
"                    A ""Botanist"" cataloguing plants.",,,,,,,,
,,,,,,,,
          ,,,,,,,,
          Muntz topples another helmet.,,,,,,,,
          He lifts a third to show Carl.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
                    An old man taking his house to,,,,,,,,
                    Paradise Falls.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
          He drops the helmet.   It rolls to Carl's feet.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
                    That's the best one yet. I can't,,,,,,,,
                    wait to hear how it ends.,,,,,,,,
          Carl glances around nervously.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
"          Out the window, sitting on the roof of his house, sits THE",,,,,,,,
,,,,,,,,
          BIRD!,,,,,,,,
,,,,,,,,
                              CARL,,,,,,,,
                    Well! It's been a wonderful,,,,,,,,
"                    evening, but we'd better be going.",,,,,,,,
,,,,,,,,
          ,,,,,,,,
          Carl gets up and pulls Russell from the table.,,,,,,,,
,,,,,,,,
                              MUNTZ,,,,,,,,
"                    Oh, you're not leaving?",,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
                              CARL,,,,,,,,
                    We don't want to take advantage of,,,,,,,,
                    your hospitality. Come on Russell.,,,,,,,,
