,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
          computer -- a monitor screen IMAGE begins to show com-,,,,,,,,
          plex equations which Spock inspects -- he makes a,,,,,,,,
          further computer punch out and inspects a second  monitor ,,,,,,,,
          IMAGE of other equations. Only then does Spock seem to,,,,,,,,
          become aware of Kirk and Decker standing there with,,,,,,,,
          questioning expressions.,,,,,,,,
,,,,,,,,
                                  SPOCK,,,,,,,,
                            (continuing),,,,,,,,
                    I offer my services as Science,,,,,,,,
                    Officer.,,,,,,,,
,,,,,,,,
          Kirk starts to grin -- then remembers to wipe it off,,,,,,,,
          his face as he turns to Decker.,,,,,,,,
,,,,,,,,
                                  KIRK,,,,,,,,
                    If our Executive Officer has no,,,,,,,,
                    objections...?,,,,,,,,
,,,,,,,,
                                  DECKER,,,,,,,,
                            (interrupting),,,,,,,,
                    Of course not. I'm aware of,,,,,,,,
                    Mister Spock's qualifications.,,,,,,,,
,,,,,,,,
                                  KIRK,,,,,,,,
                            (grinning openly now;,,,,,,,,
"                             turns, calls)",,,,,,,,
"                    Mister Chekov, log Mister Spock's",,,,,,,,
                    Starfleet commission reactivated;,,,,,,,,
                    list him as Science Officer; both,,,,,,,,
                    effective immediately.,,,,,,,,
,,,,,,,,
      151   ANGLE TO INCLUDE ELEVATOR DOORS                             151,,,,,,,,
,,,,,,,,
          as they SNAP open -- McCoy and Chapel appear. Chapel,,,,,,,,
          sees Spock at the science console -- she moves in,,,,,,,,
"          quickly, overjoyed. Even McCoy seems pleased.",,,,,,,,
,,,,,,,,
                                  CHAPEL,,,,,,,,
                    Mr. Spock...!!!,,,,,,,,
,,,,,,,,
                                  McCOY,,,,,,,,
"                    So help me, I'm actually",,,,,,,,
                    pleased to see you.,,,,,,,,
,,,,,,,,
"          But as Chapel crosses to Spock, her pleased smile",,,,,,,,
"          brightening her whole face, Spock turns, dismisses her",,,,,,,,
          presence with a cold disinterested glance -- Chapel,,,,,,,,
"          stops, stands dumbfounded. Spock gives McCoy a similar",,,,,,,,
          glance - turns back to his console readings as:,,,,,,,,
,,,,,,,,
                                  UHURA,,,,,,,,
"                    That's how we all feel, Mister...",,,,,,,,
,,,,,,,,
          The same cold glance causes Uhura to stop in mid-,,,,,,,,
          sentence. Several grins directed toward Spock are now,,,,,,,,
          fading from bridge crew faces. Spock has turned back,,,,,,,,
          again for a last quick reading at the console and now,,,,,,,,
          stands -- totally ignoring everyone else as he speaks,,,,,,,,
"          coolly, unemotionally to Kirk:",,,,,,,,
    ,,,,,,,,
                                  SPOCK,,,,,,,,
"                    With your permission, I will now",,,,,,,,
                    discuss these fuel equations with,,,,,,,,
                    the Engineer.,,,,,,,,
,,,,,,,,
"          Kirk manages a nod, a bit dumbfounded himself at Spock's",,,,,,,,
          strange manner. Spock heads for the elevator -- puz-,,,,,,,,
          zled expressions from the entire bridge crew. Then,,,,,,,,
"          Kirk calls after him, very sincerely:",,,,,,,,
,,,,,,,,
                                  KIRK,,,,,,,,
"                    Mister Spock, welcome aboard!",,,,,,,,
,,,,,,,,
          Spock continues onto the elevator without any acknow-,,,,,,,,
"          ledgment, leaves. Kirk glances, perplexed, at McCoy.",,,,,,,,
"          McCoy, equally perplexed, shrugs.",,,,,,,,
,,,,,,,,
                                  McCOY,,,,,,,,
                    Never look a gift Vulcan in the,,,,,,,,
"                    ears, Jim.",,,,,,,,
,,,,,,,,
    152   EXT. SPACE - THE ENTERPRISE (S)                            152,,,,,,,,
,,,,,,,,
"          traveling past the stars, sub-warp. OVER this:",,,,,,,,
,,,,,,,,
                                  KIRK (V.O.),,,,,,,,
                            (buoyant),,,,,,,,
                    Captain's Log. Stardate 7413.4.,,,,,,,,
                    Thanks to Mr. Spock's timely,,,,,,,,
                    arrival - and assistance...,,,,,,,,
,,,,,,,,
    153   INT. ENGINEERING - SPOCK AND SCOTT                         153,,,,,,,,
          ,,,,,,,,
          Scott making an intermix chamber reading with a hand-,,,,,,,,
          held timer-temperature device which emits SIGNALS while,,,,,,,,
"          Spock now in regulation uniform and hair trim, makes",,,,,,,,
          adjustments in the circuitry of a panel complex. Dur-,,,,,,,,
"          ing the following, they will react as if they've solved",,,,,,,,
          the engine problem.,,,,,,,,
,,,,,,,,
                                  KIRK (V.O.),,,,,,,,
                            (continues),,,,,,,,
                    ... we have the engines rebalanced,,,,,,,,
                    into full warp capacity. Repair,,,,,,,,
                    time less than three hours...,,,,,,,,
,,,,,,,,
    154   INT. BRIDGE - ALL BRIDGE CREW EXCEPT SPOCK                 154,,,,,,,,
,,,,,,,,
"          Sulu at the helm, accelerating; just a touch of tense-",,,,,,,,
          ness in crew as they move toward the speed which,,,,,,,,
"          earlier threw them into the ""wormhole"" effect.",,,,,,,,
,,,,,,,,
                                  KIRK (V.O.),,,,,,,,
                            (continues),,,,,,,,
                    ... which means we will now be,,,,,,,,
                    able to intercept Intruder while,,,,,,,,
                    still more than a day from Earth.,,,,,,,,
,,,,,,,,
    155   ANGLE INCLUDING MAIN VIEWER (O)                            155,,,,,,,,
,,,,,,,,
          Stars accelerating as Sulu calls off:,,,,,,,,
,,,,,,,,
                        ,,,,,,,,
                                  SULU,,,,,,,,
                    Warp point eight... point nine...,,,,,,,,
,,,,,,,,
          The viewer shows the QUANTUM LEAP into warp drive. The,,,,,,,,
"          stars ahead shift, streak and congeal into WARP EFFECT",,,,,,,,
          MASS.,,,,,,,,
,,,,,,,,
                                  SULU,,,,,,,,
                            (continuing),,,,,,,,
"                    Warp one, sir.",,,,,,,,
,,,,,,,,
"          The others wait, then show relief as:",,,,,,,,
,,,,,,,,
                                  SULU,,,,,,,,
                            (continuing),,,,,,,,
"                    Warp two, sir... warp three...",,,,,,,,
,,,,,,,,
          He continues to seven.,,,,,,,,
,,,,,,,,
                                  SCOTT'S INTERCOM VOICE,,,,,,,,
                    Engineering to Bridge... New,,,,,,,,
                    intermix balance holding steady.,,,,,,,,
                    She's not even straining!,,,,,,,,
,,,,,,,,
    156   INT. OFFICER'S LOUNGE (O)                                  156,,,,,,,,
,,,,,,,,
"          Where, first, CAMERA SHOOTS THROUGH THE WINDOW, the",,,,,,,,
"          myriad of stars, space, the whole magnificent vista.",,,,,,,,
"          In the lounge, empty but for them, are Kirk and McCoy",,,,,,,,
"          -- obviously awaiting Spock, who ENTERS and presents",,,,,,,,
          himself cold and aloof as before:,,,,,,,,
,,,,,,,,
                                  SPOCK,,,,,,,,
"                    Reporting as ordered, Captain.",,,,,,,,
,,,,,,,,
                                  KIRK,,,,,,,,
"                    Sit down, please.",,,,,,,,
,,,,,,,,
"          Spock remains standing, addresses Kirk:",,,,,,,,
,,,,,,,,
                                  SPOCK,,,,,,,,
"                    Sir, I would appreciate Dr. McCoy",,,,,,,,
                    absenting himself from this,,,,,,,,
                    interview.,,,,,,,,
,,,,,,,,
                                  KIRK,,,,,,,,
                    I want him here.,,,,,,,,
                           (indicating),,,,,,,,
                    Sit down!,,,,,,,,
    ,,,,,,,,
"          For an instant, it looks like Spock will refuse. Then,",,,,,,,,
"          he complies but sits formally, rigidly. He ignores",,,,,,,,
          McCoy totally.,,,,,,,,
,,,,,,,,
                                  KIRK,,,,,,,,
                    You've reported that you felt,,,,,,,,
                    strong thought emotions. A,,,,,,,,
                    group of minds from a space,,,,,,,,
                    vessel? Could you make out any,,,,,,,,
"                    plan, anything to do with",,,,,,,,
                    Earth?,,,,,,,,
,,,,,,,,
                                  SPOCK,,,,,,,,
                            (still formally),,,,,,,,
"                    Negative, Captain. I could sense",,,,,,,,
                    only what seemed an almost,,,,,,,,
                    omniscient pattern of perfect,,,,,,,,
                    logic. I can explain nothing,,,,,,,,
                    more; I understand nothing more.,,,,,,,,
,,,,,,,,
          Kirk is clearly disappointed -- and a bit uncomfortable,,,,,,,,
          about what he must ask next. He exchanges a glance,,,,,,,,
"          with McCoy, then:",,,,,,,,
,,,,,,,,
                                  KIRK,,,,,,,,
                    Also -- there was nothing in your,,,,,,,,
                    report about why you're here.,,,,,,,,
,,,,,,,,
                                  SPOCK,,,,,,,,
                    That inquiry invades my personal,,,,,,,,
"                    life, Captain.",,,,,,,,
,,,,,,,,
                                  McCOY,,,,,,,,
"                    Spock, we've already guessed why",,,,,,,,
                    you're here...,,,,,,,,
,,,,,,,,
                                  KIRK,,,,,,,,
                    I inquired about you -- learned,,,,,,,,
                    you were studying with the,,,,,,,,
                    Masters...,,,,,,,,
