,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
                                     STANTON,,,,,,,,
"                         You hungry, son?",,,,,,,,
,,,,,,,,
                                     PETE,,,,,,,,
                         Yes. Very.,,,,,,,,
,,,,,,,,
                                     STANTON,,,,,,,,
                         Got any money?,,,,,,,,
,,,,,,,,
"               Pete rummages in his pants pockets, and comes up with three ",,,,,,,,
               quarters.,,,,,,,,
,,,,,,,,
                                     STANTON,,,,,,,,
                         Six bits. More'n enough to buy some ,,,,,,,,
                         breakfast. C'mon.,,,,,,,,
,,,,,,,,
               And they head across the street.,,,,,,,,
,,,,,,,,
                                                                    CUT TO:,,,,,,,,
,,,,,,,,
               A PLATE WITH TWO PIECES OF APPLE PIE,,,,,,,,
,,,,,,,,
               A fork comes into frame and tears into one of the slices.,,,,,,,,
,,,,,,,,
               WIDER,,,,,,,,
,,,,,,,,
               INT. MABEL'S DINER - DAY,,,,,,,,
,,,,,,,,
"               Pete is fairly shoveling the pie into his mouth, pausing ",,,,,,,,
               only to wash it down with gulps of coffee.,,,,,,,,
,,,,,,,,
               MABEL,,,,,,,,
,,,,,,,,
"               stands nearby, watching in amazement as her pie is consumed ",,,,,,,,
               in record time.,,,,,,,,
,,,,,,,,
"               Pete notices that Stanton and Mabel -- and the other PATRONS, ",,,,,,,,
               for that matter -- are watching his feeding frenzy. He stops ,,,,,,,,
"               in his tracks, and starts chewing leisurely. He smiles at ",,,,,,,,
               Mabel.,,,,,,,,
,,,,,,,,
                                     PETE,,,,,,,,
                              (mouth full),,,,,,,,
                         Pie's... good.,,,,,,,,
,,,,,,,,
                                     MABEL,,,,,,,,
                              (wryly),,,,,,,,
                         Like you could tell.,,,,,,,,
                              (to Stanton),,,,,,,,
                         Where'd you find him?,,,,,,,,
,,,,,,,,
                                     STANTON,,,,,,,,
                         Down by the wash.,,,,,,,,
,,,,,,,,
                                     MABEL,,,,,,,,
                         We gotta put a rail on that thing ,,,,,,,,
                         before someone else gets killed.,,,,,,,,
                              (to Pete),,,,,,,,
"                         Three people have died there, Mister.  ",,,,,,,,
                         You're lucky to be alive.,,,,,,,,
,,,,,,,,
                                     PETE,,,,,,,,
                              (draining the coffee ,,,,,,,,
                              cup),,,,,,,,
                         Thanks. More coffee?,,,,,,,,
,,,,,,,,
"               Mabel obliges. As she pours the coffee, she looks at Pete.",,,,,,,,
,,,,,,,,
                                     MABEL,,,,,,,,
"                         You know, you look familiar. You ",,,,,,,,
                         ever been in here before?,,,,,,,,
,,,,,,,,
               Pete shakes his head.,,,,,,,,
,,,,,,,,
                                     STANTON,,,,,,,,
"                         He don't remember who he is, Mabel. ",,,,,,,,
"                         Gonna take him to the Doc, as soon ",,,,,,,,
                         as he gets in.,,,,,,,,
,,,,,,,,
                                     MABEL,,,,,,,,
                              (distractedly),,,,,,,,
                         Doc should be in for his coffee and ,,,,,,,,
                         bear claw any minute...,,,,,,,,
                              (to Pete),,,,,,,,
                         You sure you never been in here?,,,,,,,,
,,,,,,,,
               Pete looks up at Mabel and smiles winningly.,,,,,,,,
,,,,,,,,
                                     PETE,,,,,,,,
                         I'd remember this pie.,,,,,,,,
,,,,,,,,
"               Mabel, thoroughly charmed, smiles back at Pete.",,,,,,,,
,,,,,,,,
                                     MABEL,,,,,,,,
                              (patting his hand),,,,,,,,
                         I'll just get you another piece.,,,,,,,,
,,,,,,,,
               EXT. COMMERCE STREET - DAY,,,,,,,,
,,,,,,,,
"               A stoop-shouldered little man in his late 60s, HARRY TRUMBO ",,,,,,,,
"               shambles along the street, headed for Mabel's Diner. There's ",,,,,,,,
"               a sadness about Harry, the world-weary melancholy of a man ",,,,,,,,
               who has little to smile about because he has little to care ,,,,,,,,
"               about. After a couple of steps, he's met up by DOC BEN ",,,,,,,,
"               LARDNER, a vigorous man in his 50s. He comes up behind Harry ",,,,,,,,
               and claps him on the back.,,,,,,,,
,,,,,,,,
                                     LARDNER,,,,,,,,
"                         'Mornin' Harry. Fine day, isn't it?",,,,,,,,
,,,,,,,,
                                     HARRY,,,,,,,,
"                         Morning, Doc. Yes, yes it looks just ",,,,,,,,
                         fine.,,,,,,,,
,,,,,,,,
                                     LARDNER,,,,,,,,
                         Plenty to do today?,,,,,,,,
,,,,,,,,
                                     HARRY,,,,,,,,
                              (vaguely),,,,,,,,
"                         Oh, yes, plenty. Plenty.",,,,,,,,
,,,,,,,,
               They're at the door of the diner. Doc opens it for Harry.,,,,,,,,
,,,,,,,,
                                     LARDNER,,,,,,,,
                         After you.,,,,,,,,
,,,,,,,,
               INT. MABEL'S DINER - DAY,,,,,,,,
,,,,,,,,
"               Lardner comes over to Mabel, who hands him a tall paper cup ",,,,,,,,
               of coffee and bags him a bear claw.,,,,,,,,
,,,,,,,,
                                     LARDNER,,,,,,,,
"                         Mornin' Mabel, Stan.",,,,,,,,
,,,,,,,,
                                     MABEL,,,,,,,,
                         Mornin' Doc. Got some new business ,,,,,,,,
                         for you today.,,,,,,,,
,,,,,,,,
"               Lardner and Pete make eye contact, and the doctor notices ",,,,,,,,
               the bump on his head.,,,,,,,,
,,,,,,,,
                                     LARDNER,,,,,,,,
"                         Hello, son. How'd that happen?",,,,,,,,
,,,,,,,,
                                     STANTON,,,,,,,,
                         He don't know. And he don't know his ,,,,,,,,
"                         name, neither. Found him down by the ",,,,,,,,
                         wash.,,,,,,,,
,,,,,,,,
                                     LARDNER,,,,,,,,
"                         You'd better come with me, son.",,,,,,,,
"                              (to Mabel, indicating ",,,,,,,,
                              the coffee and danish),,,,,,,,
                         On my tab?,,,,,,,,
,,,,,,,,
                                     MABEL,,,,,,,,
                         You bet.,,,,,,,,
,,,,,,,,
"               Lardner, Stanton and Pete rise and move to the door. Pete ",,,,,,,,
"               turns back, takes the three quarters out of his pocket, and ",,,,,,,,
"               puts them on the counter, smiling brightly at Mabel.",,,,,,,,
,,,,,,,,
                                     PETE,,,,,,,,
                         Thanks. Great pie.,,,,,,,,
,,,,,,,,
                                     MABEL,,,,,,,,
                              (blushing),,,,,,,,
                         You're welcome. Come again.,,,,,,,,
,,,,,,,,
               ON HARRY,,,,,,,,
,,,,,,,,
               seated at the opposite end of the counter. He glances up at ,,,,,,,,
               Pete.,,,,,,,,
,,,,,,,,
               HARRY'S POV,,,,,,,,
,,,,,,,,
               as Pete smiles at Mabel and turns to go.,,,,,,,,
,,,,,,,,
               ON HARRY,,,,,,,,
,,,,,,,,
"               His mouth falls open, his hand moves to cover it. He's just ",,,,,,,,
               seen a ghost...,,,,,,,,
,,,,,,,,
               HARRY'S POV - SLOW MOTION...,,,,,,,,
,,,,,,,,
               ...as the three men pass by the diner's window.,,,,,,,,
,,,,,,,,
               CLOSE - HARRY,,,,,,,,
,,,,,,,,
                                     HARRY,,,,,,,,
                              (wide eyed),,,,,,,,
                         Sweet Jesus...,,,,,,,,
,,,,,,,,
                                                                    CUT TO:,,,,,,,,
,,,,,,,,
               A FINGER --,,,,,,,,
,,,,,,,,
"               moving left-to-right, right-to-left through space.",,,,,,,,
,,,,,,,,
                                     LARDNER'S VOICE,,,,,,,,
                         Follow my finger. Just use your eyes. ,,,,,,,,
                         That's it. Good.,,,,,,,,
,,,,,,,,
               WIDER,,,,,,,,
,,,,,,,,
               INT. EXAMINATION ROOM - DAY,,,,,,,,
,,,,,,,,
               Doc Lardner is checking Pete's eyes. Pete sits on an ,,,,,,,,
"               examination table, his shirt off, his head freshly bandaged.",,,,,,,,
,,,,,,,,
"               Stanton lurks in the corner, Maggie curled at his feet.",,,,,,,,
,,,,,,,,
                                     STANTON,,,,,,,,
                         He was passed out cold. Maggie woke ,,,,,,,,
                         'im.,,,,,,,,
,,,,,,,,
                                     LARDNER,,,,,,,,
                         Uh-huh. He looks familiar.,,,,,,,,
                              (to Pete),,,,,,,,
"                         Open your mouth. Say ""ah.""",,,,,,,,
,,,,,,,,
