,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
                          MAX,,,,,,,,
"           Shit, I'm sorry.",,,,,,,,
                         ,,,,,,,,
                          JULIE,,,,,,,,
           It sucked but I managed. Read a lot. Had,,,,,,,,
           a few close friends. That's all you need.,,,,,,,,
"           It's quiet up there, dull but nice.",,,,,,,,
                         ,,,,,,,,
                          MAX,,,,,,,,
           It sounds it.,,,,,,,,
                         ,,,,,,,,
"           They get to her car, and he surprises her by kissing her. She",,,,,,,,
"           responds, after a hesitation.",,,,,,,,
                         ,,,,,,,,
          88 INT. JULIE'S CAR  EVENING 88,,,,,,,,
                         ,,,,,,,,
           Max sits tensely in the passenger seat.,,,,,,,,
                         ,,,,,,,,
                          MAX,,,,,,,,
           Look out for that truck!,,,,,,,,
                         ,,,,,,,,
           The truck's about two blocks away.,,,,,,,,
                         ,,,,,,,,
                          JULIE,,,,,,,,
           Will you relax? I know how to drive.,,,,,,,,
           95.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
                          MAX,,,,,,,,
           Watch the driveway!,,,,,,,,
                         ,,,,,,,,
                          JULIE,,,,,,,,
                          (ANNOYED),,,,,,,,
"           I've got it under control, Max!",,,,,,,,
                         ,,,,,,,,
                          MAX,,,,,,,,
"           Anyway, everyone's dying to meet you.",,,,,,,,
                         ,,,,,,,,
                          JULIE,,,,,,,,
"           Oh, yeah?",,,,,,,,
                         ,,,,,,,,
           She drags on her cigarette.,,,,,,,,
                         ,,,,,,,,
                          MAX,,,,,,,,
"           This is going to be fun. All my friends,",,,,,,,,
           meeting my girlfriend. It's going to be,,,,,,,,
           great.,,,,,,,,
                         ,,,,,,,,
                          JULIE,,,,,,,,
           Did you just call me your girlfriend?,,,,,,,,
                         ,,,,,,,,
                          MAX,,,,,,,,
"           Uh, yeah...",,,,,,,,
                         ,,,,,,,,
                          JULIE,,,,,,,,
                          (CONSIDERS),,,,,,,,
"           Ah well, I guess that's alright.",,,,,,,,
           Boyfriend.,,,,,,,,
                         ,,,,,,,,
           She looks at Max and smiles.,,,,,,,,
                         ,,,,,,,,
          89 INT. PRETENTIOUS CAFE -- EVENING 89,,,,,,,,
                         ,,,,,,,,
"           We PAN around a long table: Beth at one end, then Jen and",,,,,,,,
"           Sam, Charles (looking annoyed) and Sara, Tommy at the other",,,,,,,,
"           end, then Scott and Amanda, and two chairs. Everyone's",,,,,,,,
           talking and looking at menus.,,,,,,,,
                         ,,,,,,,,
"           Max and Julie enter. Max looks around, paranoid. He sees",,,,,,,,
"           Donna the waitress glaring at him, and hurries after Julie,",,,,,,,,
           who is already at the table introducing herself.,,,,,,,,
                         ,,,,,,,,
                          AMANDA,,,,,,,,
"           Beth, I can't believe you're graduating",,,,,,,,
           so early.,,,,,,,,
                         ,,,,,,,,
                          MAX,,,,,,,,
"           What, really?",,,,,,,,
           96.,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
                         ,,,,,,,,
                          BETH,,,,,,,,
           Yeah. I've spent my life learning how to,,,,,,,,
"           be a student, and at the end of the",,,,,,,,
           semester it will all be useless.,,,,,,,,
           Everybody already wants to know what I'm,,,,,,,,
"           going to do, and I have no idea. I",,,,,,,,
           started making up stories to tell people.,,,,,,,,
           An aunt asked me if I'm excited about,,,,,,,,
"           Chicago, and I couldn't remember if I'd",,,,,,,,
           said I was moving to the city or going to,,,,,,,,
           see the band.,,,,,,,,
                         ,,,,,,,,
                          CHARLES,,,,,,,,
"           Something similar once happened to me,",,,,,,,,
           except I didn't know Nashville Pussy was,,,,,,,,
           a band.,,,,,,,,
                         ,,,,,,,,
          Tommy laughs and blows tea out his nose.,,,,,,,,
                         ,,,,,,,,
