,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
disembarks but Harry stays on.,,,,,,,,
,,,,,,,,
                      HARRY,,,,,,,,
              (lisping),,,,,,,,
          See ya at the bottom...,,,,,,,,
,,,,,,,,
Harry and the chair lift swing around and start heading down,,,,,,,,
the hill.,,,,,,,,
,,,,,,,,
                                                        CUT TO:,,,,,,,,
,,,,,,,,
                                                          96.,,,,,,,,
,,,,,,,,
EXT. BOTTOM OF MOUNTAIN - DAY,,,,,,,,
,,,,,,,,
The chair lift comes back around with Harry still sitting on,,,,,,,,
"it, stuck to the bar. Two LITTLE KIDS climb on with him.",,,,,,,,
,,,,,,,,
                        HARRY,,,,,,,,
                (lisping),,,,,,,,
          Hi.,,,,,,,,
              (off their looks),,,,,,,,
"          Say, kids, you wouldn't happen to",,,,,,,,
"          have a cup of warm water, would you?",,,,,,,,
,,,,,,,,
The two kids just stare at him.,,,,,,,,
,,,,,,,,
                                                       CUT TO:,,,,,,,,
,,,,,,,,
INT. AVALANCHE BAR & GRILL - AFTERNOON,,,,,,,,
,,,,,,,,
A despondent   Lloyd's got a couple of empties in front of him,,,,,,,,
now. The bar   is open and there are a few CUSTOMERS sprinkled,,,,,,,,
about. Lloyd   takes a sip of his drink and looks up at the,,,,,,,,
clock on the   wall. It's 12:30.,,,,,,,,
,,,,,,,,
We see a pair of beautiful legs slide onto the stool next to,,,,,,,,
him. PAN OVER to reveal that it's the Athletic Beauty that,,,,,,,,
Harry had tried to pick up at the truck stop.,,,,,,,,
,,,,,,,,
                        ATHLETIC BEAUTY,,,,,,,,
          Hi.,,,,,,,,
,,,,,,,,
Lloyd GRUNTS a hello.,,,,,,,,
,,,,,,,,
                      ATHLETIC BEAUTY (CONT'D),,,,,,,,
"          Bad day, huh?",,,,,,,,
,,,,,,,,
Lloyd GRUNTS once more.,,,,,,,,
                      ATHLETIC BEAUTY (CONT'D),,,,,,,,
              (big smile),,,,,,,,
"          well don't worry, Mercury's supposed",,,,,,,,
          to be coming out or retrograde,,,,,,,,
          tonight. Things will get better.,,,,,,,,
,,,,,,,,
"AS LLOYD GRUNTS AGAIN, WE",,,,,,,,
,,,,,,,,
                                                       CUT TO:,,,,,,,,
,,,,,,,,
EXT. BASE LODGE - AFTERNOON,,,,,,,,
,,,,,,,,
Mary gracefully carves her way to the bottom of the hill and,,,,,,,,
stops with a snow-spraying flourish. She looks around the,,,,,,,,
outdoor patio for Harry. She spots something and does a DOUBLE-,,,,,,,,
TAKE.,,,,,,,,
,,,,,,,,
                                                           97.,,,,,,,,
,,,,,,,,
"MARY'S POV - HARRY IS SITTING AT A TABLE, STILL ATTACHED TO",,,,,,,,
THE CHAIR LIFT (WHICH,,,,,,,,
,,,,,,,,
has been removed from the cable). He's drinking a cup of,,,,,,,,
"coffee and trying to act nonchalant, espite the gawking of",,,,,,,,
the other SKIERS. There's a MIME performing in the b.g.,,,,,,,,
,,,,,,,,
BACK TO SCENE,,,,,,,,
,,,,,,,,
                      MARY,,,,,,,,
"          My god. Harry, are you okay?",,,,,,,,
,,,,,,,,
                      HARRY,,,,,,,,
              (lisping),,,,,,,,
"          I'm fine, I'm fine. It'll come off.",,,,,,,,
,,,,,,,,
                                                        CUT TO:,,,,,,,,
,,,,,,,,
CLOSE UP of Harry's head through a RIFLE SCOPE. REVERSE ANGLE,,,,,,,,
to reveal J.P. Shay a few hundred feet up the hill with a,,,,,,,,
high-powered rifle trained on Harry.,,,,,,,,
,,,,,,,,
