,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
                  best marshal I've got! He's a,,,,,,,,
                  genius.,,,,,,,,
                          (off West's,,,,,,,,
                           incredulous look),,,,,,,,
                  Gordon has proven himself time and,,,,,,,,
                  again as a very cunning operator,,,,,,,,
                  with a rapacious intellect.,,,,,,,,
                  Nothing will stop him from,,,,,,,,
                  completing a mission for his,,,,,,,,
                  President... except the impulsive,,,,,,,,
                  actions of a headstrong cowboy!,,,,,,,,
,,,,,,,,
     West just looks at him soberly. Draws his gun and,,,,,,,,
     places it against the President's head. Grant's eyes,,,,,,,,
     widen.,,,,,,,,
,,,,,,,,
                                  WEST,,,,,,,,
                  Who are you?,,,,,,,,
,,,,,,,,
                                PRESIDENT GRANT,,,,,,,,
                  I am the President of the United,,,,,,,,
                  States!,,,,,,,,
,,,,,,,,
     West points the GUN to the ceiling and pulls the trigger.,,,,,,,,
     BLAM!!! As Grant jumps a foot and plaster rains down...,,,,,,,,
,,,,,,,,
                                  WEST,,,,,,,,
                  Wrong answer.    Who are you?,,,,,,,,
,,,,,,,,
                                PRESIDENT GRANT,,,,,,,,
                  I am the President of...,,,,,,,,
                         (as West cocks gun),,,,,,,,
                  ... I'm Artemus Gordon.,,,,,,,,
,,,,,,,,
                                                       (CONTINUED),,,,,,,,
,,,,,,,,
                                                               20.,,,,,,,,
,,,,,,,,
35   CONTINUED:    (2)                                               35,,,,,,,,
,,,,,,,,
"     West lowers his gun, nods at Gordon's class ring.",,,,,,,,
,,,,,,,,
                                WEST,,,,,,,,
                  The President went to West Point,,,,,,,,
                  ... not Harvard.,,,,,,,,
,,,,,,,,
                                PRESIDENT GRANT (O.S.),,,,,,,,
                  Will somebody tell me what the,,,,,,,,
                  hell this stunt is all about!?!,,,,,,,,
,,,,,,,,
,,,,,,,,
36   INT. WHITE HOUSE - OVAL OFFICE - SIDE DOORWAY -                 36,,,,,,,,
     PRESIDENT GRANT - DAY,,,,,,,,
,,,,,,,,
"     (the real one) stands in the doorway, hands on hips,",,,,,,,,
     surrounded by his house detectives -- their guns drawn.,,,,,,,,
     West nudges the fake Grant in the fake belly with his gun,,,,,,,,
"     barrel -- go ahead. Sheepishly, Gordon starts peeling",,,,,,,,
"     off his primitive, but effective, facial prosthetics.",,,,,,,,
,,,,,,,,
                                GORDON,,,,,,,,
"                  Sir, in perilous times like these,",,,,,,,,
                  I was simply illustrating how,,,,,,,,
                  someone impersonating you could,,,,,,,,
                  actually walk right into the very,,,,,,,,
                  bowels of the White House...,,,,,,,,
,,,,,,,,
"     Just as Gordon makes his intestinal allusion, West takes",,,,,,,,
     a ceremonial bayonet off Grant's desk and pokes a hole in,,,,,,,,
     the inflated bladder that was his fake paunch. The AIR,,,,,,,,
"     HISSES out, finishes deflating with a flatulent R-R-RIP.",,,,,,,,
"     (Hey, the first whoopee cushion?)",,,,,,,,
,,,,,,,,
     Gordon scowls at him.,,,,,,,,
,,,,,,,,
                                PRESIDENT GRANT,,,,,,,,
"                  You're clever, Gordon. One day",,,,,,,,
                  it'll get you killed.,,,,,,,,
,,,,,,,,
     West smirks as Grant looks up at the bullet hole in the,,,,,,,,
"     ceiling, then fixes West with a disapproving eye.",,,,,,,,
,,,,,,,,
