,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
          continue this now that you know for a,,,,,,,,
          fact that he is nuts?,,,,,,,,
                                                         49.,,,,,,,,
,,,,,,,,
,,,,,,,,
                       ZOEY,,,,,,,,
          I'm too far into this now. I don't have a,,,,,,,,
          choice.,,,,,,,,
,,,,,,,,
Zoey picks the documents up and places them in the,,,,,,,,
folder. She then tosses the folder on the coffee table.,,,,,,,,
,,,,,,,,
                       JACK,,,,,,,,
          Why don't you let us save you? Please,,,,,,,,
          Zoey.,,,,,,,,
,,,,,,,,
                       ZOEY,,,,,,,,
          Let me be guys.,,,,,,,,
,,,,,,,,
"Zoey walks to her bedroom, leaving Anna and Jack",,,,,,,,
exhausted.,,,,,,,,
,,,,,,,,
,,,,,,,,
ZOEY AND ANNA'S APARTMENT-EARLY MORNING,,,,,,,,
,,,,,,,,
"The apartment is quiet. Anna no where in sight, more than",,,,,,,,
likely in her room sleeping.,,,,,,,,
,,,,,,,,
"Jack is passed out on the couch. Zoey walks in, it's",,,,,,,,
obvious she hasn't slept all night.,,,,,,,,
,,,,,,,,
She scoots Jack's legs over and sits on the couch. She,,,,,,,,
proceeds to pick up the file folder.,,,,,,,,
,,,,,,,,
She starts thumbing through the documents. After a few,,,,,,,,
moments she finds one of interest.,,,,,,,,
,,,,,,,,
She reaches over and pushes Jack.,,,,,,,,
,,,,,,,,
                       JACK,,,,,,,,
          (rousing up),,,,,,,,
          Ehhh...what? You better be a hot bear of,,,,,,,,
          a man.,,,,,,,,
,,,,,,,,
Jack looks up and sees Zoey.,,,,,,,,
,,,,,,,,
                       JACK (CONT'D),,,,,,,,
          Or Zoey...What do you need hun?,,,,,,,,
,,,,,,,,
Zoey hands Jack a document from the folder.,,,,,,,,
,,,,,,,,
                         ZOEY,,,,,,,,
          What's this?,,,,,,,,
,,,,,,,,
Jack's eyes try to focus on the document.,,,,,,,,
,,,,,,,,
                       JACK,,,,,,,,
          Looks like a room list from the psych,,,,,,,,
          hospital.,,,,,,,,
                                                        50.,,,,,,,,
,,,,,,,,
,,,,,,,,
                       ZOEY,,,,,,,,
          I gathered that. Under Quinn's room...,,,,,,,,
,,,,,,,,
                       JACK,,,,,,,,
          Quinn and his roommate is listed.,,,,,,,,
,,,,,,,,
                       ZOEY,,,,,,,,
          Quinn's roommate was Ryan Blood?,,,,,,,,
,,,,,,,,
                       JACK,,,,,,,,
          Yeah...looks that way.,,,,,,,,
,,,,,,,,
                         ZOEY,,,,,,,,
          Ah fuck.,,,,,,,,
,,,,,,,,
                                              JUMP CUT TO:,,,,,,,,
,,,,,,,,
TITLE CARD: 1 DAY LEFT,,,,,,,,
,,,,,,,,
,,,,,,,,
EXT. OPEN FIELD-DAY,,,,,,,,
,,,,,,,,
Louis stares out into the open field. A gust of wind,,,,,,,,
blows through his hair.,,,,,,,,
,,,,,,,,
Ryan Blood comes up from behind and pats Louis on the,,,,,,,,
back.,,,,,,,,
,,,,,,,,
                       RYAN BLOOD,,,,,,,,
          We need to talk.,,,,,,,,
,,,,,,,,
Louis turns around to face Ryan.,,,,,,,,
,,,,,,,,
                         LOUIS,,,,,,,,
          About?,,,,,,,,
                         RYAN BLOOD,,,,,,,,
          Strategy.,,,,,,,,
,,,,,,,,
                         LOUIS,,,,,,,,
          Strategy?,,,,,,,,
,,,,,,,,
                       RYAN BLOOD,,,,,,,,
          Yes. I have a method-,,,,,,,,
,,,,,,,,
                       LOUIS,,,,,,,,
          -I have to hear this.,,,,,,,,
,,,,,,,,
                       RYAN BLOOD,,,,,,,,
          A 12 point system-,,,,,,,,
,,,,,,,,
                       LOUIS,,,,,,,,
          (confused),,,,,,,,
          - Like 12 steps?,,,,,,,,
                                                      51.,,,,,,,,
,,,,,,,,
,,,,,,,,
                       RYAN BLOOD,,,,,,,,
          Exactly. It's a sure fire plan to throw,,,,,,,,
          Quinn off of his game,,,,,,,,
,,,,,,,,
Louis laughs.,,,,,,,,
,,,,,,,,
                       LOUIS,,,,,,,,
          Oh I am so all ears.,,,,,,,,
,,,,,,,,
                       RYAN BLOOD,,,,,,,,
          Well the first thing you need is a battle,,,,,,,,
          cry.,,,,,,,,
,,,,,,,,
                       LOUIS,,,,,,,,
          Excuse me? A battle cry?,,,,,,,,
,,,,,,,,
                       RYAN BLOOD,,,,,,,,
          Yes a battle cry. Every great warrior has,,,,,,,,
          one.,,,,,,,,
,,,,,,,,
                       LOUIS,,,,,,,,
          And a battle cry is going to give me the,,,,,,,,
          advantage in battle?,,,,,,,,
,,,,,,,,
                       RYAN BLOOD,,,,,,,,
          Of course it will. Why don't you try one,,,,,,,,
          out?,,,,,,,,
,,,,,,,,
                       LOUIS,,,,,,,,
          What?,,,,,,,,
,,,,,,,,
                       RYAN BLOOD,,,,,,,,
"          Yeah, try one out right now. It's",,,,,,,,
          liberating.,,,,,,,,
,,,,,,,,
                       LOUIS,,,,,,,,
          I'd rather not.,,,,,,,,
,,,,,,,,
                       RYAN BLOOD,,,,,,,,
          Come on.,,,,,,,,
,,,,,,,,
                       LOUIS,,,,,,,,
          (extremely confused),,,,,,,,
          Right here?,,,,,,,,
,,,,,,,,
                       RYAN BLOOD,,,,,,,,
          Here I'll go first-,,,,,,,,
,,,,,,,,
Ryan let's out a scream that sounds as though he is being,,,,,,,,
sodomized.,,,,,,,,
,,,,,,,,
                       LOUIS,,,,,,,,
          That was...interesting.,,,,,,,,
