,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
          Rhymer hears the ranges HISSING and FIRES. CHOOM! The gas,,,,,,,,
"          fireballs, catches Scarecrow full-on sideways. He squeals,",,,,,,,,
          reels. Burning jaw-beasts writhe and howl.,,,,,,,,
"          Rain falls to the floor, dropping the coyote coin. It spins",,,,,,,,
          furiously as we --,,,,,,,,
,,,,,,,,
                          CUT TO:,,,,,,,,
,,,,,,,,
          EXT. COASTAL HIGHWAY - NIGHT,,,,,,,,
,,,,,,,,
           Blaze. Coming back. Ninety_ One hundred. Wind tears,,,,,,,,
"           wildly at his hair, jacket. The bike shudders. The",,,,,,,,
          tachometer edges upwards --,,,,,,,,
          One twenty. One twenty-five. Nitrous booster. The Norton,,,,,,,,
          SCREAMS. One thirty. One forty. One fifty --,,,,,,,,
          HEAT streams off Blaze. FLAMES wisp from his nostrils. One,,,,,,,,
          sixty. One seventy.,,,,,,,,
          The tachometer SHATTERS. The engine smokes. The bike,,,,,,,,
"          SHRIEKS, pushing the edge of mechanical reason.",,,,,,,,
          FLAMES explode from Blaze's mouth and eyes. His hands,,,,,,,,
          ignite. He CRIES OUT in agony. His body alters violently.,,,,,,,,
          His face warps. Bones crack and shift. Flesh shrinks and,,,,,,,,
          tightens as the skull-visage emerges.,,,,,,,,
"          The bike changes too, red heat spreading throughout.",,,,,,,,
          Tortured metal SCREECHES. Straining machinery pops and,,,,,,,,
"          bulges. Shafts lengthen into skeletal ""bones"". The saddle",,,,,,,,
          slouches. The tank distends --,,,,,,,,
"          WHOOMPF! The wheels ignite, then the whole bike. HELLFIRE",,,,,,,,
"          streams, an extension of Blaze's rage.",,,,,,,,
          Blaze SCREAMS from the pit of his soul as the Ghost Rider,,,,,,,,
"          claws itself into being, more manifest that ever before --",,,,,,,,
          And that's when the bike really accelerates -,,,,,,,,
          -- so fast that its air wake churns the dust on each side.,,,,,,,,
,,,,,,,,
                         (CONTINUED),,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
          107.,,,,,,,,
,,,,,,,,
                         CONTINUED:,,,,,,,,
          so fast that molten asphalt spumes from behind like lava.,,,,,,,,
          -- so fast that the goddamn camera can barely catch it and --,,,,,,,,
"          B-BOOM!!! The hellcycle breaks MACH 1, SONIC BOOMS rocking",,,,,,,,
          the landscape as we --,,,,,,,,
,,,,,,,,
                         CUT TO:,,,,,,,,
,,,,,,,,
          INT. MISSION - NIGHT,,,,,,,,
,,,,,,,,
"          -- the Scarecrow, savagely burnt by the blast, but",,,,,,,,
"          unstoppable. He rises, cocks his head, hears something --",,,,,,,,
,,,,,,,,
"          VARIOUS ANGLES - DINING ROOM, KITCHEN, STAIRCASE",,,,,,,,
          The jaw-beasts_ The razor birds. All pause. All listen.,,,,,,,,
          They know something's coming. Something fast. Something bad.,,,,,,,,
          We hear it now too -- the WHINE of an APPROACHING ENGINE.,,,,,,,,
,,,,,,,,
          ON THE COYOTE COIN,,,,,,,,
"          wobbling to a stop, coyote side up.",,,,,,,,
"          Realizing what's about to happen, the Scarecrow lets loose a",,,,,,,,
          GHASTLY WAIL and --,,,,,,,,
,,,,,,,,
          THE GHOST RIDER,,,,,,,,
"          erupts through the wall in DEEP SLOW MOTION, sending forth a",,,,,,,,
"          majestic tsunami of fire and debris. The monster bike skids,",,,,,,,,
          carves floorboards like matchwood --,,,,,,,,
,,,,,,,,
          JAW-BEASTS AND RAZOR BIRDS,,,,,,,,
          hurl themselves out of its scorching path --,,,,,,,,
"          The Ghost Rider vaults from the saddle, sends the bike",,,,,,,,
"          spinning at the scurrying monsters. It ninepins a few, takes",,,,,,,,
          out the rest as it impacts the wall like a nuke --,,,,,,,,
,,,,,,,,
                         THE CROW-THINGS,,,,,,,,
"          are vanquished, squealing and flopping like living cinders.",,,,,,,,
,,,,,,,,
"          BUT THE JAW-BEASTS RECOVER,",,,,,,,,
"          still aflame but very much alive. If anything, they seem",,,,,,,,
"          emboldened by the fire. They circle the Ghost Rider, more",,,,,,,,
          and more of them joining the pack.,,,,,,,,
,,,,,,,,
                         (CONTINUED),,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
          108.,,,,,,,,
,,,,,,,,
                         CONTINUED:,,,,,,,,
,,,,,,,,
          THE GHOST RIDER,,,,,,,,
          readies his chains. The jaw-beasts attack. Three dozen,,,,,,,,
          horrors pouncing and GNASHING. The Ghost Rider takes them.-,,,,,,,,
"          Chains, flames, sheer power and force --",,,,,,,,
          Spines snap. Lupine skulls burn. The Ghost Rider tears the,,,,,,,,
          monsters limb from limb. The room becomes the Seventh Circle,,,,,,,,
"          of Hell, and at the heart of the Inferno, the Ghost Rider",,,,,,,,
          exults in the slaughter --,,,,,,,,
"          The whole mission is ablaze now, fire and churning smoke",,,,,,,,
"          consuming everything in its path. Rhymer, Rain, and Tolbein",,,,,,,,
          run for their lives.,,,,,,,,
,,,,,,,,
          INT. MISSION - DORMITORY - NIGHT,,,,,,,,
,,,,,,,,
"          Rain, Rhymer and Tolbein are trapped. Fire has cut them off.",,,,,,,,
"          They back their way towards the rear of the building, peer",,,,,,,,
          out the windows --,,,,,,,,
,,,,,,,,
                         THEIR POV:,,,,,,,,
          a hundred foot drop straight down to the highway.,,,,,,,,
,,,,,,,,
                         TOLBEIN,,,,,,,,
          There's no way down from here!,,,,,,,,
          CRACK! The door behind them splinters. The Scarecrow's,,,,,,,,
          found them once again.,,,,,,,,
,,,,,,,,
          INT. MISSION - DINING ROOM - NIGHT,,,,,,,,
,,,,,,,,
          The Ghost Rider is having difficulty with the jaw-beasts.,,,,,,,,
          His fire burns them but they just keep coming -- blackened,,,,,,,,
"          skeletal demons, possessed of an unstoppable ferocity --",,,,,,,,
"          For every one he throws aside, two more seem to take its",,,,,,,,
"          place. He can wound them, sear the flesh from their bones,",,,,,,,,
"          but still they pile on, sinking their teeth into his skeletal",,,,,,,,
"          flesh, CRUNCHING through his hollow rib-cage --",,,,,,,,
"          The Ghost Rider SHRIEKS in pain, TEARS one from his back,",,,,,,,,
"          SNAPS another's spine, PUNCHES a fist through a third's",,,,,,,,
"          gnashing muzzle. He falls back through a doorway, onto --",,,,,,,,
,,,,,,,,
                         A STAIRCASE,,,,,,,,
"          And still, they attack. And now the Ghost Rider is",,,,,,,,
"          weakening. He stumbles on the steps, falls to his knees.",,,,,,,,
          The fiends pile atop his back --,,,,,,,,
,,,,,,,,
                         (CONTINUED),,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
          109.,,,,,,,,
,,,,,,,,
                         CONTINUED:,,,,,,,,
"          Summoning all his power, the Ghost Rider emits a SHOCKWAVE OF",,,,,,,,
"          FLAME, a HEAT-BOMB that blasts the creatures clean off him.",,,,,,,,
,,,,,,,,
          INT. MISSION - DORMITORY - NIGHT,,,,,,,,
,,,,,,,,
          The SHOCKWAVE shakes the room. FIRE belches through the,,,,,,,,
          splintered doorway --,,,,,,,,
          -- but the Scarecrow scarcely notices. He's flinging dorm,,,,,,,,
"          beds left and right, HOWLING and GROANING as he hunts for --",,,,,,,,
,,,,,,,,
                         RAIN,,,,,,,,
          huddled beneath a flimsy bed-frame.,,,,,,,,
,,,,,,,,
                         SCARECROW,,,,,,,,
,,,,,,,,
          RAAAAINNN! RAAINN!,,,,,,,,
          The Scarecrow hurls aside a bed and finds Tolbein. He,,,,,,,,
"          reaches for the man, sinking his spindly finger's into",,,,,,,,
"           Tolbein's chest. Tolbein SCREAMS, instantly shrivelling,",,,,,,,,
          corroding into dust --,,,,,,,,
           The Scarecrow hurls aside yet another bed and finds --,,,,,,,,
,,,,,,,,
                         RHYMER,,,,,,,,
"          aiming his shotgun, point-blank range! BLAM! The BLAST",,,,,,,,
          Takes a chunk out of the Scarecrow's face.,,,,,,,,
,,,,,,,,
          INT. MISSION - THE STAIRS - THAT MOMENT,,,,,,,,
,,,,,,,,
          All Hell breaks loose. The Ghost Rider unleashes wave after,,,,,,,,
"          wave of HELLFIRE, incinerating the hounds as they leap",,,,,,,,
"          towards him, fighting his way up and up the steps --",,,,,,,,
,,,,,,,,
          INT. MISSION - DORMITORY - NIGHT,,,,,,,,
,,,,,,,,
          BLAM! Another BLAST chews apart the Scarecrow's neck. The,,,,,,,,
"          monstrosity staggers, then lurches forward, grabbing the",,,,,,,,
"          barrel of the shotgun, instantly corroding it --",,,,,,,,
          The wave of corrosion swarms up the stock while towards,,,,,,,,
"          Rhymer's hands and he drops the gun, rolling away, scooping",,,,,,,,
          up Rain as he runs towards the bathroom --,,,,,,,,
,,,,,,,,
"          BACK TO THE SCARECROW,",,,,,,,,
"          recovering, his makeshift flesh knitting itself back together.",,,,,,,,
"          Flames kiss his body, causing sodden particles on his frame to",,,,,,,,
"          SIZZLE and POP -- but because his decayed flesh is so wet, he",,,,,,,,
          never ignites.,,,,,,,,
,,,,,,,,
                         (CONTINUED),,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
          110.,,,,,,,,
,,,,,,,,
                         CONTINUED:,,,,,,,,
          Enkindled BUZZING bug-ember things swirl around the,,,,,,,,
"          Scarecrow's head in a halo, impossibly alive- He stumbles",,,,,,,,
          after Rhymer and Rain into,,,,,,,,
,,,,,,,,
                         THE BATHROOM,,,,,,,,
          A claustrophobic box of stalls and urinals. Rhymer and Rain,,,,,,,,
"          are nowhere to be seen. Enraged, the Scarecrow tears into",,,,,,,,
"           the stalls, ripping them aside one by one --",,,,,,,,
,,,,,,,,
          INT. MISSION - THE STAIRS - THAT MOMENT,,,,,,,,
,,,,,,,,
"           The Ghost Rider advances, hurling jaw-beasts left and right --",,,,,,,,
,,,,,,,,
          INT. MISSION - BATHROOM - NIGHT,,,,,,,,
,,,,,,,,
"          The Scarecrow rends the last stall asunder, finds Rain and",,,,,,,,
"          Rhymer cowering like bugs. He looms above Rain, beetle-",,,,,,,,
"          fingers clutching, flashing a rotted rictus-grin --",,,,,,,,
,,,,,,,,
                         SCARECROW,,,,,,,,
,,,,,,,,
          -- GOT YOU'.,,,,,,,,
,,,,,,,,
                         RED-HOT CHAINS,,,,,,,,
          whip viciously around the Scarecrow's sodden head and torso.,,,,,,,,
"          He's wrenched backwards, hauled out of the bathroom and",,,,,,,,
          SLAMMED across the dormitory into the opposite wall --,,,,,,,,
,,,,,,,,
          EXT. MISSION - NIGHT,,,,,,,,
,,,,,,,,
"          The wall fractures. Debris falls, tumbling hundreds of feet",,,,,,,,
          down to the highway below.,,,,,,,,
,,,,,,,,
          INT. MISSION - DORMITORY - NIGHT,,,,,,,,
,,,,,,,,
"          The Scarecrow recovers, SEES the room ablaze. SEES a swathe",,,,,,,,
"          of blackened, twitching jaw-beast skeletons leading from the",,,,,,,,
          doorway to --,,,,,,,,
,,,,,,,,
          THE GHOST RIDER,,,,,,,,
"          At the other end of the chains. More accurately,",,,,,,,,
