,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
"                   shifts in his seat, hesitant to take the plunge. Kirk ",,,,,,,,
                   is drumming his fingers impatiently on his leg. ,,,,,,,,
"                   Finally, Harriman takes a breath and straightens his ",,,,,,,,
                   jacket a bit.,,,,,,,,
,,,,,,,,
                                           HARRIMAN,,,,,,,,
"                             Well, then... I guess it's up to ",,,,,,,,
                             us. ,,,,,,,,
                                      (to Demora) ,,,,,,,,
"                             Helm, lay in an intercept course ",,,,,,,,
                             and engage at maximum warp.,,,,,,,,
,,,,,,,,
"                   Kirk fidgets in his chair, itching to get in on the ",,,,,,,,
                   action - his instincts taking over. Scotty shoots him ,,,,,,,,
                   a side-long glance.,,,,,,,,
,,,,,,,,
                                           SCOTTY,,,,,,,,
                             Is there something wrong with your ,,,,,,,,
"                             chair, Captain?",,,,,,,,
,,,,,,,,
                   Kirk gives him a look.,,,,,,,,
,,,,,,,,
              13   EXT. SPACE - ENTERPRISE-B (VFX-I)                           13,,,,,,,,
,,,,,,,,
                   The ship snaps into warp.,,,,,,,,
 ,,,,,,,,
              14   INT. ENTERPRISE-B - BRIDGE                                  14,,,,,,,,
,,,,,,,,
                   A few minutes later. Demora is watching her console.,,,,,,,,
,,,,,,,,
                                           DEMORA,,,,,,,,
                             We're within visual range of the ,,,,,,,,
"                             energy distortion, Captain.",,,,,,,,
,,,,,,,,
                                           HARRIMAN,,,,,,,,
                             On screen.,,,,,,,,
,,,,,,,,
              15   INCLUDE VIEWSCREEN (VFX-I)                                  15,,,,,,,,
,,,,,,,,
                   Which now shows a HUGE RIBBON OF CRACKLING ENERGY ,,,,,,,,
                   directly ahead of the Enterprise-B. ,,,,,,,,
,,,,,,,,
                   Everyone reacts to the bizarre sight.,,,,,,,,
,,,,,,,,
                                           CHEKOV,,,,,,,,
                             What the hell is that?,,,,,,,,
,,,,,,,,
                                           DEMORA,,,,,,,,
                                     (off console),,,,,,,,
                             I've found the transport ships.,,,,,,,,
,,,,,,,,
             15A   INCLUDE VIEWSCREEN (VFX-I)                                 15A,,,,,,,,
,,,,,,,,
                   The Viewscreen now shows TWO TRANSPORT SHIPS trapped ,,,,,,,,
                   like insects in the violent torrent of energy. The ,,,,,,,,
                   ships are being buffeted and thrown about by large ,,,,,,,,
                   TENDRILS of CRACKLING ENERGY.,,,,,,,,
,,,,,,,,
                                           DEMORA,,,,,,,,
                                     (cont'd),,,,,,,,
                             Their hulls are starting to buckle ,,,,,,,,
                             under the stress -- they won't ,,,,,,,,
                             survive much longer.,,,,,,,,
,,,,,,,,
                   The ship suddenly SHAKES. The Navigator works his ,,,,,,,,
                   console.,,,,,,,,
,,,,,,,,
                                           NAVIGATOR,,,,,,,,
                             We're encountering severe ,,,,,,,,
                             gravimetric distortions from the ,,,,,,,,
                             energy ribbon.,,,,,,,,
,,,,,,,,
                                           HARRIMAN,,,,,,,,
                             We'll have to keep our distance...,,,,,,,,
                             we don't want to get pulled in,,,,,,,,
                             too...,,,,,,,,
,,,,,,,,
"                   Harriman frowns at the screen, trying to figure out ",,,,,,,,
                   what to do. Kirk can barely contain himself -- to him ,,,,,,,,
                   the answer is obvious. He blurts out the answer --,,,,,,,,
,,,,,,,,
                                           KIRK,,,,,,,,
                             Tractor beam...,,,,,,,,
,,,,,,,,
                   Scotty quickly elbows him in the side -- this isn't ,,,,,,,,
                   Kirk's ship. Kirk shuts up.  Harriman glances at Kirk.,,,,,,,,
,,,,,,,,
                                           HARRIMAN,,,,,,,,
                             We don't have a tractor beam.,,,,,,,,
,,,,,,,,
                                           KIRK,,,,,,,,
                             You left spacedock without a ,,,,,,,,
                             tractor beam?,,,,,,,,
,,,,,,,,
                                           HARRIMAN,,,,,,,,
                             It won't be installed until ,,,,,,,,
                             Tuesday. ,,,,,,,,
                                     (beat) ,,,,,,,,
                             Ensign Sulu... try generating a ,,,,,,,,
                             subspace field around the ships. ,,,,,,,,
                             That might break them free.,,,,,,,,
,,,,,,,,
                                           DEMORA,,,,,,,,
"                             Aye, sir.",,,,,,,,
,,,,,,,,
"                   When Kirk hears this order, he shakes his head slightly ",,,,,,,,
"                   and mouths the word ""no"" under his breath. He knows ",,,,,,,,
                   that won't work.,,,,,,,,
,,,,,,,,
                                           DEMORA,,,,,,,,
                                     (continuing; shakes her ,,,,,,,,
                                      head),,,,,,,,
                             There's too much quantum ,,,,,,,,
"                             interference, Captain.",,,,,,,,
,,,,,,,,
"                   Harriman frowns again, trying to come up with another",,,,,,,,
"                   solution, but it isn't easy -- it's his first day in ",,,,,,,,
                   command; his ship is under-manned and ill-prepared. ,,,,,,,,
                   It's a nightmare come true. Kirk is itching to get in ,,,,,,,,
"                   On this, his fingers digging into the arms of his chair --",,,,,,,,
                   but he restrains himself.,,,,,,,,
,,,,,,,,
                                           HARRIMAN,,,,,,,,
                             What about... venting plasma from ,,,,,,,,
                             the warp nacelles? That might ,,,,,,,,
                             disrupt the ribbon's hold on the ,,,,,,,,
                             ships.,,,,,,,,
,,,,,,,,
                                           NAVIGATOR,,,,,,,,
"                             Aye, sir.. releasing drive ",,,,,,,,
                             plasma...,,,,,,,,
,,,,,,,,
                   A tense beat. Harriman glances over at the ,,,,,,,,
"                   journalists, then glances over at Kirk. Kirk gives him ",,,,,,,,
"                   a pained smile, trying to be encouraging even though he ",,,,,,,,
                   knows this is not the right course of action.,,,,,,,,
,,,,,,,,
                                           NAVIGATOR,,,,,,,,
                                     (continuing),,,,,,,,
"                             It's not having any effect, sir. ",,,,,,,,
                             I think --,,,,,,,,
               ,,,,,,,,
                                           DEMORA,,,,,,,,
                             Sir! The starboard vessel's hull ,,,,,,,,
                             is collapsing --,,,,,,,,
 ,,,,,,,,
             15B   INCLUDE VIEWSCREEN (VFX-I)                                 15B,,,,,,,,
,,,,,,,,
                   Suddenly the right-hand ship on the screen is engulfed ,,,,,,,,
                   by a fiery TENDRIL of energy and it EXPLODES. The ,,,,,,,,
                   other ship continues to be thrown about and buffeted. ,,,,,,,,
                   Everyone reacts with shock on the Bridge.,,,,,,,,
,,,,,,,,
                                           CHEKOV,,,,,,,,
                             How many people were aboard ,,,,,,,,
                             that ship?,,,,,,,,
,,,,,,,,
                                           DEMORA,,,,,,,,
                             Two hundred sixty-five.,,,,,,,,
,,,,,,,,
                   Harriman pales at the sight... seems shell-shocked by ,,,,,,,,
"                   the destruction of the ship. He's overwhelmed now, at ",,,,,,,,
                   a genuine loss as to what to do next.,,,,,,,,
,,,,,,,,
                                           DEMORA,,,,,,,,
                                     (urgent),,,,,,,,
                             The Lakul's hull integrity is down ,,,,,,,,
"                             to twelve percent, sir.",,,,,,,,
,,,,,,,,
"                   Harriman looks over at Kirk, who has remained quiet ",,,,,,,,
                   during this entire sequence only through great effort ,,,,,,,,
                   and out of deference to the young Captain. This is a ,,,,,,,,
                   delicate moment -- Harriman doesn't want to look ,,,,,,,,
"                   incapable, but at the same time, he needs help.",,,,,,,,
,,,,,,,,
                                           HARRIMAN,,,,,,,,
                             Captain Kirk... I would appreciate ,,,,,,,,
                             any... suggestions you might have.,,,,,,,,
,,,,,,,,
                   Kirk is out of his chair like a cork out of a bottle. ,,,,,,,,
                   He moves down to stand next to Harriman.,,,,,,,,
,,,,,,,,
                                           KIRK,,,,,,,,
                                     (sotto),,,,,,,,
                             First -- move us within ,,,,,,,,
                             transporter range and beam those ,,,,,,,,
                             people to the Enterprise.,,,,,,,,
,,,,,,,,
                   Harriman looks at him with surprise.,,,,,,,,
,,,,,,,,
                                           HARRIMAN,,,,,,,,
                             What about the gravimetric ,,,,,,,,
                             distortions? They'll tear us ,,,,,,,,
                             apart...,,,,,,,,
,,,,,,,,
                                           KIRK,,,,,,,,
                                     (gently),,,,,,,,
                             Risk is part of the game if you ,,,,,,,,
                             want to sit in that chair.,,,,,,,,
,,,,,,,,
                   Kirk gives him a supportive look. Harriman buckles ,,,,,,,,
                   down and grimly looks at the image on the screen.,,,,,,,,
,,,,,,,,
                                           HARRIMAN,,,,,,,,
"                             Helm, close to within transporter ",,,,,,,,
