,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
          I told you never to talk about that.,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
          I'm just saying it's been a long time.   I,,,,,,,,
          know it all.,,,,,,,,
          Margaret turns on her new phone.   It searches for a signal.,,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
          (up to the challenge),,,,,,,,
          Did you know I took disco lessons in the,,,,,,,,
          sixth grade?,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
          Where?,,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
          The Y.,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
"          Margaret 1, Richard 0.",,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
"          Uh, my first concert was Kool and the Gang.",,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
          At Woodstock?,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          70.,,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
          I won tickets on the radio and saw them at,,,,,,,,
          the fair.,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
          What'd they sing again?,,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
          You know.,,,,,,,,
,,,,,,,,
          (SINGING),,,,,,,,
"          Cherish the love we have, we should cherish",,,,,,,,
          the life we live...,,,,,,,,
          Richard shakes his head.,,,,,,,,
          MARGARET (cont'd),,,,,,,,
          Well they were good.,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
"          You had a lot of soul there, Canada.",,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
"          I really like ""The O.C."".   Not fake, ha, ha",,,,,,,,
          isn't it funny I like this trash.   I really,,,,,,,,
          like it.,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
          Wow.   I'm getting shut out here.,,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
          Allergic to pine nuts.,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
          Knew that.,,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
          Afraid of penguins.,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
          Huh.,,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
          Haven't slept with a man in a year and a,,,,,,,,
          half.,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
          Holy shit!   You are a lesbian!,,,,,,,,
          A MOTHER walking by with her 7 year old gives Richard a nasty,,,,,,,,
          look.,,,,,,,,
          RICHARD (cont'd),,,,,,,,
          (to mother),,,,,,,,
          My bad.,,,,,,,,
          The mother walks on.   Margaret is mortified and walks faster.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          71.,,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
"          Kool and the Gang gets nothing, but that",,,,,,,,
          gets a Holy shit?   I've been busy!,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
          That's a really long time.,,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
          That hurts coming from Mr. Magic Pants.,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
"          I knew it had been slow going, but I figured",,,,,,,,
          there was a booty call in there somewhere.,,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
"          Yeah, well, I'm not good at that.",,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
          I find that hard to believe.,,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
"          No, not that.   I'm great at that.   Aces.",,,,,,,,
          Top notch.,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
          I'll have to take your word for it.,,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
          Yes.   You will.,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
"          How, exactly, do you define top notch?",,,,,,,,
          Margaret is smiling as she listens to a message on her phone.   In,,,,,,,,
"          an instant, she's all business.",,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
          I need a computer and the internet.   Now.,,,,,,,,
,,,,,,,,
          INT. FISHERMAN'S NET INTERNET CAFE - DAY,,,,,,,,
,,,,,,,,
"          Designed to attract tourists, the Fisherman's Net is awash in bad",,,,,,,,
          nautical props and fishing gear.   A bored TEENAGE CLERK in a,,,,,,,,
          PIRATE OUTFIT greets Margaret and Richard.,,,,,,,,
,,,,,,,,
          PIRATE,,,,,,,,
"          Aye lassie, welcome to the cyber seas.   Our",,,,,,,,
          T-1 line is faster than a clipper ship in a,,,,,,,,
"          hurricane, but for now ye be needing to",,,,,,,,
          scrawl your mark on this sign up sheet.,,,,,,,,
          Margaret looks and sees that all the computers are taken.,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          72.,,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
"          No, no, no.   I need on now.   I've got a",,,,,,,,
          Booker prize winning author demanding I send,,,,,,,,
          him an e-mail in the next forty five minutes,,,,,,,,
          explaining why he should stay with a,,,,,,,,
"          publishing house that ""makes"" him do",,,,,,,,
          publicity.,,,,,,,,
          The Pirate looks at Margaret like she's speaking Chinese.,,,,,,,,
,,,,,,,,
          PIRATE,,,,,,,,
          Arrgh...,,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
          Listen to me asshole...,,,,,,,,
          The Pirate looks around to make sure his boss can't hear.,,,,,,,,
,,,,,,,,
          PIRATE,,,,,,,,
          Look lady.   You gonna put your name down on,,,,,,,,
          the list or not?,,,,,,,,
"          Margaret is about to throttle the Pirate, when Richard pulls her",,,,,,,,
          back.,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
          C'mon.   I got an idea.,,,,,,,,
          Richard leads Margaret to the door.   As they are leaving Margaret,,,,,,,,
          shouts out.,,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
          I didn't know there were a lot of pirates in,,,,,,,,
          Alaska!,,,,,,,,
,,,,,,,,
          INT. BARANOFF ELEMENTARY SCHOOL - OFFICE - DAY,,,,,,,,
,,,,,,,,
"          Margaret sits at a computer, furiously opening her e-mail.",,,,,,,,
"          Richard has brought her to his elementary school, where he and",,,,,,,,
"          his old principal, MRS. WHITING, stand over Margaret.",,,,,,,,
,,,,,,,,
          MRS. WHITING,,,,,,,,
          I'm so excited about the wedding!,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
          Thanks for letting us use your computer.,,,,,,,,
,,,,,,,,
          MRS. WHITING,,,,,,,,
          No problem.,,,,,,,,
          (to Margaret),,,,,,,,
          So what flowers are you going with?,,,,,,,,
"          Margaret turns around annoyed, but manages to keep her cool.",,,,,,,,
,,,,,,,,
          MARGARET,,,,,,,,
"          I'm sorry, but could I have a minute alone",,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          ,,,,,,,,
,,,,,,,,
          73.,,,,,,,,
,,,,,,,,
          MRS. WHITING,,,,,,,,
          Oh.   Sure.,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
          Show me around will you Mrs. Whiting?   It's,,,,,,,,
          been years.,,,,,,,,
,,,,,,,,
          INT. BARANOFF ELEMENTARY SCHOOL - HALL - DAY,,,,,,,,
,,,,,,,,
          Richard and Mrs. Whiting walk around the elementary school.,,,,,,,,
,,,,,,,,
          MRS. WHITING,,,,,,,,
          Do you think she'll be long?   I've got work,,,,,,,,
          to do.,,,,,,,,
,,,,,,,,
          RICHARD,,,,,,,,
          She'll be out of there in two shakes.,,,,,,,,
