,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
                            OLAF,,,,,,,,
"                  Hey, Sven? Not sure if this is",,,,,,,,
"                  going to solve the problem, but I",,,,,,,,
                  found a staircase that leads,,,,,,,,
                  exactly where you want it to go.,,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
                  Ha ha. Thank goodness. Catch!,,,,,,,,
,,,,,,,,
   Anna drops off the cliff. Kristoff catches her.,,,,,,,,
,,,,,,,,
                            ANNA (CONT'D),,,,,,,,
                  Thanks! That was like a crazy trust,,,,,,,,
                  exercise.,,,,,,,,
,,,,,,,,
"   She hops down, brushes off her dress, and bounds off.",,,,,,,,
"   Kristoff watches after her, digging her fearless pluck.",,,,,,,,
,,,,,,,,
,,,,,,,,
   EXT. BASE OF THE ICE PALACE -- DAY,,,,,,,,
,,,,,,,,
"   Anna, Kristoff, and Olaf approach Elsa's elegant ice palace.",,,,,,,,
,,,,,,,,
                             ANNA,,,,,,,,
                  Whoa.,,,,,,,,
,,,,,,,,
                            KRISTOFF,,,,,,,,
                      (in awe),,,,,,,,
                  Now that's ice. I might cry.,,,,,,,,
                                                              64,,,,,,,,
FROZEN - J. Lee,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
                  Go ahead. I won't judge.,,,,,,,,
,,,,,,,,
   Anna climbs the steps with Olaf. Sven tries to follow. His,,,,,,,,
   hooves slip out. He scrambles but can't get traction.,,,,,,,,
   Kristoff runs to his aide.,,,,,,,,
,,,,,,,,
                            KRISTOFF,,,,,,,,
"                  All right, take it easy. I gotcha.",,,,,,,,
,,,,,,,,
   Kristoff settles Sven back down the stairs and pats him.,,,,,,,,
,,,,,,,,
                            KRISTOFF (CONT'D),,,,,,,,
"                  You stay right here, buddy.",,,,,,,,
,,,,,,,,
   Sven obediently plops his reindeer butt down and wags his,,,,,,,,
"   tail. Kristoff climbs the stairs, admiring the ice details.",,,,,,,,
,,,,,,,,
                            KRISTOFF (CONT'D),,,,,,,,
                  ...Flawless.,,,,,,,,
,,,,,,,,
   Anna arrives at the door. Hesitates.,,,,,,,,
,,,,,,,,
                            OLAF,,,,,,,,
                  ...Knock....,,,,,,,,
                      (she doesn't),,,,,,,,
                  Just knock....,,,,,,,,
                      (she doesn't. To Kristoff),,,,,,,,
                  Why isn't she knocking...? Do you,,,,,,,,
                  think she knows how to knock?,,,,,,,,
,,,,,,,,
   Anna finally KNOCKS. The sound echoes inside. The ice doors,,,,,,,,
   slide open.,,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
                  Ha. It opened. That's a first.,,,,,,,,
,,,,,,,,
"   Anna goes to step in. Kristoff follows. She gets a thought,",,,,,,,,
   stops him.,,,,,,,,
,,,,,,,,
                            ANNA (CONT'D),,,,,,,,
                  You should probably wait out here.,,,,,,,,
,,,,,,,,
                            KRISTOFF,,,,,,,,
                  What?,,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
                  Last time I introduced her to a,,,,,,,,
"                  guy, she froze everything.",,,,,,,,
,,,,,,,,
                            KRISTOFF,,,,,,,,
"                  But, it's a palace made of ice. Ice",,,,,,,,
                  is my life.,,,,,,,,
                                                            65,,,,,,,,
FROZEN - J. Lee,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
                               OLAF,,,,,,,,
"                  Bye, Sven.",,,,,,,,
,,,,,,,,
   Olaf starts to head inside. Anna stops him.,,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
"                  You too, Olaf.",,,,,,,,
,,,,,,,,
                               OLAF,,,,,,,,
                  Me?,,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
                  Just give us a minute.,,,,,,,,
,,,,,,,,
                               OLAF,,,,,,,,
                  Okay.,,,,,,,,
,,,,,,,,
   As Anna walks inside. Olaf starts counting.,,,,,,,,
,,,,,,,,
                            OLAF (CONT'D),,,,,,,,
                  One...two...,,,,,,,,
,,,,,,,,
   Kristoff joins in.,,,,,,,,
,,,,,,,,
                            OLAF AND KRISTOFF,,,,,,,,
                  Three...four...,,,,,,,,
,,,,,,,,
,,,,,,,,
   INT. ELSA'S PALACE -- DAY,,,,,,,,
,,,,,,,,
"   Anna walks into a great foyer. The place is beautiful, but",,,,,,,,
   also eerie.,,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
                  Elsa? It's me...Anna?!,,,,,,,,
,,,,,,,,
   Anna slips. Steadies herself.,,,,,,,,
,,,,,,,,
                               ELSA (O.S.),,,,,,,,
                  Anna.,,,,,,,,
,,,,,,,,
"   Elsa steps out of the shadows onto a balcony. She sees Anna,",,,,,,,,
   looks to her longingly.,,,,,,,,
,,,,,,,,
   Anna can't help but be struck by Elsa's beauty.,,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
"                  Elsa, you look different.... It's a",,,,,,,,
                  good different.... And this place,,,,,,,,
                  is amazing.,,,,,,,,
                                                            66,,,,,,,,
FROZEN - J. Lee,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
                            ELSA,,,,,,,,
"                      (cautious, polite)",,,,,,,,
"                  Thank you, I never knew what I was",,,,,,,,
                  capable of.,,,,,,,,
,,,,,,,,
   Anna starts to climb the stairs.,,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
                  ...I'm so sorry about what,,,,,,,,
                  happened. If I'd known--,,,,,,,,
,,,,,,,,
"   Elsa backs up, away from Anna.",,,,,,,,
,,,,,,,,
                            ELSA,,,,,,,,
                      (on guard),,,,,,,,
"                  No, it's okay. You don't have to",,,,,,,,
                  apologize.... But you should,,,,,,,,
"                  probably go, please.",,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
                  But I just got here.,,,,,,,,
,,,,,,,,
                            ELSA,,,,,,,,
                  ...You belong in Arendelle.,,,,,,,,
,,,,,,,,
                               ANNA,,,,,,,,
                  So do you.,,,,,,,,
,,,,,,,,
   Anna takes another step up. Elsa backs up more.,,,,,,,,
,,,,,,,,
                            ELSA,,,,,,,,
"                  No, I belong here. Alone. Where I",,,,,,,,
                  can be who I am without hurting,,,,,,,,
                  anybody.,,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
"                  ...Actually, about that--",,,,,,,,
,,,,,,,,
                            OLAF (O.S.),,,,,,,,
                  58...59...60.,,,,,,,,
,,,,,,,,
                            ELSA,,,,,,,,
                  Wait. What is that?,,,,,,,,
,,,,,,,,
   Olaf comes running in the front door. He waves.,,,,,,,,
,,,,,,,,
                            OLAF,,,,,,,,
"                  Hi, I'm Olaf and I like warm hugs.",,,,,,,,
,,,,,,,,
                            ELSA,,,,,,,,
                      (shocked),,,,,,,,
                  Olaf?,,,,,,,,
,,,,,,,,
"   Olaf stops beside Anna, looks up at Elsa, intimidated.",,,,,,,,
                                                                   67,,,,,,,,
FROZEN - J. Lee,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
                            OLAF,,,,,,,,
                      (bashful),,,,,,,,
                  You built me. You remember that?,,,,,,,,
,,,,,,,,
                            ELSA,,,,,,,,
                      (astonished),,,,,,,,
                  And you're alive?,,,,,,,,
,,,,,,,,
                            OLAF,,,,,,,,
                  Um...I think so?,,,,,,,,
,,,,,,,,
   Anna kneels down beside Olaf.,,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
                  He's just like the one we built as,,,,,,,,
                  kids.... We were so close. We can,,,,,,,,
                  be like that again.,,,,,,,,
,,,,,,,,
"   Elsa smiles, but then a memory returns to her.",,,,,,,,
,,,,,,,,
                                                       FLASH CUT TO:,,,,,,,,
,,,,,,,,
   FLASHBACK: Young Anna is struck by Elsa's powers.,,,,,,,,
,,,,,,,,
                            YOUNG ELSA,,,,,,,,
                  Anna!,,,,,,,,
,,,,,,,,
   Young Anna falls unconscious. Young Elsa races to her.,,,,,,,,
,,,,,,,,
                                                       FLASH CUT TO:,,,,,,,,
,,,,,,,,
   THE PRESENT: Elsa's face sinks in pain.,,,,,,,,
,,,,,,,,
                            ELSA,,,,,,,,
"                  No, we can't.",,,,,,,,
,,,,,,,,
   Elsa turns and heads up the second story steps.,,,,,,,,
,,,,,,,,
                            ELSA (CONT'D),,,,,,,,
"                  Goodbye, Anna.",,,,,,,,
,,,,,,,,
                            ANNA,,,,,,,,
"                  Elsa, wait--",,,,,,,,
,,,,,,,,
