,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
                                                         (CONTINUED),,,,,,,,
,,,,,,,,
                                                              66.,,,,,,,,
,,,,,,,,
71   CONTINUED:                                                     71,,,,,,,,
,,,,,,,,
                                TREVOR,,,,,,,,
                         (affected),,,,,,,,
                  No harm done... Don't cry now.,,,,,,,,
,,,,,,,,
"     Fully dressed again, remotely staring, Rita holds back",,,,,,,,
     tears. Trevor sits down on the couch next to her. Opens,,,,,,,,
     textbook.,,,,,,,,
,,,,,,,,
                                TREVOR,,,,,,,,
                  Why don't you go ahead and copy,,,,,,,,
                  the first rule there for the verb,,,,,,,,
                  'to be.' Can you do that for me?,,,,,,,,
,,,,,,,,
                                RITA,,,,,,,,
                         (hiccups a sob),,,,,,,,
                  I jus' wan'ed to thank you.,,,,,,,,
,,,,,,,,
                                TREVOR,,,,,,,,
"                  You don't have to thank me, I'm",,,,,,,,
                  your teacher.,,,,,,,,
,,,,,,,,
     Rita opens her notebook and begins to copy the rule. She,,,,,,,,
     wipes at the tears with the sleeve of her baggy sweat,,,,,,,,
     shirt. Trevor resists the urge to comfort her.,,,,,,,,
,,,,,,,,
                                TREVOR,,,,,,,,
                  ... From now on I think the best,,,,,,,,
                  thing for us to do is meet in the,,,,,,,,
                  library.,,,,,,,,
,,,,,,,,
,,,,,,,,
72   INT. TREVOR'S BEDROOM - THAT EVENING (MAGIC HOUR)              72,,,,,,,,
,,,,,,,,
"     Trevor kneels at the foot of his bed. Fully dressed,",,,,,,,,
     shirt and loosened tie. Glimpses up at the crucifix on,,,,,,,,
     the wall. Bows his head again...,,,,,,,,
,,,,,,,,
                                TREVOR,,,,,,,,
"                         (prayerfully, to",,,,,,,,
                          himself,,,,,,,,
                  ... I'll try.,,,,,,,,
,,,,,,,,
,,,,,,,,
73   EXT. BLYTHE STREET PROJECTS - EVENING                          73,,,,,,,,
,,,,,,,,
     BOOMING DOWN FROM the Blythe St. sign...,,,,,,,,
,,,,,,,,
     A cement barricade covered in graffiti chokes off street,,,,,,,,
     traffic.,,,,,,,,
,,,,,,,,
     ... Crack dealers and gangbangers freely wander the rows,,,,,,,,
"     of clapboard tenements, kids throwing sneakers, bangers",,,,,,,,
     drinking from glass bottles.,,,,,,,,
,,,,,,,,
                                                      (CONTINUED),,,,,,,,
,,,,,,,,
     1   8   7 - Rev. 7/10/96                               67.,,,,,,,,
,,,,,,,,
73   CONTINUED:                                                   73,,,,,,,,
,,,,,,,,
     Now apartment 105 (Cesar Sanchez's).,,,,,,,,
,,,,,,,,
     MOVING IN ON the MUTED sounds of an ARGUMENT (in Spanish).,,,,,,,,
,,,,,,,,
,,,,,,,,
74   INT. APARTMENT 105 - CONTINUOUS ACTION                       74,,,,,,,,
,,,,,,,,
     Dingy. Yellowing walls. Cesar and his mother continue,,,,,,,,
"     their arguing as Cesar watches first the ""Animaniacs"" and",,,,,,,,
"     switches channels to ""The Deer Hunter,"" while his BABY",,,,,,,,
     SISTER CRIES in her high chair.,,,,,,,,
,,,,,,,,
     MRS. SANCHEZ is older looking than her thirty-four years.,,,,,,,,
     Clutching her purse...,,,,,,,,
,,,,,,,,
                 MRS. SANCHEZ                                          *,,,,,,,,
             (on the verge              (subtitles... You stay,,,,,,,,
              of tears)                 out of my,,,,,,,,
"         ... Deja mis cosas, Cesar.     things, Cesar. You hear",,,,,,,,
         Me oyes? Ese dinero es         me? That money puts,,,,,,,,
         para poner comida en el        food on your baby,,,,,,,,
         plato de tu hermanita.         sister's plate.,,,,,,,,
,,,,,,,,
     Cesar yells at his SISTER to stop CRYING...,,,,,,,,
,,,,,,,,
"                 CESAR                     (subtitlesshut up,",,,,,,,,
"         Callate el osico, Rosillo!     Rosillo!",,,,,,,,
             (now to his mother),,,,,,,,
         Que? Me estas mandando?        You tellin' me what to,,,,,,,,
         Yo soy el hombre de esta       do?! I'm the man in,,,,,,,,
         casa! Enceneme respeto!        this house! you show me,,,,,,,,
                                        respect!),,,,,,,,
,,,,,,,,
                 MRS. SANCHEZ           (subtitlesIf you're the        *,,,,,,,,
"         Pues si eres tan hombre,       man then",,,,,,,,
         ve busca trabajo. Para         go get a job. Take care,,,,,,,,
         que mantengas a tu madre y     of your mother and,,,,,,,,
         hermanita y no tenga que       sister. Don't rob from,,,,,,,,
         robar de mi bolsa.             my purse.),,,,,,,,
,,,,,,,,
"     In a rage, Cesar digs into his pocket and throws twenty",,,,,,,,
     dollars in his mother's face. She cowers.,,,,,,,,
,,,,,,,,
"                 CESAR                  (subtitlesHere, I don't",,,,,,,,
"         Tenga, no nesecito su          need your",,,,,,,,
"         pinche, apestoso dinero!       stinkin' money!)",,,,,,,,
,,,,,,,,
     They're interrupted by a KNOCK at the front door.,,,,,,,,
,,,,,,,,
                                CESAR,,,,,,,,
                         (indicating door),,,,,,,,
                  I ain't getting it. You get it.,,,,,,,,
,,,,,,,,
                                                    (CONTINUED),,,,,,,,
,,,,,,,,
     1   8   7 - Rev. 7/10/96                                     68.,,,,,,,,
,,,,,,,,
74   CONTINUED:                                                         74,,,,,,,,
,,,,,,,,
     Cesar plops down on an old worn out recliner and goes,,,,,,,,
"     back to watching ""Animaniacs"" on the TELEVISION.",,,,,,,,
     ROSILLO STOPS her CRYING and Mrs. Sanchez carefully,,,,,,,,
     gathers the money scattered at her feet.,,,,,,,,
,,,,,,,,
,,,,,,,,
75   INT. APARTMENT 105 - FRONT DOOR                                    75,,,,,,,,
,,,,,,,,
"     Behind the screen door, a silhouette fills the doorway.",,,,,,,,
,,,,,,,,
     MOVING IN ON CESAR.,,,,,,,,
,,,,,,,,
     He can faintly hear the O.S. conversation as he watches,,,,,,,,
     TV.,,,,,,,,
,,,,,,,,
                 MRS. SANCHEZ                                                *,,,,,,,,
"                 (O.S.)                    (subtitlesYes, who's",,,,,,,,
"         Si, quien es?                     there?)",,,,,,,,
,,,,,,,,
                 TREVOR (O.S.)             (subtitlesMrs. Sanchez?,,,,,,,,
         Senora Sanchez? Soy el            I'm Mr.                           *,,,,,,,,
"         senor Garfield, Profesor          Garfield, Cesar's",,,,,,,,
         de ciencia de Cesar.              science teacher.,,,,,,,,
,,,,,,,,
                                MRS. SANCHEZ (O.S.),,,,,,,,
                         (surprised),,,,,,,,
"                  Si, maestro.",,,,,,,,
,,,,,,,,
     Cesar's stunned look lifts him from the recliner.,,,,,,,,
,,,,,,,,
                 TREVOR (O.S.)             (subtitlesI know it's,,,,,,,,
         Se que es tarde. Ojala no         late. Hope,,,,,,,,
         este estorbando nada.             I'm not disturbing,,,,,,,,
         Me permite hablar con             anything. May I speak,,,,,,,,
         usted por un momento?             with you a moment?,,,,,,,,
,,,,,,,,
                                MRS. SANCHEZ (O.S.),,,,,,,,
"                  Entre, por favor.",,,,,,,,
,,,,,,,,
,,,,,,,,
76   INT. APARTMENT #105 - CESAR'S POV - TREVOR AND MRS.                76,,,,,,,,
     SANCHEZ,,,,,,,,
,,,,,,,,
     PIVOTING now to see Trevor enter the front door.,,,,,,,,
,,,,,,,,
     Cesar glares with flint-hard eyes at Trevor.,,,,,,,,
,,,,,,,,
                                  TREVOR,,,,,,,,
"                  Hello, Cesar.",,,,,,,,
,,,,,,,,
"     Breaking his unrelenting stare, Cesar now squeezes past",,,,,,,,
"     Trevor and out the screen door, slamming it behind him.",,,,,,,,
,,,,,,,,
     1   8   7 - Rev. 7/10/96                                   69.,,,,,,,,
,,,,,,,,
77   INT. APARTMENT #105 - KITCHEN - MOMENTS LATER                    77,,,,,,,,
,,,,,,,,
     Mrs. Sanchez cradles Rosillo in her lap.,,,,,,,,
,,,,,,,,
                 MRS. SANCHEZ                                              *,,,,,,,,
             (beside herself)            (subtitlesI don't know,,,,,,,,
"         No se que hacer, maestro.       what to",,,,,,,,
"         El no hace caso.                do, maestro. He doesn't",,,,,,,,
                                         listen to me.),,,,,,,,
,,,,,,,,
     ROSILLO begins to CRY again...,,,,,,,,
,,,,,,,,
"                  MRS. SANCHEZ           (subtitlesGod, but there          *",,,,,,,,
"         Perdona me Dios, pero hay       are",,,,,,,,
         veces que quisiera              times I want to kill,,,,,,,,
         matarlo.                        him.),,,,,,,,
,,,,,,,,
"     Suppressing her emotions, she comforts her baby. Trevor",,,,,,,,
     weighs a vacuous stare. Now he notices a bruise under Mrs.,,,,,,,,
"     Sanchez's hairline, above her left eye.",,,,,,,,
,,,,,,,,
                  TREVOR,,,,,,,,
              (indicating bruise)        (subtitlesHow'd that,,,,,,,,
         Como paso eso? Arriba del       happen...,,,,,,,,
         ojo?                            above your eye?),,,,,,,,
,,,,,,,,
"     Overcome with shame, she attempts to cover the bruise.",,,,,,,,
,,,,,,,,
                               MRS. SANCHEZ,,,,,,,,
                 Nada... es nada.,,,,,,,,
,,,,,,,,
,,,,,,,,
78   EXT. BLYTHE STREET PROJECTS - EVENING                            78,,,,,,,,
,,,,,,,,
"     Steadfast and unflinching, Trevor beats a path back to",,,,,,,,
"     his car, parked outside the barricade. Cesar now appears",,,,,,,,
     from nowhere. Carries a '40 ouncer' in a paper bag.,,,,,,,,
     He's been drinking.,,,,,,,,
,,,,,,,,
                               CESAR,,,,,,,,
                        (venting rage),,,,,,,,
                 Puto! You lied to Benny. You,,,,,,,,
                 said you don't speak no Spanish!,,,,,,,,
,,,,,,,,
                                TREVOR,,,,,,,,
                 No I didn't.,,,,,,,,
,,,,,,,,
