,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
QUI-GON turns to answer and sees a DARK-CLOAKED FIGURE bearing down on a,,,,,,,,
speeder bike.,,,,,,,,
,,,,,,,,
QUI-GON ,,,,,,,,
" Anakin, drop!",,,,,,,,
,,,,,,,,
ANAKIN drops to the ground just as DARTH MAUL sweeps over him. DARTH MAUL,,,,,,,,
"jumps off his speeder bike, and before he has hit the ground, the Sith Lord",,,,,,,,
has swund a death blow with his laser sword that is barely blocked by,,,,,,,,
QUI-GON.,,,,,,,,
"ANAKIN picks himself up. The two galactic warriors, Sith and Jedi, are",,,,,,,,
bashing each other with incredible blows. They move in a continual cloudof,,,,,,,,
"dust, smashing everything around them. This is a fierce fight. ANAKIN gets",,,,,,,,
"up, bewildered by the confrontation.",,,,,,,,
,,,,,,,,
QUI-GON ,,,,,,,,
" (Cont'd) Annie, get to the ship! Take off! Go! Go!",,,,,,,,
,,,,,,,,
QUI-GON struggles to fend off the relentless onslaught as ANAKIN races to,,,,,,,,
the ship.,,,,,,,,
,,,,,,,,
INT. NABOO SPACECRAFT - HALLWAY,,,,,,,,
,,,,,,,,
"ANAKIN runs into the main hallway of the spaceship, where PADME and CAPTAIN",,,,,,,,
PANAKA are working.,,,,,,,,
,,,,,,,,
ANAKIN ,,,,,,,,
 Qui-Gon's in trouble. He says to take off...now!!,,,,,,,,
CAPT. PANAKA ,,,,,,,,
 Who are you?,,,,,,,,
PADME ,,,,,,,,
 He's a friend.,,,,,,,,
,,,,,,,,
INT. NABOO SPACECRAFT - COCKPIT,,,,,,,,
,,,,,,,,
"CAPTAIN PANAKA, ANAKIN, and PADME rush into the cockpit where OBI-WAN and",,,,,,,,
RIC OLIE are checking the hyperdrive.,,,,,,,,
,,,,,,,,
CAPT. PANAKA ,,,,,,,,
" Qui-Gon is in trouble, he says to take off!",,,,,,,,
PILOT ,,,,,,,,
 I don't see anything.,,,,,,,,
OBI-WAN ,,,,,,,,
 Over there! Fly low!,,,,,,,,
,,,,,,,,
In the distance is a small cloud of dust.,,,,,,,,
,,,,,,,,
EXT. TATOOINE - DESERT - NABOO SPACECRAFT - DAY,,,,,,,,
,,,,,,,,
QUI-GON and DARTH MAUL continue theirsword battle. Leaping over one another,,,,,,,,
"in an incredible display of acrobatics, the two warrios hear the ship fly",,,,,,,,
over them a few feet off the ground. QUI-GON almost dissapears for a,,,,,,,,
moment.,,,,,,,,
"Before DARTH MAUL knows what's happening, QUI-GON is on the spacecrat's",,,,,,,,
ramp.,,,,,,,,
,,,,,,,,
EXT. TATOOINE - NABOO SPACECRAFT RAMP - DAY,,,,,,,,
,,,,,,,,
"The SITH LORD immediately jumps onto the ramp after QUI-GON, but barely",,,,,,,,
makes it. His heels hang over the edge of a forty-foot drop. QUI-GON swings,,,,,,,,
his laser sword with all his might and knocks DARTH AMUL off the ramp and,,,,,,,,
"onto the desert floor. The ramp closes, and the Naboo craft rockets away,",,,,,,,,
leaving the Sith Lord standing alone.,,,,,,,,
,,,,,,,,
EXT. SPACE - NABOO SPACECRAFT (FX),,,,,,,,
,,,,,,,,
The sleek spacecraft rockets away from the planet Tatooine.,,,,,,,,
,,,,,,,,
INT. NABOO SPACECRAFT - HALLWAY,,,,,,,,
,,,,,,,,
ANAKIN and OBI-WAN rush into the hallway to find QUI-GON collapsed on the,,,,,,,,
floor opposite the entry. ARTOO is looking over him. The JEDI is breathing,,,,,,,,
"hard, wet with sweat and covered in dirt.",,,,,,,,
,,,,,,,,
ANAKIN ,,,,,,,,
 Are you all right?,,,,,,,,
QUI-GON ,,,,,,,,
 I think so... that was a surpirse I wont soon forget.,,,,,,,,
OBI-WAN ,,,,,,,,
 What was it?,,,,,,,,
QUI-GON ,,,,,,,,
 I don't know... but he was well trained in the Jedi arts. My,,,,,,,,
guess is he was after the Queen...,,,,,,,,
ANAKIN ,,,,,,,,
 Do you think he'll follow us?,,,,,,,,
QUI-GON ,,,,,,,,
" We'll be safe enough once we're in hyperspace, but I have no",,,,,,,,
doubt he knows our destination.,,,,,,,,
ANAKIN ,,,,,,,,
 What are we going to do about it?,,,,,,,,
,,,,,,,,
"OBI-WAN gives ANAKIN a ""who are you?"" look. ANAKIN returns an innocent",,,,,,,,
stare.,,,,,,,,
,,,,,,,,
QUI-GON ,,,,,,,,
" We will be patient. Anakin Skywalker, meet Obi-Wan Kenobi.",,,,,,,,
ANAKIN ,,,,,,,,
 Pleased to meet you. Wow! You're a Jedi too?,,,,,,,,
,,,,,,,,
OBI-WAN gives the boy a skeptical look.,,,,,,,,
,,,,,,,,
INT. COCKPIT - SPACE,,,,,,,,
,,,,,,,,
"RIC OLIE pulls back on the hyperdrive. OBI-WAN, QUI-GON, and ANAKIN watch.",,,,,,,,
,,,,,,,,
QUI-GON ,,,,,,,,
 Let's hope this hyperdrive works and Watto didn't get the last,,,,,,,,
laugh.,,,,,,,,
,,,,,,,,
The stars streak outside the cockpit window.,,,,,,,,
,,,,,,,,
EXT. SPACE - NABOO SPACECRAFT (FX),,,,,,,,
,,,,,,,,
The ship streaks into hyperspace.,,,,,,,,
,,,,,,,,
EXT. THEED - STREET - NIGHT (FX),,,,,,,,
,,,,,,,,
SEVERAL FEDERATION DROIDS patrol a deserted city street. The Palace can be,,,,,,,,
seen in the distance.,,,,,,,,
,,,,,,,,
INT. NABOO PALACE - THRONE ROOM - THEED - NIGHT,,,,,,,,
,,,,,,,,
"NUTE sits in a strange, mechanical walking chair, which approaches SIO",,,,,,,,
BIBBLE and SEVERAL OTHER NABOO OFFICIALS. RUNE follows a few paces behind.,,,,,,,,
DROID GUARDS surround SIO BIBBLE and THE OTHERS as FOUR COUNCIL MEMBERS,,,,,,,,
watch.,,,,,,,,
,,,,,,,,
NUTE ,,,,,,,,
 When are you going to give up this pointless strike? Your Queen is,,,,,,,,
"lost, your people are starving, and you, Governor, are going to die, much",,,,,,,,
"sooner than your people, I'm afraid. Take him away!",,,,,,,,
BIBBLE ,,,,,,,,
 This invasion will gain you nothing. We're a democracy. The people,,,,,,,,
have decided... They will not live under your tyranny.,,,,,,,,
,,,,,,,,
BIBBLE is taken away as OOM-9 approaches NUTE.,,,,,,,,
,,,,,,,,
OOM-9 ,,,,,,,,
 My troops are in position to begin searching the swamps for these,,,,,,,,
rumored underwater villages... they will not stay hidden for long.,,,,,,,,
,,,,,,,,
INT. NABOO SPACECRAFT - MAIN AREA,,,,,,,,
,,,,,,,,
The ship is asleep. The lights are dim as PADME walks into the main room.,,,,,,,,
She goes to a monitor and watches the BIBBLE plea recording. JAR JAR is,,,,,,,,
"stretched out on the floor, snoring. ARTOO is to one side, cooing as he",,,,,,,,
rests.,,,,,,,,
PADME appears tired. She senses someone watching her and turns around with,,,,,,,,
"a start. She sees ANAKIN sitting in the corner, shivering and looking",,,,,,,,
verydejected. She goes over to him. He looks up at her with tears in his,,,,,,,,
eyes. He is holding his arms to keep himself warm.,,,,,,,,
,,,,,,,,
PADME ,,,,,,,,
 Are you all right?,,,,,,,,
ANAKIN ,,,,,,,,
 It's very cold.,,,,,,,,
,,,,,,,,
PADME gives him her over-jacket.,,,,,,,,
,,,,,,,,
PADME ,,,,,,,,
" You're from a warm planet, Annie. Too warm for my taste. Space is",,,,,,,,
cold.,,,,,,,,
ANAKIN ,,,,,,,,
 You seem sad.,,,,,,,,
PADME ,,,,,,,,
 The Queen is...worried. Her people are suffering...dying. She must,,,,,,,,
"convince the Senate to intervene, or...I'm not sure what will happen.",,,,,,,,
ANAKIN ,,,,,,,,
 I'm...I'm not sure what's going to happen to me. I dunno if I'll,,,,,,,,
ever see you again.. (he pulls something from his pocket) I made this for,,,,,,,,
you. Sou you'd remember me. I carved it out of a japor snippet... It will,,,,,,,,
bring you good fortune.,,,,,,,,
,,,,,,,,
"ANAKIN hands a wooden pendant to PADME. She inspects it, then puts it",,,,,,,,
around her neck.,,,,,,,,
,,,,,,,,
PADME ,,,,,,,,
" It's beautiful, but I don't need this to remember you. Many things",,,,,,,,
"will change when we reach the capital, Annie. My caring for you will always",,,,,,,,
remain.,,,,,,,,
ANAKIN ,,,,,,,,
 I care for you too. Only I...miss...,,,,,,,,
,,,,,,,,
ANAKIN is disturbed about something. Tears are in his eyes.,,,,,,,,
,,,,,,,,
PADME ,,,,,,,,
 ...You miss your mother.,,,,,,,,
,,,,,,,,
"ANAKIN looks at her, unable to speak. She hugs him.",,,,,,,,
,,,,,,,,
EXT. SPACE - PLANET CORUSCANT (FX),,,,,,,,
,,,,,,,,
MOVE with the ship as it heads toward Coruscant.,,,,,,,,
,,,,,,,,
INT. CORUSCANT - CITYSCAPE - NABOO SPACECRAFT - DAY (FX),,,,,,,,
,,,,,,,,
"The spacecraft dlies over the endlesscityscape of Coruscant, the capital of",,,,,,,,
the galaxy.,,,,,,,,
,,,,,,,,
INT. NABOO SPACECRAFT - COCKPIT,,,,,,,,
,,,,,,,,
ANAKIN looks out the cockpit window in awe.,,,,,,,,
,,,,,,,,
RIC OLIE ,,,,,,,,
 Coruscant...the capital of the Republic...the entire planet is,,,,,,,,
one big city.,,,,,,,,
ANAKIN ,,,,,,,,
 Wow! It's so huge!,,,,,,,,
,,,,,,,,
INT. NABOO SPACECRAFT - DAY (FX),,,,,,,,
,,,,,,,,
The ship flies through the cityscape of Coruscant.,,,,,,,,
,,,,,,,,
EXT. CORUSCANT - SENATE LANDING PLATFORM - DAY,,,,,,,,
,,,,,,,,
"Supreme Chancellor VALORUM, SEVERAL GUARDS, and SENATOR PALPATINE stand on",,,,,,,,
a landing platform.,,,,,,,,
The sleek Naboo spacecraft lands on the platform high above the street,,,,,,,,
"level of the galactic capital. The ramp lowers. OBI-WAN, QUI-GON, JAR JAR",,,,,,,,
and ANAKIN descend the ramp first and bow before PALPATINE and VALORUM.,,,,,,,,
"CAPTAIN PANAKA, TWO GUARDS, QUEEN AMIDALA, then PADME, RABE, EIRTAE,",,,,,,,,
and,,,,,,,,
MORE GUARDS descend the ramp. QUEEN AMIDALA stops before the group.,,,,,,,,
"ANAKIN and JAR JAR stand to one side, looking at the huge city. PADME",,,,,,,,
smiles at ANAKIN. PALPATINE bows before the Queen.,,,,,,,,
,,,,,,,,
PALPATINE ,,,,,,,,
" It is a great gift to see you alive, Your Majesty. May I",,,,,,,,
present Supreme Chancellor Valorum.,,,,,,,,
VALORUM ,,,,,,,,
" Welcome, Your Highness. It is an honor to finally meet you in",,,,,,,,
person. I must relay to you how distressed everyone is over the currant,,,,,,,,
situation. I've called for a special session of the Senate to hear your,,,,,,,,
position.,,,,,,,,
AMIDALA ,,,,,,,,
" I am grateful for your concern, Chancellor.",,,,,,,,
,,,,,,,,
PALPATINE starts to lead QUEEN AMIDALA and her RETINUE off the platform,,,,,,,,
toward a waiting air taxi.,,,,,,,,
,,,,,,,,
PALPATINE ,,,,,,,,
" There is a question of precedure, but I feel confident we can",,,,,,,,
overcome it...,,,,,,,,
,,,,,,,,
"JAR JAR and ANAKIN start to follow, then stop, noticing that OBI-WAN and",,,,,,,,
QUI-GON are staying with the SUPREME CHANCELLOR. QUEEN AMIDALA waves to the,,,,,,,,
"duo to follow her. ANAKIN looks back to QUI-GON, and he nods to go ahead.",,,,,,,,
"ANAKIN and JAR JAR join the QUEEN, PALPATINE, PADME, RABE and EIRTAE in the",,,,,,,,
taxi. PALPATINE gives the Gungan and the boy in the back of the taxi a,,,,,,,,
skeptical look. JAR JAR leans over to ANAKIN.,,,,,,,,
,,,,,,,,
JAR JAR ,,,,,,,,
" Da Queens- a bein grossly nice, mesa tinks. (he looks around)",,,,,,,,
Pitty hot!,,,,,,,,
,,,,,,,,
VALORUM and the JEDI watch the taxi move off into the city.,,,,,,,,
,,,,,,,,
QUI-GON ,,,,,,,,
" I must speak with the Jei Council immediately, Your Honor. The",,,,,,,,
situation has become more complicated.,,,,,,,,
,,,,,,,,
INT. PALPATINE'S QUARTERS - ANTEROOM - DAY,,,,,,,,
,,,,,,,,
QUEEN AMIDALA is sitting listening to PALPATINE. EIRTAE and RABE stand,,,,,,,,
behind the QUEEN; PADME is nowhere to be sen. ANAKIN and JAR JAR are,,,,,,,,
waiting in an adjoining room. They can see the Queen but cannot hear what,,,,,,,,
is being said.,,,,,,,,
