,,Scene Boundary,Scene Description/Direction,Character,Dialogue,Dialogue Metadata,Transition,Metadata
          An hysterical ELIZABETH goes into,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
          THE LOBBY.,,,,,,,,
"          FRANK, the DOORMAN, is having a snooze.",,,,,,,,
          ELIZABETH shakes him. HE wakes up terrified at the sight of,,,,,,,,
          this hysterical creature over HIM.,,,,,,,,
,,,,,,,,
                         ELIZABETH,,,,,,,,
          - people named Kittredge. This Kittredge guy,,,,,,,,
          has a black son he makes live in the park -,,,,,,,,
,,,,,,,,
                         FRANK,,,,,,,,
          Mr. Kittredge has what?,,,,,,,,
,,,,,,,,
                         ELIZABETH,,,,,,,,
          His black son took money from me -,,,,,,,,
,,,,,,,,
                         FRANK,,,,,,,,
          You have to be quiet,,,,,,,,
,,,,,,,,
                         ELIZABETH,,,,,,,,
          I want to get up to see them!,,,,,,,,
,,,,,,,,
                         FRANK,,,,,,,,
          You'll have to call or write a letter -,,,,,,,,
,,,,,,,,
                         ELIZABETH,,,,,,,,
          They owe me money!,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         R,,,,,,,,
,,,,,,,,
                         106,,,,,,,,
           FRANK takes ELIZABETH by the arm and ushers her out of,,,,,,,,
,,,,,,,,
          THE KITTREDGE'S APARTMENT BUILDING.,,,,,,,,
"          FRANK, the DOORMAN, bolts the front door to the-building.",,,,,,,,
          ELIZABETH bangs on the door.,,,,,,,,
,,,,,,,,
                         ELIZABETH,,,,,,,,
          I'm here trying to get to meet people.,,,,,,,,
          I am stranded. Who do I know to go to?,,,,,,,,
          I want my money. I work tables. I work hard.,,,,,,,,
          A CAB pulls up. A POSH COUPLE steps out of the cab to go,,,,,,,,
          into 910 Fifth. THEY look at ELIZABETH.,,,,,,,,
,,,,,,,,
                         ELIZABETH,,,,,,,,
"          ""The quality of mercy is not strained?""",,,,,,,,
"          Fuck you, quality of mercy.",,,,,,,,
          FRANK opens the door quickly. THE POSH COUPLE scoots in.,,,,,,,,
          ELIZABETH kicks the building.,,,,,,,,
,,,,,,,,
          INT ORSO'S RESTAURANT NIGHT,,,,,,,,
           FLAN and OUISA have come to this Broadway Italian restaurant,,,,,,,,
          after the theater with a MAN and WOMAN who from their dress,,,,,,,,
          and manner are obviously in the theater: ANDREW and ZEANNIE.,,,,,,,,
          FLAN and OUISA are in mid-story.,,,,,,,,
,,,,,,,,
                         FLAN,,,,,,,,
          - all over the building that I had abandoned,,,,,,,,
          some mistake of my past in Central Park!,,,,,,,,
          THE COUPLE gasps!,,,,,,,,
,,,,,,,,
                         JEANNIE,,,,,,,,
          But it's too fantastic!,,,,,,,,
,,,,,,,,
                         FLAN,,,,,,,,
          Can't you just see me marching,,,,,,,,
          down South for Freedom Now!,,,,,,,,
,,,,,,,,
                         OUISA (PROUDLY),,,,,,,,
"          Yes. Yes, I can.",,,,,,,,
,,,,,,,,
                         FLAN,,,,,,,,
          It was so embarrassing.,,,,,,,,
,,,,,,,,
                         ANDREW,,,,,,,,
          Horrible!,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         107,,,,,,,,
,,,,,,,,
                         OUISA,,,,,,,,
          It wasn't so embarrassing.,,,,,,,,
,,,,,,,,
                         JEANNIE,,,,,,,,
          I bet Flan loves being outraged.,,,,,,,,
          FLAN (mock outrage),,,,,,,,
          I don't!,,,,,,,,
,,,,,,,,
                         ANDREW,,,,,,,,
          You do! Flan loves getting into,,,,,,,,
          high dudgeon! His cheeks go all rosy!,,,,,,,,
          Look at his cheeks! Dudgeon becomes him.,,,,,,,,
          THEY all laugh as the WAITRESS puts down the plates of food.,,,,,,,,
,,,,,,,,
                         FLAN,,,,,,,,
          To high dudgeon!,,,,,,,,
          THEY all toast.,,,,,,,,
          But OUISA has stopped laughing.,,,,,,,,
,,,,,,,,
          INT RICK AND ELIZABETH'S TEN EME NT NIGHT,,,,,,,,
          ELIZABETH sits up in bed in the dark. SHE impassively,,,,,,,,
"          watches a rat scramble across the floor. RICK comes in,",,,,,,,,
"          drained, dressed in a baby blue tuxedo with a ruffled blue",,,,,,,,
          shirt - the kind of tux worn at high school proms.,,,,,,,,
,,,,,,,,
                         RICK (BRIGHT),,,,,,,,
          Hi!,,,,,,,,
          ELIZABETH puts on the light.,,,,,,,,
,,,,,,,,
                         ELIZABETH,,,,,,,,
          Where's the money?,,,,,,,,
,,,,,,,,
          BACK IN ORSO'S RESTAURANT,,,,,,,,
          OUISA continues her tale.,,,,,,,,
,,,,,,,,
                         DUISA,,,,,,,,
          - she understandably wanted to know.,,,,,,,,
,,,,,,,,
          RICK AND ELIZABETH'S TENEMENT,,,,,,,,
          RICK laughs brightly and sits beside HER on the bed.,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         108,,,,,,,,
,,,,,,,,
                          RICK,,,,,,,,
          No! Let me explain. Paul found some extra,,,,,,,,
           money of his own and he wanted to thank us for,,,,,,,,
           staying here! He would've treated you but you,,,,,,,,
           had to work or else we would've . We rented,,,,,,,,
          these tuxedos! Isn't it a gas! He's going to,,,,,,,,
          give us the money back! And then I'm going to,,,,,,,,
          take you to the Rainbow Room. That's where we,,,,,,,,
          went! I brought you matches!,,,,,,,,
,,,,,,,,
          INT THE RAINBOW ROOM NIGHT,,,,,,,,
"          RICK, in his ruffled blue tux, and, PAUL, in impeccable",,,,,,,,
"          black tie, look into the Rainbow Room.",,,,,,,,
          THE CAPTAIN takes THEM to a table by the window.,,,,,,,,
          RICK and PAUL look out over the city. The view is magic!,,,,,,,,
,,,,,,,,
                         RICK (WHISPERS),,,,,,,,
          Now did we get this table!,,,,,,,,
,,,,,,,,
                         PAUL,,,,,,,,
"          Stick with me, baby. I know the",,,,,,,,
          right name to drop.,,,,,,,,
,,,,,,,,
          RICK AND ELIZABETH'S TENEMENT,,,,,,,,
          RICK (laughs brightly),,,,,,,,
          And it's not that expensive for what you get.,,,,,,,,
"          Well, it's not a bargain but it's",,,,,,,,
,,,,,,,,
          THE RAINBOW ROOM,,,,,,,,
          THE WAITER opens a bottle of champagne.,,,,,,,,
,,,,,,,,
                         RICK,,,,,,,,
          How an I going to explain to Elizabeth,,,,,,,,
          about the money?,,,,,,,,
          PAUL tastes the champagne. THE WAITER pours.,,,,,,,,
,,,,,,,,
                         PAUL,,,,,,,,
          She'll have it back. With interest. Wonderful,,,,,,,,
          bouquet. Bouquet. That's what you call the,,,,,,,,
          taste of the wine. And I believe that wine from,,,,,,,,
          the even numbered years is generally the,,,,,,,,
          superior to the odd numbered years. Although,,,,,,,,
          it's just a theory - Cheers! Skol! Prosit!,,,,,,,,
,,,,,,,,
                         RICK,,,,,,,,
          You are just about the greatest -,,,,,,,,
          THE DANCE ORCHESTRA plays a salute to 1930's romance.,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         ,,,,,,,,
,,,,,,,,
                         109,,,,,,,,
,,,,,,,,
                          PAUL,,,,,,,,
          Do you want to dance?,,,,,,,,
,,,,,,,,
                         RICK,,,,,,,,
          Elizabeth has never seen anything l_4e here. I,,,,,,,,
          wish she was... Who do we dance with?,,,,,,,,
          THE ORCHESTRA segues into a tango. PAUL stands.,,,,,,,,
,,,,,,,,
                         RICK,,,,,,,,
          We're guys.,,,,,,,,
,,,,,,,,
                         PAUL,,,,,,,,
          Every moment in life is a learning experience or,,,,,,,,
          what good is it? Right? Right?,,,,,,,,
,,,,,,,,
                         RICK,,,,,,,,
"          Well, yes.",,,,,,,,
,,,,,,,,
                         PAUL,,,,,,,,
          Then let this bunch of jerks see class.,,,,,,,,
,,,,,,,,
                         ORSO'S RESTAURANT,,,,,,,,
"          FLAN nods for their dinner guests, ANDREW and JEANNIE.",,,,,,,,
,,,,,,,,
                         ,,,,,,,,
          A little bit of titillation.,,,,,,,,
,,,,,,,,
                         FLAN,,,,,,,,
          They danced. That's right! High,,,,,,,,
          over New York City.,,,,,,,,
,,,,,,,,
          THE RAINBOW ROOM,,,,,,,,
"          RICK and PAUL go to the dance floor and begin to dance,",,,,,,,,
          PAUL leading. RICK loving it.,,,,,,,,
,,,,,,,,
          RICK AND ELIZABETH'S TENEMENT,,,,,,,,
          RICK tries to laugh it up into a wild experience.,,,,,,,,
          ELIZABETH sits impassively.,,,,,,,,
,,,,,,,,
